order_id,date,store_id,sku_id,recommended_order_qty,executed_order_qty,reason,status
O0000349,2026-06-22,STORE05,SKU003,43,43,low_stock_or_forecast,executed
O0000350,2026-06-22,STORE05,SKU024,41,36,low_stock_or_forecast,executed
O0000351,2026-06-22,STORE05,SKU028,43,43,low_stock_or_forecast,executed
O0000352,2026-06-23,STORE03,SKU026,42,42,low_stock_or_forecast,executed
O0000353,2026-06-23,STORE05,SKU032,43,43,low_stock_or_forecast,executed
O0000354,2026-06-24,STORE01,SKU028,43,38,low_stock_or_forecast,executed
O0000355,2026-06-24,STORE05,SKU016,43,43,low_stock_or_forecast,executed
O0000356,2026-06-25,STORE03,SKU035,43,33,low_stock_or_forecast,executed
O0000357,2026-06-26,STORE02,SKU033,42,32,low_stock_or_forecast,executed
O0000358,2026-06-26,STORE04,SKU028,41,41,low_stock_or_forecast,executed
O0000359,2026-06-26,STORE04,SKU030,41,31,low_stock_or_forecast,executed
O0000360,2026-06-27,STORE03,SKU037,45,40,low_stock_or_forecast,executed
O0000361,2026-06-27,STORE04,SKU035,43,33,low_stock_or_forecast,executed
O0000362,2026-06-27,STORE05,SKU024,44,39,low_stock_or_forecast,executed
O0000363,2026-06-27,STORE05,SKU028,50,50,low_stock_or_forecast,executed
O0000364,2026-06-27,STORE05,SKU031,43,33,low_stock_or_forecast,executed
O0000365,2026-06-28,STORE01,SKU030,44,34,low_stock_or_forecast,executed
O0000366,2026-06-28,STORE02,SKU035,47,47,low_stock_or_forecast,executed
O0000367,2026-06-29,STORE01,SKU021,42,42,low_stock_or_forecast,executed
O0000368,2026-06-29,STORE05,SKU023,58,58,low_stock_or_forecast,executed
