date,store_id,weather,temperature,rain_mm,is_holiday
2026-04-24,STORE01,cloudy,24.9,0,0
2026-04-24,STORE02,cloudy,19.6,0,0
2026-04-24,STORE03,sunny,17.0,0,0
2026-04-24,STORE04,cloudy,18.7,0,0
2026-04-24,STORE05,cloudy,18.8,0,0
2026-04-25,STORE01,snow,16.8,0,1
2026-04-25,STORE02,sunny,17.9,0,1
2026-04-25,STORE03,sunny,16.5,0,1
2026-04-25,STORE04,sunny,16.9,0,1
2026-04-25,STORE05,snow,17.2,0,1
2026-04-26,STORE01,sunny,22.3,0,1
2026-04-26,STORE02,cloudy,21.4,0,1
2026-04-26,STORE03,sunny,15.6,0,1
2026-04-26,STORE04,sunny,19.3,0,1
2026-04-26,STORE05,sunny,22.9,0,1
2026-04-27,STORE01,sunny,22.5,0,0
2026-04-27,STORE02,sunny,22.4,0,0
2026-04-27,STORE03,cloudy,18.3,0,0
2026-04-27,STORE04,sunny,23.6,0,0
2026-04-27,STORE05,sunny,17.6,0,0
2026-04-28,STORE01,cloudy,28.2,0,0
2026-04-28,STORE02,cloudy,19.7,0,0
2026-04-28,STORE03,sunny,12.5,0,0
2026-04-28,STORE04,sunny,18.4,0,0
2026-04-28,STORE05,sunny,20.5,0,0
2026-04-29,STORE01,rain,27.0,9.1,0
2026-04-29,STORE02,cloudy,20.1,0,0
2026-04-29,STORE03,cloudy,17.9,0,0
2026-04-29,STORE04,sunny,20.8,0,0
2026-04-29,STORE05,sunny,17.7,0,0
2026-04-30,STORE01,cloudy,24.9,0,0
2026-04-30,STORE02,sunny,18.9,0,0
2026-04-30,STORE03,sunny,17.9,0,0
2026-04-30,STORE04,sunny,22.0,0,0
2026-04-30,STORE05,cloudy,10.5,0,0
2026-05-01,STORE01,cloudy,29.8,0,0
2026-05-01,STORE02,cloudy,20.6,0,0
2026-05-01,STORE03,sunny,17.1,0,0
2026-05-01,STORE04,snow,28.4,0,0
2026-05-01,STORE05,sunny,18.9,0,0
2026-05-02,STORE01,sunny,30.9,0,1
2026-05-02,STORE02,sunny,17.8,0,1
2026-05-02,STORE03,sunny,18.4,0,1
2026-05-02,STORE04,sunny,23.6,0,1
2026-05-02,STORE05,sunny,19.5,0,1
2026-05-03,STORE01,sunny,18.6,0,1
2026-05-03,STORE02,sunny,21.4,0,1
2026-05-03,STORE03,sunny,19.3,0,1
2026-05-03,STORE04,cloudy,19.1,0,1
2026-05-03,STORE05,cloudy,23.9,0,1
2026-05-04,STORE01,sunny,12.5,0,0
2026-05-04,STORE02,rain,24.6,13.7,0
2026-05-04,STORE03,sunny,26.9,0,0
2026-05-04,STORE04,cloudy,20.6,0,0
2026-05-04,STORE05,cloudy,22.6,0,0
2026-05-05,STORE01,sunny,24.9,0,1
2026-05-05,STORE02,rain,21.1,11.1,1
2026-05-05,STORE03,sunny,26.8,0,1
2026-05-05,STORE04,cloudy,25.9,0,1
2026-05-05,STORE05,sunny,17.6,0,1
2026-05-06,STORE01,cloudy,16.6,0,0
2026-05-06,STORE02,sunny,24.7,0,0
2026-05-06,STORE03,cloudy,27.8,0,0
2026-05-06,STORE04,sunny,24.2,0,0
2026-05-06,STORE05,sunny,20.1,0,0
2026-05-07,STORE01,cloudy,21.2,0,0
2026-05-07,STORE02,cloudy,26.4,0,0
2026-05-07,STORE03,cloudy,21.2,0,0
2026-05-07,STORE04,cloudy,18.4,0,0
2026-05-07,STORE05,cloudy,15.3,0,0
2026-05-08,STORE01,sunny,27.2,0,0
2026-05-08,STORE02,sunny,13.5,0,0
2026-05-08,STORE03,cloudy,16.2,0,0
2026-05-08,STORE04,rain,24.0,7.8,0
2026-05-08,STORE05,sunny,19.0,0,0
2026-05-09,STORE01,rain,31.8,5.1,1
2026-05-09,STORE02,sunny,27.8,0,1
2026-05-09,STORE03,snow,24.9,0,1
2026-05-09,STORE04,snow,23.7,0,1
2026-05-09,STORE05,sunny,19.7,0,1
2026-05-10,STORE01,rain,24.2,17.4,1
2026-05-10,STORE02,cloudy,25.4,0,1
2026-05-10,STORE03,cloudy,24.6,0,1
2026-05-10,STORE04,sunny,25.8,0,1
2026-05-10,STORE05,sunny,22.8,0,1
2026-05-11,STORE01,sunny,20.7,0,0
2026-05-11,STORE02,cloudy,24.7,0,0
2026-05-11,STORE03,cloudy,16.6,0,0
2026-05-11,STORE04,rain,29.3,7.1,0
2026-05-11,STORE05,cloudy,21.3,0,0
2026-05-12,STORE01,sunny,17.2,0,0
2026-05-12,STORE02,sunny,26.6,0,0
2026-05-12,STORE03,rain,16.6,7.6,0
2026-05-12,STORE04,sunny,28.3,0,0
2026-05-12,STORE05,sunny,26.3,0,0
2026-05-13,STORE01,sunny,29.9,0,0
2026-05-13,STORE02,sunny,26.9,0,0
2026-05-13,STORE03,sunny,23.2,0,0
2026-05-13,STORE04,rain,16.1,7.2,0
2026-05-13,STORE05,sunny,28.1,0,0
2026-05-14,STORE01,sunny,23.7,0,0
2026-05-14,STORE02,rain,32.0,16.8,0
2026-05-14,STORE03,rain,20.9,1.0,0
2026-05-14,STORE04,sunny,26.7,0,0
2026-05-14,STORE05,rain,21.9,13.5,0
2026-05-15,STORE01,sunny,21.2,0,0
2026-05-15,STORE02,sunny,19.6,0,0
2026-05-15,STORE03,sunny,23.2,0,0
2026-05-15,STORE04,sunny,30.3,0,0
2026-05-15,STORE05,rain,23.3,9.5,0
2026-05-16,STORE01,sunny,20.0,0,1
2026-05-16,STORE02,sunny,18.1,0,1
2026-05-16,STORE03,sunny,22.8,0,1
2026-05-16,STORE04,cloudy,25.3,0,1
2026-05-16,STORE05,sunny,23.6,0,1
2026-05-17,STORE01,sunny,30.5,0,1
2026-05-17,STORE02,sunny,26.0,0,1
2026-05-17,STORE03,cloudy,22.2,0,1
2026-05-17,STORE04,sunny,19.1,0,1
2026-05-17,STORE05,cloudy,23.1,0,1
2026-05-18,STORE01,rain,23.2,18.0,0
2026-05-18,STORE02,sunny,22.4,0,0
2026-05-18,STORE03,cloudy,21.6,0,0
2026-05-18,STORE04,sunny,20.0,0,0
2026-05-18,STORE05,cloudy,29.1,0,0
2026-05-19,STORE01,rain,23.6,5.8,0
2026-05-19,STORE02,sunny,22.0,0,0
2026-05-19,STORE03,sunny,16.7,0,0
2026-05-19,STORE04,rain,28.5,16.1,0
2026-05-19,STORE05,snow,31.1,0,0
2026-05-20,STORE01,sunny,23.7,0,0
2026-05-20,STORE02,cloudy,21.9,0,0
2026-05-20,STORE03,rain,19.5,5.0,0
2026-05-20,STORE04,sunny,19.3,0,0
2026-05-20,STORE05,sunny,26.5,0,0
2026-05-21,STORE01,sunny,18.6,0,0
2026-05-21,STORE02,sunny,23.7,0,0
2026-05-21,STORE03,sunny,28.0,0,0
2026-05-21,STORE04,rain,21.7,6.7,0
2026-05-21,STORE05,sunny,24.8,0,0
2026-05-22,STORE01,sunny,27.1,0,0
2026-05-22,STORE02,cloudy,23.1,0,0
2026-05-22,STORE03,sunny,30.3,0,0
2026-05-22,STORE04,cloudy,23.6,0,0
2026-05-22,STORE05,snow,22.2,0,0
2026-05-23,STORE01,sunny,26.7,0,1
2026-05-23,STORE02,sunny,19.5,0,1
2026-05-23,STORE03,sunny,27.0,0,1
2026-05-23,STORE04,rain,19.7,7.0,1
2026-05-23,STORE05,sunny,17.3,0,1
2026-05-24,STORE01,sunny,25.9,0,1
2026-05-24,STORE02,cloudy,20.9,0,1
2026-05-24,STORE03,snow,22.1,0,1
2026-05-24,STORE04,rain,21.2,0.8,1
2026-05-24,STORE05,cloudy,24.1,0,1
2026-05-25,STORE01,sunny,29.2,0,0
2026-05-25,STORE02,cloudy,29.5,0,0
2026-05-25,STORE03,sunny,19.3,0,0
2026-05-25,STORE04,rain,18.3,16.4,0
2026-05-25,STORE05,rain,23.2,17.6,0
2026-05-26,STORE01,cloudy,22.0,0,0
2026-05-26,STORE02,cloudy,19.4,0,0
2026-05-26,STORE03,sunny,21.2,0,0
2026-05-26,STORE04,sunny,30.4,0,0
2026-05-26,STORE05,sunny,23.9,0,0
2026-05-27,STORE01,cloudy,19.5,0,0
2026-05-27,STORE02,cloudy,19.6,0,0
2026-05-27,STORE03,cloudy,19.0,0,0
2026-05-27,STORE04,rain,26.1,15.4,0
2026-05-27,STORE05,cloudy,23.7,0,0
2026-05-28,STORE01,rain,29.1,4.8,0
2026-05-28,STORE02,cloudy,23.2,0,0
2026-05-28,STORE03,sunny,32.8,0,0
2026-05-28,STORE04,sunny,28.2,0,0
2026-05-28,STORE05,cloudy,22.0,0,0
2026-05-29,STORE01,snow,16.4,0,0
2026-05-29,STORE02,sunny,13.7,0,0
2026-05-29,STORE03,cloudy,23.6,0,0
2026-05-29,STORE04,rain,24.7,17.6,0
2026-05-29,STORE05,sunny,22.4,0,0
2026-05-30,STORE01,sunny,30.0,0,1
2026-05-30,STORE02,rain,25.1,10.1,1
2026-05-30,STORE03,snow,26.0,0,1
2026-05-30,STORE04,rain,24.9,13.0,1
2026-05-30,STORE05,sunny,17.1,0,1
2026-05-31,STORE01,cloudy,25.6,0,1
2026-05-31,STORE02,sunny,19.6,0,1
2026-05-31,STORE03,cloudy,26.9,0,1
2026-05-31,STORE04,snow,23.0,0,1
2026-05-31,STORE05,cloudy,23.5,0,1
2026-06-01,STORE01,rain,28.9,15.6,0
2026-06-01,STORE02,sunny,29.0,0,0
2026-06-01,STORE03,sunny,28.0,0,0
2026-06-01,STORE04,sunny,16.1,0,0
2026-06-01,STORE05,sunny,23.2,0,0
2026-06-02,STORE01,sunny,28.8,0,0
2026-06-02,STORE02,rain,24.6,8.6,0
2026-06-02,STORE03,snow,20.5,0,0
2026-06-02,STORE04,sunny,22.6,0,0
2026-06-02,STORE05,cloudy,30.3,0,0
2026-06-03,STORE01,sunny,29.6,0,0
2026-06-03,STORE02,sunny,24.4,0,0
2026-06-03,STORE03,cloudy,17.6,0,0
2026-06-03,STORE04,sunny,29.5,0,0
2026-06-03,STORE05,cloudy,25.5,0,0
2026-06-04,STORE01,cloudy,24.0,0,0
2026-06-04,STORE02,sunny,19.5,0,0
2026-06-04,STORE03,cloudy,22.3,0,0
2026-06-04,STORE04,sunny,31.4,0,0
2026-06-04,STORE05,sunny,29.6,0,0
2026-06-05,STORE01,rain,26.9,14.8,0
2026-06-05,STORE02,sunny,29.2,0,0
2026-06-05,STORE03,rain,22.2,5.9,0
2026-06-05,STORE04,sunny,26.3,0,0
2026-06-05,STORE05,rain,26.2,17.1,0
2026-06-06,STORE01,sunny,27.9,0,1
2026-06-06,STORE02,cloudy,29.1,0,1
2026-06-06,STORE03,sunny,28.5,0,1
2026-06-06,STORE04,sunny,26.4,0,1
2026-06-06,STORE05,sunny,26.4,0,1
2026-06-07,STORE01,sunny,26.0,0,1
2026-06-07,STORE02,rain,25.0,12.2,1
2026-06-07,STORE03,rain,30.1,10.2,1
2026-06-07,STORE04,sunny,27.2,0,1
2026-06-07,STORE05,rain,23.9,16.3,1
2026-06-08,STORE01,sunny,28.6,0,0
2026-06-08,STORE02,rain,20.1,16.4,0
2026-06-08,STORE03,sunny,24.3,0,0
2026-06-08,STORE04,sunny,25.3,0,0
2026-06-08,STORE05,sunny,20.7,0,0
2026-06-09,STORE01,sunny,19.7,0,0
2026-06-09,STORE02,sunny,25.5,0,0
2026-06-09,STORE03,sunny,25.9,0,0
2026-06-09,STORE04,cloudy,32.0,0,0
2026-06-09,STORE05,sunny,24.2,0,0
2026-06-10,STORE01,sunny,26.8,0,0
2026-06-10,STORE02,sunny,26.2,0,0
2026-06-10,STORE03,sunny,27.6,0,0
2026-06-10,STORE04,sunny,27.7,0,0
2026-06-10,STORE05,cloudy,32.0,0,0
2026-06-11,STORE01,cloudy,22.2,0,0
2026-06-11,STORE02,sunny,26.8,0,0
2026-06-11,STORE03,cloudy,22.1,0,0
2026-06-11,STORE04,snow,23.4,0,0
2026-06-11,STORE05,sunny,19.8,0,0
2026-06-12,STORE01,sunny,24.1,0,0
2026-06-12,STORE02,sunny,28.0,0,0
2026-06-12,STORE03,rain,28.6,2.6,0
2026-06-12,STORE04,cloudy,23.0,0,0
2026-06-12,STORE05,cloudy,25.7,0,0
2026-06-13,STORE01,sunny,32.2,0,1
2026-06-13,STORE02,rain,22.8,8.3,1
2026-06-13,STORE03,sunny,28.8,0,1
2026-06-13,STORE04,sunny,25.3,0,1
2026-06-13,STORE05,cloudy,24.7,0,1
2026-06-14,STORE01,sunny,27.3,0,1
2026-06-14,STORE02,cloudy,35.4,0,1
2026-06-14,STORE03,cloudy,29.9,0,1
2026-06-14,STORE04,sunny,33.2,0,1
2026-06-14,STORE05,sunny,27.1,0,1
2026-06-15,STORE01,sunny,17.9,0,0
2026-06-15,STORE02,cloudy,26.5,0,0
2026-06-15,STORE03,sunny,32.2,0,0
2026-06-15,STORE04,cloudy,26.5,0,0
2026-06-15,STORE05,cloudy,25.1,0,0
2026-06-16,STORE01,sunny,24.3,0,0
2026-06-16,STORE02,rain,24.5,3.3,0
2026-06-16,STORE03,sunny,26.8,0,0
2026-06-16,STORE04,sunny,24.1,0,0
2026-06-16,STORE05,rain,23.4,4.5,0
2026-06-17,STORE01,rain,23.1,3.7,0
2026-06-17,STORE02,cloudy,23.8,0,0
2026-06-17,STORE03,rain,21.6,9.3,0
2026-06-17,STORE04,cloudy,26.1,0,0
2026-06-17,STORE05,cloudy,22.5,0,0
2026-06-18,STORE01,rain,19.7,12.2,0
2026-06-18,STORE02,rain,27.3,16.9,0
2026-06-18,STORE03,rain,21.0,15.4,0
2026-06-18,STORE04,rain,23.4,14.3,0
2026-06-18,STORE05,rain,20.8,4.6,0
2026-06-19,STORE01,cloudy,34.7,0,0
2026-06-19,STORE02,sunny,25.3,0,0
2026-06-19,STORE03,cloudy,27.2,0,0
2026-06-19,STORE04,sunny,24.9,0,0
2026-06-19,STORE05,cloudy,27.8,0,0
2026-06-20,STORE01,sunny,27.2,0,1
2026-06-20,STORE02,sunny,23.2,0,1
2026-06-20,STORE03,cloudy,20.8,0,1
2026-06-20,STORE04,cloudy,22.4,0,1
2026-06-20,STORE05,cloudy,20.9,0,1
2026-06-21,STORE01,sunny,26.8,0,1
2026-06-21,STORE02,sunny,25.0,0,1
2026-06-21,STORE03,sunny,28.4,0,1
2026-06-21,STORE04,cloudy,29.0,0,1
2026-06-21,STORE05,cloudy,31.9,0,1
2026-06-22,STORE01,rain,35.5,14.9,0
2026-06-22,STORE02,snow,30.4,0,0
2026-06-22,STORE03,cloudy,26.6,0,0
2026-06-22,STORE04,sunny,28.5,0,0
2026-06-22,STORE05,sunny,23.4,0,0
2026-06-23,STORE01,snow,25.8,0,0
2026-06-23,STORE02,rain,23.2,1.2,0
2026-06-23,STORE03,sunny,28.0,0,0
2026-06-23,STORE04,cloudy,28.1,0,0
2026-06-23,STORE05,sunny,33.6,0,0
2026-06-24,STORE01,snow,26.2,0,0
2026-06-24,STORE02,cloudy,27.1,0,0
2026-06-24,STORE03,cloudy,31.1,0,0
2026-06-24,STORE04,cloudy,22.5,0,0
2026-06-24,STORE05,sunny,24.6,0,0
2026-06-25,STORE01,sunny,22.6,0,0
2026-06-25,STORE02,cloudy,23.0,0,0
2026-06-25,STORE03,cloudy,24.3,0,0
2026-06-25,STORE04,cloudy,23.5,0,0
2026-06-25,STORE05,sunny,23.8,0,0
2026-06-26,STORE01,sunny,27.1,0,0
2026-06-26,STORE02,cloudy,22.2,0,0
2026-06-26,STORE03,rain,27.5,7.0,0
2026-06-26,STORE04,rain,28.9,6.9,0
2026-06-26,STORE05,sunny,27.9,0,0
2026-06-27,STORE01,sunny,22.3,0,1
2026-06-27,STORE02,rain,27.7,16.8,1
2026-06-27,STORE03,cloudy,33.3,0,1
2026-06-27,STORE04,sunny,26.8,0,1
2026-06-27,STORE05,sunny,25.3,0,1
2026-06-28,STORE01,rain,31.1,17.2,1
2026-06-28,STORE02,sunny,31.0,0,1
2026-06-28,STORE03,cloudy,22.5,0,1
2026-06-28,STORE04,sunny,20.2,0,1
2026-06-28,STORE05,rain,25.3,4.9,1
2026-06-29,STORE01,sunny,21.6,0,0
2026-06-29,STORE02,snow,27.4,0,0
2026-06-29,STORE03,sunny,25.4,0,0
2026-06-29,STORE04,cloudy,28.8,0,0
2026-06-29,STORE05,cloudy,26.0,0,0
