date,sku_id,forecast_quantity
2025-07-19,10092,68
2025-07-20,10092,144
2025-07-21,10092,44
2025-07-22,10092,56
2025-07-23,10092,46
2025-07-24,10092,56
2025-07-25,10092,73
2025-07-26,10092,100
2025-07-27,10092,71
2025-07-28,10092,63
2025-07-29,10092,25
2025-07-30,10092,54
2025-07-31,10092,74
2025-08-01,10092,80
2025-08-02,10092,82
2025-08-03,10092,60
2025-08-04,10092,33
2025-08-05,10092,52
2025-08-06,10092,37
2025-08-07,10092,69
2025-08-08,10092,114
2025-08-09,10092,62
2025-08-10,10092,65
2025-08-11,10092,60
2025-08-12,10092,48
2025-08-13,10092,27
2025-08-14,10092,45
2025-08-15,10092,58
2025-08-16,10092,61
2025-08-17,10092,30
2025-08-18,10092,42
2025-08-19,10092,37
2025-08-20,10092,56
2025-08-21,10092,100
2025-08-22,10092,53
2025-08-23,10092,84
2025-08-24,10092,60
2025-08-25,10092,46
2025-08-26,10092,59
2025-08-27,10092,35
2025-08-28,10092,60
2025-08-29,10092,90
2025-08-30,10092,55
2025-08-31,10092,67
2025-09-01,10092,28
2025-09-02,10092,56
2025-09-03,10092,50
2025-09-04,10092,94
2025-09-05,10092,86
2025-09-06,10092,81
2025-09-07,10092,69
2025-09-08,10092,62
2025-09-09,10092,36
2025-09-10,10092,50
2025-09-11,10092,59
2025-09-12,10092,94
2025-09-13,10092,70
2025-09-14,10092,38
2025-09-15,10092,73
2025-09-16,10092,42
2025-09-17,10092,46
2025-09-18,10092,74
2025-09-19,10092,63
2025-09-20,10092,95
2025-09-21,10092,59
2025-09-22,10092,22
2025-09-23,10092,61
2025-09-24,10092,21
2025-09-25,10092,55
2025-09-26,10092,54
2025-09-27,10092,88
2025-09-28,10092,55
2025-09-29,10092,31
2025-09-30,10092,49
2025-10-01,10092,41
2025-10-02,10092,78
2025-10-03,10092,96
2025-10-04,10092,55
2025-10-05,10092,35
2025-10-06,10092,76
2025-10-07,10092,52
2025-10-08,10092,63
2025-10-09,10092,70
2025-10-10,10092,55
2025-10-11,10092,112
2025-10-12,10092,83
2025-10-13,10092,36
2025-10-14,10092,30
2025-10-15,10092,32
2025-10-16,10092,0
2025-10-17,10092,72
2025-10-18,10092,107
2025-10-19,10092,45
2025-10-20,10092,45
2025-10-21,10092,42
2025-10-22,10092,63
2025-10-23,10092,71
2025-10-24,10092,124
2025-10-25,10092,75
2025-10-26,10092,43
2025-10-27,10092,35
2025-10-28,10092,40
2025-10-29,10092,51
2025-10-30,10092,77
2025-10-31,10092,110
2025-11-01,10092,64
2025-11-02,10092,60
2025-11-03,10092,31
2025-11-04,10092,41
2025-11-05,10092,48
2025-11-06,10092,93
2025-11-07,10092,102
2025-11-08,10092,48
2025-11-09,10092,32
2025-11-10,10092,44
2025-11-11,10092,67
2025-11-12,10092,31
2025-11-13,10092,71
2025-11-14,10092,62
2025-11-15,10092,59
2025-11-16,10092,43
2025-11-17,10092,39
2025-11-18,10092,30
2025-11-19,10092,28
2025-11-20,10092,46
2025-11-21,10092,78
2025-11-22,10092,81
2025-11-23,10092,87
2025-11-24,10092,107
2025-11-25,10092,257
2025-11-26,10092,172
2025-11-27,10092,48
2025-11-28,10092,39
2025-11-29,10092,32
2025-11-30,10092,32
2025-12-01,10092,32
2025-12-02,10092,45
2025-12-03,10092,7
2025-12-04,10092,0
2025-12-05,10092,3
2025-12-06,10092,7
2025-12-07,10092,0
2025-12-08,10092,0
2025-12-09,10092,0
2025-12-10,10092,0
2025-12-11,10092,0
2025-12-12,10092,0
2025-12-13,10092,0
2025-12-14,10092,0
2025-12-15,10092,0
2025-12-16,10092,3
2025-12-17,10092,0
2025-12-18,10092,0
2025-12-19,10092,0
2025-12-20,10092,1
2025-12-21,10092,1
2025-12-22,10092,1
2025-12-23,10092,0
2025-12-24,10092,5
2025-12-25,10092,0
2025-12-26,10092,0
2025-12-27,10092,8
2025-12-28,10092,0
2025-12-29,10092,0
2025-12-30,10092,0
2025-12-31,10092,5
2026-01-01,10092,1
2026-01-02,10092,2
2026-01-03,10092,0
2026-01-04,10092,6
2026-01-05,10092,2
2026-01-06,10092,0
2026-01-07,10092,33
2026-01-08,10092,86
2026-01-09,10092,80
2026-01-10,10092,67
2026-01-11,10092,42
2026-01-12,10092,39
2026-01-13,10092,32
2026-01-14,10092,11
2026-01-15,10092,76
2026-01-16,10092,66
2026-01-17,10092,75
2026-01-18,10092,33
2026-01-19,10092,46
2026-01-20,10092,35
2026-01-21,10092,44
2026-01-22,10092,57
2026-01-23,10092,82
2026-01-24,10092,56
2026-01-25,10092,35
2026-01-26,10092,42
2026-01-27,10092,38
2026-01-28,10092,47
2026-01-29,10092,35
2026-01-30,10092,70
2026-01-31,10092,37
2026-02-01,10092,47
2026-02-02,10092,30
2026-02-03,10092,48
2026-02-04,10092,46
2026-02-05,10092,46
2026-02-06,10092,93
2026-02-07,10092,56
2026-02-08,10092,20
2026-02-09,10092,38
2026-02-10,10092,22
2026-02-11,10092,34
2026-02-12,10092,34
2026-02-13,10092,69
2026-02-14,10092,49
2026-02-15,10092,38
2026-02-16,10092,34
2026-02-17,10092,40
2026-02-18,10092,27
2026-02-19,10092,53
2026-02-20,10092,75
2026-02-21,10092,106
2026-02-22,10092,46
2026-02-23,10092,29
2026-02-24,10092,21
2026-02-25,10092,29
2026-02-26,10092,67
2026-02-27,10092,99
2026-02-28,10092,107
2026-03-01,10092,45
2026-03-02,10092,45
2026-03-03,10092,58
2026-03-04,10092,61
2026-03-05,10092,61
2026-03-06,10092,43
2026-03-07,10092,86
2026-03-08,10092,31
2026-03-09,10092,29
2026-03-10,10092,37
2026-03-11,10092,59
2026-03-12,10092,54
2026-03-13,10092,64
2026-03-14,10092,50
2026-03-15,10092,25
2026-03-16,10092,45
2026-03-17,10092,41
2026-03-18,10092,47
2026-03-19,10092,91
2026-03-20,10092,68
2026-03-21,10092,39
2026-03-22,10092,26
2026-03-23,10092,35
2026-03-24,10092,51
2026-03-25,10092,56
2026-03-26,10092,95
2026-03-27,10092,115
2026-03-28,10092,25
2026-03-29,10092,50
2026-03-30,10092,29
2026-03-31,10092,15
2026-04-01,10092,73
2026-04-02,10092,60
2026-04-03,10092,59
2026-04-04,10092,34
2026-04-05,10092,28
2026-04-06,10092,48
2026-04-07,10092,37
2026-04-08,10092,38
2026-04-09,10092,77
2026-04-10,10092,81
2026-04-11,10092,51
2026-04-12,10092,24
2026-04-13,10092,42
2026-04-14,10092,45
2026-04-15,10092,51
2026-04-16,10092,82
2026-04-17,10092,80
2026-04-18,10092,27
2026-04-19,10092,37
2026-04-20,10092,27
2026-04-21,10092,63
2026-04-22,10092,87
2026-04-23,10092,90
2026-04-24,10092,35
2026-04-25,10092,50
2026-04-26,10092,39
2026-04-27,10092,34
2026-04-28,10092,75
2026-04-29,10092,63
2026-04-30,10092,97
2026-05-01,10092,73
2026-05-02,10092,61
2026-05-03,10092,36
2026-05-04,10092,46
2026-05-05,10092,66
2026-05-06,10092,89
2026-05-07,10092,106
2026-05-08,10092,82
2026-05-09,10092,78
2026-05-10,10092,51
2026-05-11,10092,31
2026-05-12,10092,38
2026-05-13,10092,77
2026-05-14,10092,50
2026-05-15,10092,72
2026-05-16,10092,33
2026-05-17,10092,37
2026-05-18,10092,42
2026-05-19,10092,52
2026-05-20,10092,62
2026-05-21,10092,65
2026-05-22,10092,70
2021-01-29,10093,0
2021-01-30,10093,1
2021-01-31,10093,1
2021-02-01,10093,0
2021-02-02,10093,0
2021-02-03,10093,0
2021-02-04,10093,0
2021-02-05,10093,0
2021-02-06,10093,3
2021-02-07,10093,1
2021-02-08,10093,0
2021-02-09,10093,2
2021-02-10,10093,0
2021-02-11,10093,1
2021-02-12,10093,1
2021-02-13,10093,0
2021-02-14,10093,0
2021-02-15,10093,0
2021-02-16,10093,0
2021-02-17,10093,0
2021-02-18,10093,0
2021-02-19,10093,0
2021-02-20,10093,0
2021-02-21,10093,2
2021-02-22,10093,0
2021-02-23,10093,1
2021-02-24,10093,0
2021-02-25,10093,0
2021-02-26,10093,0
2021-02-27,10093,0
2021-02-28,10093,8
2021-03-01,10093,3
2021-03-02,10093,0
2021-03-03,10093,0
2021-03-04,10093,2
2021-03-05,10093,0
2021-03-06,10093,0
2021-03-07,10093,0
2021-03-08,10093,0
2021-03-09,10093,3
2021-03-10,10093,0
2021-03-11,10093,4
2021-03-12,10093,0
2021-03-13,10093,1
2021-03-14,10093,2
2021-03-15,10093,5
2021-03-16,10093,1
2021-03-17,10093,0
2021-03-18,10093,1
2021-03-19,10093,0
2021-03-20,10093,2
2021-03-21,10093,0
2021-03-22,10093,0
2021-03-23,10093,0
2021-03-24,10093,0
2021-03-25,10093,2
2021-03-26,10093,0
2021-03-27,10093,0
2021-03-28,10093,0
2021-03-29,10093,0
2021-03-30,10093,0
2021-03-31,10093,3
2021-04-01,10093,5
2021-04-02,10093,0
2021-04-03,10093,0
2021-04-04,10093,0
2021-04-05,10093,0
2021-04-06,10093,0
2021-04-07,10093,3
2021-04-08,10093,0
2021-04-09,10093,0
2021-04-10,10093,0
2021-04-11,10093,4
2021-04-12,10093,0
2021-04-13,10093,0
2021-04-14,10093,6
2021-04-15,10093,0
2021-04-16,10093,2
2021-04-17,10093,5
2021-04-18,10093,0
2021-04-19,10093,0
2021-04-20,10093,0
2021-04-21,10093,0
2021-04-22,10093,0
2021-04-23,10093,1
2021-04-24,10093,2
2021-04-25,10093,0
2021-04-26,10093,0
2021-04-27,10093,1
2021-04-28,10093,0
2021-04-29,10093,6
2021-04-30,10093,0
2021-05-01,10093,0
2021-05-02,10093,0
2021-05-03,10093,0
2021-05-04,10093,3
2021-05-05,10093,3
2021-05-06,10093,2
2021-05-07,10093,0
2021-05-08,10093,0
2021-05-09,10093,3
2021-05-10,10093,0
2021-05-11,10093,0
2021-05-12,10093,1
2021-05-13,10093,1
2021-05-14,10093,0
2021-05-15,10093,0
2021-05-16,10093,1
2021-05-17,10093,0
2021-05-18,10093,0
2021-05-19,10093,0
2021-05-20,10093,0
2021-05-21,10093,0
2021-05-22,10093,3
2021-05-23,10093,4
2021-05-24,10093,0
2021-05-25,10093,0
2021-05-26,10093,3
2021-05-27,10093,0
2021-05-28,10093,0
2021-05-29,10093,0
2021-05-30,10093,0
2021-05-31,10093,0
2021-06-01,10093,0
2021-06-02,10093,0
2021-06-03,10093,2
2021-06-04,10093,0
2021-06-05,10093,0
2021-06-06,10093,0
2021-06-07,10093,4
2021-06-08,10093,3
2021-06-09,10093,0
2021-06-10,10093,0
2021-06-11,10093,0
2021-06-12,10093,4
2021-06-13,10093,0
2021-06-14,10093,3
2021-06-15,10093,0
2021-06-16,10093,0
2021-06-17,10093,0
2021-06-18,10093,0
2021-06-19,10093,4
2021-06-20,10093,0
2021-06-21,10093,0
2021-06-22,10093,4
2021-06-23,10093,1
2021-06-24,10093,0
2021-06-25,10093,0
2021-06-26,10093,0
2021-06-27,10093,0
2021-06-28,10093,3
2021-06-29,10093,3
2021-06-30,10093,0
2021-07-01,10093,2
2021-07-02,10093,3
2021-07-03,10093,1
2021-07-04,10093,1
2021-07-05,10093,0
2021-07-06,10093,0
2021-07-07,10093,0
2021-07-08,10093,0
2021-07-09,10093,3
2021-07-10,10093,3
2021-07-11,10093,0
2021-07-12,10093,0
2021-07-13,10093,5
2021-07-14,10093,0
2021-07-15,10093,0
2021-07-16,10093,2
2021-07-17,10093,0
2021-07-18,10093,0
2021-07-19,10093,3
2021-07-20,10093,0
2021-07-21,10093,0
2021-07-22,10093,3
2021-07-23,10093,2
2021-07-24,10093,1
2021-07-25,10093,0
2021-07-26,10093,4
2021-07-27,10093,0
2021-07-28,10093,0
2021-07-29,10093,0
2021-07-30,10093,1
2021-07-31,10093,0
2021-08-01,10093,0
2021-08-02,10093,0
2021-08-03,10093,3
2021-08-04,10093,0
2021-08-05,10093,2
2021-08-06,10093,0
2021-08-07,10093,1
2021-08-08,10093,0
2021-08-09,10093,3
2021-08-10,10093,8
2021-08-11,10093,0
2021-08-12,10093,3
2021-08-13,10093,2
2021-08-14,10093,0
2021-08-15,10093,0
2021-08-16,10093,1
2021-08-17,10093,0
2021-08-18,10093,0
2021-08-19,10093,0
2021-08-20,10093,0
2021-08-21,10093,0
2021-08-22,10093,0
2021-08-23,10093,0
2021-08-24,10093,0
2021-08-25,10093,0
2021-08-26,10093,3
2021-08-27,10093,3
2021-08-28,10093,0
2021-08-29,10093,4
2021-08-30,10093,0
2021-08-31,10093,2
2021-09-01,10093,2
2021-09-02,10093,3
2021-09-03,10093,2
2021-09-04,10093,0
2021-09-05,10093,0
2021-09-06,10093,0
2021-09-07,10093,0
2021-09-08,10093,0
2021-09-09,10093,3
2021-09-10,10093,7
2021-09-11,10093,2
2021-09-12,10093,0
2021-09-13,10093,1
2021-09-14,10093,1
2021-09-15,10093,2
2021-09-16,10093,0
2021-09-17,10093,1
2021-09-18,10093,0
2021-09-19,10093,0
2021-09-20,10093,0
2021-09-21,10093,2
2021-09-22,10093,1
2021-09-23,10093,0
2021-09-24,10093,0
2021-09-25,10093,0
2021-09-26,10093,0
2021-09-27,10093,2
2021-09-28,10093,0
2021-09-29,10093,0
2021-09-30,10093,0
2021-10-01,10093,0
2021-10-02,10093,0
2021-10-03,10093,0
2021-10-04,10093,2
2021-10-05,10093,0
2021-10-06,10093,0
2021-10-07,10093,0
2021-10-08,10093,3
2021-10-09,10093,0
2021-10-10,10093,0
2021-10-11,10093,0
2021-10-12,10093,0
2021-10-13,10093,2
2021-10-14,10093,0
2021-10-15,10093,2
2021-10-16,10093,0
2021-10-17,10093,2
2021-10-18,10093,0
2021-10-19,10093,0
2021-10-20,10093,0
2021-10-21,10093,0
2021-10-22,10093,0
2021-10-23,10093,8
2021-10-24,10093,5
2021-10-25,10093,5
2021-10-26,10093,0
2021-10-27,10093,0
2021-10-28,10093,0
2021-10-29,10093,2
2021-10-30,10093,1
2021-10-31,10093,3
2021-11-01,10093,0
2021-11-02,10093,0
2021-11-03,10093,0
2021-11-04,10093,1
2021-11-05,10093,1
2021-11-06,10093,2
2021-11-07,10093,1
2021-11-08,10093,3
2021-11-09,10093,0
2021-11-10,10093,0
2021-11-11,10093,2
2021-11-12,10093,0
2021-11-13,10093,3
2021-11-14,10093,2
2021-11-15,10093,1
2021-11-16,10093,0
2021-11-17,10093,0
2021-11-18,10093,5
2021-11-19,10093,1
2021-11-20,10093,1
2021-11-21,10093,0
2021-11-22,10093,0
2021-11-23,10093,4
2021-11-24,10093,2
2021-11-25,10093,0
2021-11-26,10093,0
2021-11-27,10093,3
2021-11-28,10093,2
2021-11-29,10093,5
2021-11-30,10093,0
2021-12-01,10093,0
2021-12-02,10093,3
2021-12-03,10093,0
2021-12-04,10093,0
2021-12-05,10093,2
2021-12-06,10093,0
2021-12-07,10093,1
2021-12-08,10093,1
2021-12-09,10093,0
2021-12-10,10093,0
2021-12-11,10093,6
2021-12-12,10093,2
2021-12-13,10093,2
2021-12-14,10093,5
2021-12-15,10093,1
2021-12-16,10093,0
2021-12-17,10093,0
2021-12-18,10093,0
2021-12-19,10093,0
2021-12-20,10093,0
2021-12-21,10093,0
2021-12-22,10093,1
2021-12-23,10093,0
2021-12-24,10093,1
2021-12-25,10093,0
2021-12-26,10093,5
2021-12-27,10093,5
2021-12-28,10093,3
2021-12-29,10093,2
2021-12-30,10093,0
2021-12-31,10093,0
2022-01-01,10093,0
2022-01-02,10093,5
2022-01-03,10093,1
2022-01-04,10093,1
2022-01-05,10093,0
2022-01-06,10093,0
2022-01-07,10093,0
2022-01-08,10093,0
2022-01-09,10093,0
2022-01-10,10093,0
2022-01-11,10093,1
2022-01-12,10093,6
2022-01-13,10093,0
2022-01-14,10093,3
2022-01-15,10093,0
2022-01-16,10093,0
2022-01-17,10093,1
2022-01-18,10093,1
2022-01-19,10093,0
2022-01-20,10093,0
2022-01-21,10093,3
2022-01-22,10093,1
2022-01-23,10093,1
2022-01-24,10093,1
2022-01-25,10093,0
2022-01-26,10093,4
2022-01-27,10093,0
2022-01-28,10093,0
2022-01-29,10093,0
2022-01-30,10093,2
2022-01-31,10093,31
2022-02-01,10093,36
2022-02-02,10093,32
2022-02-03,10093,34
2022-02-04,10093,41
2022-02-05,10093,43
2022-02-06,10093,44
2022-02-07,10093,32
2022-02-08,10093,29
2022-02-09,10093,41
2022-02-10,10093,46
2022-02-11,10093,99
2022-02-12,10093,84
2022-02-13,10093,34
2022-02-14,10093,10
2022-02-15,10093,29
2022-02-16,10093,55
2022-02-17,10093,70
2022-02-18,10093,122
2022-02-19,10093,120
2022-02-20,10093,25
2022-02-21,10093,15
2022-02-22,10093,11
2022-02-23,10093,21
2022-02-24,10093,52
2022-02-25,10093,87
2022-02-26,10093,110
2022-02-27,10093,13
2022-02-28,10093,85
2022-03-01,10093,57
2022-03-02,10093,38
2022-03-03,10093,48
2022-03-04,10093,101
2022-03-05,10093,78
2022-03-06,10093,55
2022-03-07,10093,64
2022-03-08,10093,50
2022-03-09,10093,39
2022-03-10,10093,83
2022-03-11,10093,101
2022-03-12,10093,82
2022-03-13,10093,35
2022-03-14,10093,36
2022-03-15,10093,33
2022-03-16,10093,48
2022-03-17,10093,45
2022-03-18,10093,62
2022-03-19,10093,53
2022-03-20,10093,38
2022-03-21,10093,56
2022-03-22,10093,51
2022-03-23,10093,35
2022-03-24,10093,54
2022-03-25,10093,61
2022-03-26,10093,40
2022-03-27,10093,27
2022-03-28,10093,34
2022-03-29,10093,42
2022-03-30,10093,60
2022-03-31,10093,64
2022-04-01,10093,100
2022-04-02,10093,59
2022-04-03,10093,64
2022-04-04,10093,72
2022-04-05,10093,45
2022-04-06,10093,76
2022-04-07,10093,87
2022-04-08,10093,93
2022-04-09,10093,45
2022-04-10,10093,41
2022-04-11,10093,58
2022-04-12,10093,44
2022-04-13,10093,48
2022-04-14,10093,78
2022-04-15,10093,78
2022-04-16,10093,47
2022-04-17,10093,35
2022-04-18,10093,56
2022-04-19,10093,73
2022-04-20,10093,74
2022-04-21,10093,86
2022-04-22,10093,73
2022-04-23,10093,73
2022-04-24,10093,50
2022-04-25,10093,56
2022-04-26,10093,44
2022-04-27,10093,59
2022-04-28,10093,66
2022-04-29,10093,83
2022-04-30,10093,72
2022-05-01,10093,73
2022-05-02,10093,55
2022-05-03,10093,63
2022-05-04,10093,84
2022-05-05,10093,81
2022-05-06,10093,111
2022-05-07,10093,64
2022-05-08,10093,64
2022-05-09,10093,69
2022-05-10,10093,65
2022-05-11,10093,77
2022-05-12,10093,107
2022-05-13,10093,75
2022-05-14,10093,67
2022-05-15,10093,72
2022-05-16,10093,64
2022-05-17,10093,69
2022-05-18,10093,84
2022-05-19,10093,83
2022-05-20,10093,111
2022-05-21,10093,41
2022-05-22,10093,28
2022-05-23,10093,40
2022-05-24,10093,49
2022-05-25,10093,76
2022-05-26,10093,54
2022-05-27,10093,110
2022-05-28,10093,69
2022-05-29,10093,30
2022-05-30,10093,56
2022-05-31,10093,41
2022-06-01,10093,22
2022-06-02,10093,0
2022-06-03,10093,5
2022-06-04,10093,13
2022-06-05,10093,16
2022-06-06,10093,11
2022-06-07,10093,7
2022-06-08,10093,55
2022-06-09,10093,75
2022-06-10,10093,114
2022-06-11,10093,69
2022-06-12,10093,67
2022-06-13,10093,57
2022-06-14,10093,57
2022-06-15,10093,80
2022-06-16,10093,142
2022-06-17,10093,108
2022-06-18,10093,49
2022-06-19,10093,47
2022-06-20,10093,53
2022-06-21,10093,46
2022-06-22,10093,55
2022-06-23,10093,63
2022-06-24,10093,68
2022-06-25,10093,55
2022-06-26,10093,41
2022-06-27,10093,16
2022-06-28,10093,49
2022-06-29,10093,69
2022-06-30,10093,76
2022-07-01,10093,96
2022-07-02,10093,78
2022-07-03,10093,65
2022-07-04,10093,95
2022-07-05,10093,22
2022-07-06,10093,21
2022-07-07,10093,70
2022-07-08,10093,105
2022-07-09,10093,91
2022-07-10,10093,53
2022-07-11,10093,118
2022-07-12,10093,81
2022-07-13,10093,89
2022-07-14,10093,110
2022-07-15,10093,131
2022-07-16,10093,83
2022-07-17,10093,36
2022-07-18,10093,41
2022-07-19,10093,70
2022-07-20,10093,111
2022-07-21,10093,68
2022-07-22,10093,67
2022-07-23,10093,80
2022-07-24,10093,47
2022-07-25,10093,67
2022-07-26,10093,74
2022-07-27,10093,91
2022-07-28,10093,65
2022-07-29,10093,63
2022-07-30,10093,68
2022-07-31,10093,71
2022-08-01,10093,82
2022-08-02,10093,58
2022-08-03,10093,73
2022-08-04,10093,74
2022-08-05,10093,81
2022-08-06,10093,131
2022-08-07,10093,76
2022-08-08,10093,98
2022-08-09,10093,79
2022-08-10,10093,65
2022-08-11,10093,137
2022-08-12,10093,115
2022-08-13,10093,43
2022-08-14,10093,61
2022-08-15,10093,69
2022-08-16,10093,73
2022-08-17,10093,92
2022-08-18,10093,76
2022-08-19,10093,154
2022-08-20,10093,82
2022-08-21,10093,78
2022-08-22,10093,51
2022-08-23,10093,57
2022-08-24,10093,76
2022-08-25,10093,84
2022-08-26,10093,104
2022-08-27,10093,76
2022-08-28,10093,61
2022-08-29,10093,71
2022-08-30,10093,76
2022-08-31,10093,70
2022-09-01,10093,101
2022-09-02,10093,172
2022-09-03,10093,161
2022-09-04,10093,57
2022-09-05,10093,94
2022-09-06,10093,54
2022-09-07,10093,88
2022-09-08,10093,106
2022-09-09,10093,140
2022-09-10,10093,18
2022-09-11,10093,90
2022-09-12,10093,65
2022-09-13,10093,61
2022-09-14,10093,77
2022-09-15,10093,82
2022-09-16,10093,137
2022-09-17,10093,11
2022-09-18,10093,21
2022-09-19,10093,29
2022-09-20,10093,30
2022-09-21,10093,42
2022-09-22,10093,108
2022-09-23,10093,87
2022-09-24,10093,14
2022-09-25,10093,33
2022-09-26,10093,11
2022-09-27,10093,59
2022-09-28,10093,71
2022-09-29,10093,66
2022-09-30,10093,200
2022-10-01,10093,125
2022-10-02,10093,81
2022-10-03,10093,62
2022-10-04,10093,121
2022-10-05,10093,46
2022-10-06,10093,39
2022-10-07,10093,112
2022-10-08,10093,93
2022-10-09,10093,87
2022-10-10,10093,37
2022-10-11,10093,18
2022-10-12,10093,20
2022-10-13,10093,0
2022-10-14,10093,0
2022-10-15,10093,0
2022-10-16,10093,1
2022-10-17,10093,0
2022-10-18,10093,0
2022-10-19,10093,1
2022-10-20,10093,0
2022-10-21,10093,2
2022-10-22,10093,3
2022-10-23,10093,0
2022-10-24,10093,0
2022-10-25,10093,3
2022-10-26,10093,0
2022-10-27,10093,0
2022-10-28,10093,2
2022-10-29,10093,0
2022-10-30,10093,2
2022-10-31,10093,0
2022-11-01,10093,0
2022-11-02,10093,0
2022-11-03,10093,0
2022-11-04,10093,0
2022-11-05,10093,1
2022-11-06,10093,1
2022-11-07,10093,5
2022-11-08,10093,2
2022-11-09,10093,8
2022-11-10,10093,0
2022-11-11,10093,1
2022-11-12,10093,4
2022-11-13,10093,0
2022-11-14,10093,0
2022-11-15,10093,0
2022-11-16,10093,0
2022-11-17,10093,2
2022-11-18,10093,1
2022-11-19,10093,5
2022-11-20,10093,1
2022-11-21,10093,2
2022-11-22,10093,0
2022-11-23,10093,0
2022-11-24,10093,0
2022-11-25,10093,3
2022-11-26,10093,1
2022-11-27,10093,2
2022-11-28,10093,0
2022-11-29,10093,3
2022-11-30,10093,4
2022-12-01,10093,2
2022-12-02,10093,0
2022-12-03,10093,0
2022-12-04,10093,0
2022-12-05,10093,0
2022-12-06,10093,3
2022-12-07,10093,5
2022-12-08,10093,4
2022-12-09,10093,0
2022-12-10,10093,1
2022-12-11,10093,0
2022-12-12,10093,0
2022-12-13,10093,0
2022-12-14,10093,0
2022-12-15,10093,0
2022-12-16,10093,1
2022-12-17,10093,0
2022-12-18,10093,0
2022-12-19,10093,3
2022-12-20,10093,2
2022-12-21,10093,0
2022-12-22,10093,0
2022-12-23,10093,0
2022-12-24,10093,2
2022-12-25,10093,0
2022-12-26,10093,0
2022-12-27,10093,4
2022-12-28,10093,1
2022-12-29,10093,2
2022-12-30,10093,0
2022-12-31,10093,0
2023-01-01,10093,2
2023-01-02,10093,1
2023-01-03,10093,2
2023-01-04,10093,0
2023-01-05,10093,0
2023-01-06,10093,0
2023-01-07,10093,0
2023-01-08,10093,0
2023-01-09,10093,0
2023-01-10,10093,0
2023-01-11,10093,0
2023-01-12,10093,3
2023-01-13,10093,2
2023-01-14,10093,0
2023-01-15,10093,1
2023-01-16,10093,2
2023-01-17,10093,0
2023-01-18,10093,0
2023-01-19,10093,5
2023-01-20,10093,3
2023-01-21,10093,0
2023-01-22,10093,2
2023-01-23,10093,4
2023-01-24,10093,2
2023-01-25,10093,0
2023-01-26,10093,0
2023-01-27,10093,4
2023-01-28,10093,3
2023-01-29,10093,5
2023-01-30,10093,6
2023-01-31,10093,8
2023-02-01,10093,0
2023-02-02,10093,0
2023-02-03,10093,0
2023-02-04,10093,0
2023-02-05,10093,0
2023-02-06,10093,53
2023-02-07,10093,72
2023-02-08,10093,54
2023-02-09,10093,77
2023-02-10,10093,95
2023-02-11,10093,34
2023-02-12,10093,71
2023-02-13,10093,40
2023-02-14,10093,24
2023-02-15,10093,72
2023-02-16,10093,74
2023-02-17,10093,90
2023-02-18,10093,47
2023-02-19,10093,33
2023-02-20,10093,54
2023-02-21,10093,61
2023-02-22,10093,65
2023-02-23,10093,77
2023-02-24,10093,68
2023-02-25,10093,44
2023-02-26,10093,46
2023-02-27,10093,30
2023-02-28,10093,40
2023-03-01,10093,48
2023-03-02,10093,66
2023-03-03,10093,70
2023-03-04,10093,51
2023-03-05,10093,51
2023-03-06,10093,40
2023-03-07,10093,57
2023-03-08,10093,55
2023-03-09,10093,91
2023-03-10,10093,68
2023-03-11,10093,57
2023-03-12,10093,62
2023-03-13,10093,62
2023-03-14,10093,59
2023-03-15,10093,59
2023-03-16,10093,126
2023-03-17,10093,182
2023-03-18,10093,11
2023-03-19,10093,26
2023-03-20,10093,52
2023-03-21,10093,43
2023-03-22,10093,66
2023-03-23,10093,76
2023-03-24,10093,107
2023-03-25,10093,33
2023-03-26,10093,32
2023-03-27,10093,42
2023-03-28,10093,31
2023-03-29,10093,60
2023-03-30,10093,97
2023-03-31,10093,118
2023-04-01,10093,7
2023-04-02,10093,23
2023-04-03,10093,42
2023-04-04,10093,27
2023-04-05,10093,10
2023-04-06,10093,38
2023-04-07,10093,75
2023-04-08,10093,43
2023-04-09,10093,38
2023-04-10,10093,76
2023-04-11,10093,53
2023-04-12,10093,46
2023-04-13,10093,68
2023-04-14,10093,54
2023-04-15,10093,44
2023-04-16,10093,41
2023-04-17,10093,34
2023-04-18,10093,49
2023-04-19,10093,62
2023-04-20,10093,95
2023-04-21,10093,111
2023-04-22,10093,44
2023-04-23,10093,43
2023-04-24,10093,67
2023-04-25,10093,35
2023-04-26,10093,57
2023-04-27,10093,55
2023-04-28,10093,96
2023-04-29,10093,64
2023-04-30,10093,52
2023-05-01,10093,9
2023-05-02,10093,88
2023-05-03,10093,103
2023-05-04,10093,158
2023-05-05,10093,98
2023-05-06,10093,67
2023-05-07,10093,54
2023-05-08,10093,32
2023-05-09,10093,25
2023-05-10,10093,36
2023-05-11,10093,147
2023-05-12,10093,76
2023-05-13,10093,71
2023-05-14,10093,66
2023-05-15,10093,55
2023-05-16,10093,42
2023-05-17,10093,42
2023-05-18,10093,77
2023-05-19,10093,106
2023-05-20,10093,49
2023-05-21,10093,73
2023-05-22,10093,52
2023-05-23,10093,32
2023-05-24,10093,64
2023-05-25,10093,51
2023-05-26,10093,66
2023-05-27,10093,91
2023-05-28,10093,59
2023-05-29,10093,39
2023-05-30,10093,35
2023-05-31,10093,65
2023-06-01,10093,79
2023-06-02,10093,92
2023-06-03,10093,66
2023-06-04,10093,44
