snapshot_id,date,timestamp,sku_id,expected_stock,cv_count,count_confidence
CV00012551,2023-08-03,2023-08-03 23:30:00,10100,53,53,0.937
CV00012552,2023-08-04,2023-08-04 23:30:00,10100,53,53,0.919
CV00012553,2023-08-05,2023-08-05 23:30:00,10100,107,107,0.92
CV00012554,2023-08-06,2023-08-06 23:30:00,10100,118,118,0.935
CV00012555,2023-08-07,2023-08-07 23:30:00,10100,130,130,0.871
CV00012556,2023-08-08,2023-08-08 23:30:00,10100,71,72,0.922
CV00012557,2023-08-09,2023-08-09 23:30:00,10100,90,89,0.951
CV00012558,2023-08-10,2023-08-10 23:30:00,10100,90,89,0.941
CV00012559,2023-08-11,2023-08-11 23:30:00,10100,90,91,0.892
CV00012560,2023-08-12,2023-08-12 23:30:00,10100,105,106,0.981
CV00012561,2023-08-13,2023-08-13 23:30:00,10100,139,139,0.869
CV00012562,2023-08-14,2023-08-14 23:30:00,10100,76,76,0.889
CV00012563,2023-08-15,2023-08-15 23:30:00,10100,90,90,0.921
CV00012564,2023-08-16,2023-08-16 23:30:00,10100,90,90,0.893
CV00012565,2023-08-17,2023-08-17 23:30:00,10100,90,89,0.912
CV00012566,2023-08-18,2023-08-18 23:30:00,10100,99,100,0.964
CV00012567,2023-08-19,2023-08-19 23:30:00,10100,123,123,0.921
CV00012568,2023-08-20,2023-08-20 23:30:00,10100,81,81,0.955
CV00012569,2023-08-21,2023-08-21 23:30:00,10100,127,127,0.892
CV00012570,2023-08-22,2023-08-22 23:30:00,10100,70,71,0.972
CV00012571,2023-08-23,2023-08-23 23:30:00,10100,112,112,0.861
CV00012572,2023-08-24,2023-08-24 23:30:00,10100,122,123,0.929
CV00012573,2023-08-25,2023-08-25 23:30:00,10100,134,133,0.689
CV00012574,2023-08-26,2023-08-26 23:30:00,10100,78,77,0.875
CV00012575,2023-08-27,2023-08-27 23:30:00,10100,126,127,0.881
CV00012576,2023-08-28,2023-08-28 23:30:00,10100,86,87,0.942
CV00012577,2023-08-29,2023-08-29 23:30:00,10100,60,61,0.908
CV00012578,2023-08-30,2023-08-30 23:30:00,10100,90,91,0.939
CV00012579,2023-08-31,2023-08-31 23:30:00,10100,126,125,0.887
CV00012580,2023-09-01,2023-09-01 23:30:00,10100,70,69,0.917
CV00012581,2023-09-02,2023-09-02 23:30:00,10100,90,91,0.975
CV00012582,2023-09-03,2023-09-03 23:30:00,10100,53,53,0.951
CV00012583,2023-09-04,2023-09-04 23:30:00,10100,90,89,0.925
CV00012584,2023-09-05,2023-09-05 23:30:00,10100,113,113,0.892
CV00012585,2023-09-06,2023-09-06 23:30:00,10100,57,58,0.914
CV00012586,2023-09-07,2023-09-07 23:30:00,10100,90,90,0.911
CV00012587,2023-09-08,2023-09-08 23:30:00,10100,90,90,0.932
CV00012588,2023-09-09,2023-09-09 23:30:00,10100,113,114,0.863
CV00012589,2023-09-10,2023-09-10 23:30:00,10100,81,81,0.93
CV00012590,2023-09-11,2023-09-11 23:30:00,10100,125,124,0.729
CV00012591,2023-09-12,2023-09-12 23:30:00,10100,68,69,0.917
CV00012592,2023-09-13,2023-09-13 23:30:00,10100,90,89,0.925
CV00012593,2023-09-14,2023-09-14 23:30:00,10100,90,89,0.861
CV00012594,2023-09-15,2023-09-15 23:30:00,10100,90,90,0.944
CV00012595,2023-09-16,2023-09-16 23:30:00,10100,136,136,0.917
CV00012596,2023-09-17,2023-09-17 23:30:00,10100,100,100,0.916
CV00012597,2023-09-18,2023-09-18 23:30:00,10100,56,56,0.912
CV00012598,2023-09-19,2023-09-19 23:30:00,10100,90,89,0.953
CV00012599,2023-09-20,2023-09-20 23:30:00,10100,135,135,0.954
CV00012600,2023-09-21,2023-09-21 23:30:00,10100,64,65,0.861
CV00012601,2023-09-22,2023-09-22 23:30:00,10100,90,90,0.96
CV00012602,2023-09-23,2023-09-23 23:30:00,10100,54,54,0.887
CV00012603,2023-09-24,2023-09-24 23:30:00,10100,106,105,0.616
CV00012604,2023-09-25,2023-09-25 23:30:00,10100,70,70,0.872
CV00012605,2023-09-26,2023-09-26 23:30:00,10100,112,112,0.896
CV00012606,2023-09-27,2023-09-27 23:30:00,10100,73,71,0.743
CV00012607,2023-09-28,2023-09-28 23:30:00,10100,90,90,0.905
CV00012608,2023-09-29,2023-09-29 23:30:00,10100,92,92,0.926
CV00012609,2023-09-30,2023-09-30 23:30:00,10100,55,55,0.959
CV00012610,2023-10-01,2023-10-01 23:30:00,10100,90,90,0.965
CV00012611,2023-10-02,2023-10-02 23:30:00,10100,90,89,0.881
CV00012612,2023-10-03,2023-10-03 23:30:00,10100,90,90,0.924
CV00012613,2023-10-04,2023-10-04 23:30:00,10100,90,90,0.904
CV00012614,2023-10-05,2023-10-05 23:30:00,10100,71,71,0.961
CV00012615,2023-10-06,2023-10-06 23:30:00,10100,54,54,0.948
CV00012616,2023-10-07,2023-10-07 23:30:00,10100,127,127,0.929
CV00012617,2023-10-08,2023-10-08 23:30:00,10100,106,106,0.98
CV00012618,2023-10-09,2023-10-09 23:30:00,10100,97,97,0.979
CV00012619,2023-10-10,2023-10-10 23:30:00,10100,81,79,0.815
CV00012620,2023-10-11,2023-10-11 23:30:00,10100,59,58,0.942
CV00012621,2023-10-12,2023-10-12 23:30:00,10100,133,133,0.879
CV00012622,2023-10-13,2023-10-13 23:30:00,10100,105,105,0.948
CV00012623,2023-10-14,2023-10-14 23:30:00,10100,90,90,0.939
CV00012624,2023-10-15,2023-10-15 23:30:00,10100,79,80,0.925
CV00012625,2023-10-16,2023-10-16 23:30:00,10100,65,65,0.87
CV00012626,2023-10-17,2023-10-17 23:30:00,10100,53,53,0.968
CV00012627,2023-10-18,2023-10-18 23:30:00,10100,123,122,0.902
CV00012628,2023-10-19,2023-10-19 23:30:00,10100,101,101,0.943
CV00012629,2023-10-20,2023-10-20 23:30:00,10100,69,69,0.885
CV00012630,2023-10-21,2023-10-21 23:30:00,10100,61,60,0.94
CV00012631,2023-10-22,2023-10-22 23:30:00,10100,133,133,0.961
CV00012632,2023-10-23,2023-10-23 23:30:00,10100,122,122,0.861
CV00012633,2023-10-24,2023-10-24 23:30:00,10100,111,112,0.909
CV00012634,2023-10-25,2023-10-25 23:30:00,10100,87,87,0.876
CV00012635,2023-10-26,2023-10-26 23:30:00,10100,139,139,0.913
CV00012636,2023-10-27,2023-10-27 23:30:00,10100,125,124,0.618
CV00012637,2023-10-28,2023-10-28 23:30:00,10100,107,107,0.944
CV00012638,2023-10-29,2023-10-29 23:30:00,10100,95,95,0.979
CV00012639,2023-10-30,2023-10-30 23:30:00,10100,82,81,0.937
CV00012640,2023-10-31,2023-10-31 23:30:00,10100,60,60,0.951
CV00012641,2023-11-01,2023-11-01 23:30:00,10100,138,139,0.98
CV00012642,2023-11-02,2023-11-02 23:30:00,10100,103,103,0.924
CV00012643,2023-11-03,2023-11-03 23:30:00,10100,87,87,0.924
CV00012644,2023-11-04,2023-11-04 23:30:00,10100,78,79,0.911
CV00012645,2023-11-05,2023-11-05 23:30:00,10100,69,69,0.892
CV00012646,2023-11-06,2023-11-06 23:30:00,10100,54,53,0.627
CV00012647,2023-11-07,2023-11-07 23:30:00,10100,124,125,0.964
CV00012648,2023-11-08,2023-11-08 23:30:00,10100,113,113,0.92
CV00012649,2023-11-09,2023-11-09 23:30:00,10100,113,113,0.897
CV00012650,2023-11-10,2023-11-10 23:30:00,10100,113,113,0.862
CV00012651,2023-11-11,2023-11-11 23:30:00,10100,113,114,0.962
CV00012652,2023-11-12,2023-11-12 23:30:00,10100,113,113,0.886
CV00012653,2023-11-13,2023-11-13 23:30:00,10100,89,89,0.959
CV00012654,2023-11-14,2023-11-14 23:30:00,10100,140,141,0.896
CV00012655,2023-11-15,2023-11-15 23:30:00,10100,84,84,0.932
CV00012656,2023-11-16,2023-11-16 23:30:00,10100,101,101,0.911
CV00012657,2023-11-17,2023-11-17 23:30:00,10100,105,105,0.881
CV00012658,2023-11-18,2023-11-18 23:30:00,10100,76,76,0.877
CV00012659,2023-11-19,2023-11-19 23:30:00,10100,129,129,0.943
CV00012660,2023-11-20,2023-11-20 23:30:00,10100,80,80,0.988
CV00012661,2023-11-21,2023-11-21 23:30:00,10100,91,92,0.986
CV00012662,2023-11-22,2023-11-22 23:30:00,10100,117,117,0.926
CV00012663,2023-11-23,2023-11-23 23:30:00,10100,93,93,0.963
CV00012664,2023-11-24,2023-11-24 23:30:00,10100,90,90,0.925
CV00012665,2023-11-25,2023-11-25 23:30:00,10100,99,98,0.965
CV00012666,2023-11-26,2023-11-26 23:30:00,10100,90,91,0.726
CV00012667,2023-11-27,2023-11-27 23:30:00,10100,90,89,0.868
CV00012668,2023-11-28,2023-11-28 23:30:00,10100,93,93,0.917
CV00012669,2023-11-29,2023-11-29 23:30:00,10100,93,93,0.886
CV00012670,2023-11-30,2023-11-30 23:30:00,10100,93,93,0.961
CV00012671,2023-12-01,2023-12-01 23:30:00,10100,93,93,0.906
CV00012672,2023-12-02,2023-12-02 23:30:00,10100,129,129,0.883
CV00012673,2023-12-03,2023-12-03 23:30:00,10100,72,72,0.871
CV00012674,2023-12-04,2023-12-04 23:30:00,10100,72,72,0.913
CV00012675,2023-12-05,2023-12-05 23:30:00,10100,72,71,0.896
CV00012676,2023-12-06,2023-12-06 23:30:00,10100,72,72,0.91
CV00012677,2023-12-07,2023-12-07 23:30:00,10100,72,73,0.67
CV00012678,2023-12-08,2023-12-08 23:30:00,10100,72,72,0.912
CV00012679,2023-12-09,2023-12-09 23:30:00,10100,72,72,0.957
CV00012680,2023-12-10,2023-12-10 23:30:00,10100,72,71,0.664
CV00012681,2023-12-11,2023-12-11 23:30:00,10100,96,96,0.943
CV00012682,2023-12-12,2023-12-12 23:30:00,10100,54,54,0.899
CV00012683,2023-12-13,2023-12-13 23:30:00,10100,122,122,0.906
CV00012684,2023-12-14,2023-12-14 23:30:00,10100,114,113,0.607
CV00012685,2023-12-15,2023-12-15 23:30:00,10100,112,112,0.883
CV00012686,2023-12-16,2023-12-16 23:30:00,10100,112,112,0.972
CV00012687,2023-12-17,2023-12-17 23:30:00,10100,112,112,0.953
CV00012688,2023-12-18,2023-12-18 23:30:00,10100,112,111,0.875
CV00012689,2023-12-19,2023-12-19 23:30:00,10100,112,113,0.862
CV00012690,2023-12-20,2023-12-20 23:30:00,10100,112,112,0.875
CV00012691,2023-12-21,2023-12-21 23:30:00,10100,112,112,0.883
CV00012692,2023-12-22,2023-12-22 23:30:00,10100,110,108,0.793
CV00012693,2023-12-23,2023-12-23 23:30:00,10100,110,110,0.978
CV00012694,2023-12-24,2023-12-24 23:30:00,10100,110,110,0.945
CV00012695,2023-12-25,2023-12-25 23:30:00,10100,110,110,0.971
CV00012696,2023-12-26,2023-12-26 23:30:00,10100,110,110,0.962
CV00012697,2023-12-27,2023-12-27 23:30:00,10100,110,111,0.87
CV00012698,2023-12-28,2023-12-28 23:30:00,10100,110,110,0.876
CV00012699,2023-12-29,2023-12-29 23:30:00,10100,110,110,0.986
CV00012700,2023-12-30,2023-12-30 23:30:00,10100,110,110,0.935
CV00012701,2023-12-31,2023-12-31 23:30:00,10100,110,110,0.923
CV00012702,2024-01-01,2024-01-01 23:30:00,10100,110,109,0.987
CV00012703,2024-01-02,2024-01-02 23:30:00,10100,110,110,0.951
CV00012704,2024-01-03,2024-01-03 23:30:00,10100,110,110,0.948
CV00012705,2024-01-04,2024-01-04 23:30:00,10100,110,111,0.677
CV00012706,2024-01-05,2024-01-05 23:30:00,10100,101,101,0.899
CV00012707,2024-01-06,2024-01-06 23:30:00,10100,63,62,0.884
CV00012708,2024-01-07,2024-01-07 23:30:00,10100,94,93,0.877
CV00012709,2024-01-08,2024-01-08 23:30:00,10100,71,71,0.971
CV00012710,2024-01-09,2024-01-09 23:30:00,10100,71,71,0.97
CV00012711,2024-01-10,2024-01-10 23:30:00,10100,71,71,0.901
CV00012712,2024-01-11,2024-01-11 23:30:00,10100,125,124,0.895
CV00012713,2024-01-12,2024-01-12 23:30:00,10100,87,84,0.826
CV00012714,2024-01-13,2024-01-13 23:30:00,10100,61,61,0.89
CV00012715,2024-01-14,2024-01-14 23:30:00,10100,131,132,0.95
CV00012716,2024-01-15,2024-01-15 23:30:00,10100,107,106,0.655
CV00012717,2024-01-16,2024-01-16 23:30:00,10100,84,85,0.978
CV00012718,2024-01-17,2024-01-17 23:30:00,10100,122,122,0.897
CV00012719,2024-01-18,2024-01-18 23:30:00,10100,72,73,0.889
CV00012720,2024-01-19,2024-01-19 23:30:00,10100,112,112,0.988
CV00012721,2024-01-20,2024-01-20 23:30:00,10100,112,112,0.862
CV00012722,2024-01-21,2024-01-21 23:30:00,10100,112,112,0.973
CV00012723,2024-01-22,2024-01-22 23:30:00,10100,112,113,0.876
CV00012724,2024-01-23,2024-01-23 23:30:00,10100,112,112,0.872
CV00012725,2024-01-24,2024-01-24 23:30:00,10100,112,111,0.978
CV00012726,2024-01-25,2024-01-25 23:30:00,10100,112,112,0.906
CV00012727,2024-01-26,2024-01-26 23:30:00,10100,112,113,0.958
CV00012728,2024-01-27,2024-01-27 23:30:00,10100,112,111,0.863
CV00012729,2024-01-28,2024-01-28 23:30:00,10100,112,113,0.914
CV00012730,2024-01-29,2024-01-29 23:30:00,10100,112,113,0.925
CV00012731,2024-01-30,2024-01-30 23:30:00,10100,112,113,0.88
CV00012732,2024-01-31,2024-01-31 23:30:00,10100,112,113,0.962
CV00012733,2024-02-01,2024-02-01 23:30:00,10100,112,112,0.874
CV00012734,2024-02-02,2024-02-02 23:30:00,10100,112,112,0.953
CV00012735,2024-02-03,2024-02-03 23:30:00,10100,92,92,0.873
CV00012736,2024-02-04,2024-02-04 23:30:00,10100,84,83,0.881
CV00012737,2024-02-05,2024-02-05 23:30:00,10100,74,74,0.988
CV00012738,2024-02-06,2024-02-06 23:30:00,10100,59,59,0.973
CV00012739,2024-02-07,2024-02-07 23:30:00,10100,134,135,0.882
CV00012740,2024-02-08,2024-02-08 23:30:00,10100,126,127,0.952
CV00012741,2024-02-09,2024-02-09 23:30:00,10100,102,103,0.593
CV00012742,2024-02-10,2024-02-10 23:30:00,10100,84,84,0.894
CV00012743,2024-02-11,2024-02-11 23:30:00,10100,76,76,0.966
CV00012744,2024-02-12,2024-02-12 23:30:00,10100,92,92,0.911
CV00012745,2024-02-13,2024-02-13 23:30:00,10100,85,84,0.925
CV00012746,2024-02-14,2024-02-14 23:30:00,10100,75,76,0.928
CV00012747,2024-02-15,2024-02-15 23:30:00,10100,58,58,0.919
CV00012748,2024-02-16,2024-02-16 23:30:00,10100,135,135,0.987
CV00012749,2024-02-17,2024-02-17 23:30:00,10100,130,131,0.915
CV00012750,2024-02-18,2024-02-18 23:30:00,10100,119,118,0.701
CV00012751,2024-02-19,2024-02-19 23:30:00,10100,118,118,0.929
CV00012752,2024-02-20,2024-02-20 23:30:00,10100,109,110,0.872
CV00012753,2024-02-21,2024-02-21 23:30:00,10100,100,100,0.933
CV00012754,2024-02-22,2024-02-22 23:30:00,10100,78,78,0.945
CV00012755,2024-02-23,2024-02-23 23:30:00,10100,61,61,0.92
CV00012756,2024-02-24,2024-02-24 23:30:00,10100,53,53,0.876
CV00012757,2024-02-25,2024-02-25 23:30:00,10100,133,132,0.937
CV00012758,2024-02-26,2024-02-26 23:30:00,10100,128,128,0.904
CV00012759,2024-02-27,2024-02-27 23:30:00,10100,121,121,0.971
CV00012760,2024-02-28,2024-02-28 23:30:00,10100,102,101,0.882
CV00012761,2024-03-01,2024-03-01 23:30:00,10100,87,88,0.882
CV00012762,2024-03-02,2024-03-02 23:30:00,10100,82,82,0.917
CV00012763,2024-03-03,2024-03-03 23:30:00,10100,75,75,0.923
CV00012764,2024-03-04,2024-03-04 23:30:00,10100,65,65,0.965
CV00012765,2024-03-05,2024-03-05 23:30:00,10100,54,55,0.92
CV00012766,2024-03-06,2024-03-06 23:30:00,10100,138,137,0.941
CV00012767,2024-03-07,2024-03-07 23:30:00,10100,132,132,0.96
CV00012768,2024-03-08,2024-03-08 23:30:00,10100,124,124,0.966
CV00012769,2024-03-09,2024-03-09 23:30:00,10100,104,105,0.957
CV00012770,2024-03-10,2024-03-10 23:30:00,10100,93,93,0.964
CV00012771,2024-03-11,2024-03-11 23:30:00,10100,82,81,0.921
CV00012772,2024-03-12,2024-03-12 23:30:00,10100,60,60,0.902
CV00012773,2024-03-13,2024-03-13 23:30:00,10100,53,54,0.941
CV00012774,2024-03-14,2024-03-14 23:30:00,10100,119,118,0.887
CV00012775,2024-03-15,2024-03-15 23:30:00,10100,102,101,0.987
CV00012776,2024-03-16,2024-03-16 23:30:00,10100,74,74,0.953
CV00012777,2024-03-17,2024-03-17 23:30:00,10100,53,54,0.644
CV00012778,2024-03-18,2024-03-18 23:30:00,10100,134,134,0.913
CV00012779,2024-03-19,2024-03-19 23:30:00,10100,123,123,0.874
CV00012780,2024-03-20,2024-03-20 23:30:00,10100,118,118,0.9
CV00012781,2024-03-21,2024-03-21 23:30:00,10100,113,113,0.915
CV00012782,2024-03-22,2024-03-22 23:30:00,10100,85,86,0.95
CV00012783,2024-03-23,2024-03-23 23:30:00,10100,77,77,0.935
CV00012784,2024-03-24,2024-03-24 23:30:00,10100,67,68,0.964
CV00012785,2024-03-25,2024-03-25 23:30:00,10100,54,54,0.949
CV00012786,2024-03-26,2024-03-26 23:30:00,10100,116,116,0.906
CV00012787,2024-03-27,2024-03-27 23:30:00,10100,108,107,0.971
CV00012788,2024-03-28,2024-03-28 23:30:00,10100,92,93,0.938
CV00012789,2024-03-29,2024-03-29 23:30:00,10100,63,63,0.892
CV00012790,2024-03-30,2024-03-30 23:30:00,10100,133,133,0.884
CV00012791,2024-03-31,2024-03-31 23:30:00,10100,122,121,0.951
CV00012792,2024-04-01,2024-04-01 23:30:00,10100,100,101,0.984
CV00012793,2024-04-02,2024-04-02 23:30:00,10100,88,87,0.969
CV00012794,2024-04-03,2024-04-03 23:30:00,10100,72,73,0.949
CV00012795,2024-04-04,2024-04-04 23:30:00,10100,136,136,0.888
CV00012796,2024-04-05,2024-04-05 23:30:00,10100,108,108,0.94
CV00012797,2024-04-06,2024-04-06 23:30:00,10100,91,90,0.975
CV00012798,2024-04-07,2024-04-07 23:30:00,10100,81,82,0.9
CV00012799,2024-04-08,2024-04-08 23:30:00,10100,59,59,0.98
CV00012800,2024-04-09,2024-04-09 23:30:00,10100,140,141,0.881
CV00012801,2024-04-10,2024-04-10 23:30:00,10100,123,124,0.919
CV00012802,2024-04-11,2024-04-11 23:30:00,10100,123,123,0.931
CV00012803,2024-04-12,2024-04-12 23:30:00,10100,123,122,0.866
CV00012804,2024-04-13,2024-04-13 23:30:00,10100,123,123,0.936
CV00012805,2024-04-14,2024-04-14 23:30:00,10100,123,122,0.937
CV00012806,2024-04-15,2024-04-15 23:30:00,10100,123,124,0.966
CV00012807,2024-04-16,2024-04-16 23:30:00,10100,123,123,0.941
CV00012808,2024-04-17,2024-04-17 23:30:00,10100,123,123,0.866
CV00012809,2024-04-18,2024-04-18 23:30:00,10100,123,122,0.95
CV00012810,2024-04-19,2024-04-19 23:30:00,10100,123,119,0.737
CV00012811,2024-04-20,2024-04-20 23:30:00,10100,123,122,0.972
CV00012812,2024-04-21,2024-04-21 23:30:00,10100,123,123,0.889
CV00012813,2024-04-22,2024-04-22 23:30:00,10100,123,123,0.895
CV00012814,2024-04-23,2024-04-23 23:30:00,10100,123,123,0.969
CV00012815,2024-04-24,2024-04-24 23:30:00,10100,123,123,0.916
CV00012816,2024-04-25,2024-04-25 23:30:00,10100,123,122,0.863
CV00012817,2024-04-26,2024-04-26 23:30:00,10100,123,122,0.949
CV00012818,2024-04-27,2024-04-27 23:30:00,10100,123,123,0.913
CV00012819,2024-04-28,2024-04-28 23:30:00,10100,123,123,0.98
CV00012820,2024-04-29,2024-04-29 23:30:00,10100,123,123,0.959
CV00012821,2024-04-30,2024-04-30 23:30:00,10100,123,123,0.881
CV00012822,2024-05-01,2024-05-01 23:30:00,10100,123,122,0.905
CV00012823,2024-05-02,2024-05-02 23:30:00,10100,123,123,0.951
CV00012824,2024-05-03,2024-05-03 23:30:00,10100,123,123,0.88
CV00012825,2024-05-04,2024-05-04 23:30:00,10100,123,124,0.974
CV00012826,2024-05-05,2024-05-05 23:30:00,10100,123,123,0.861
CV00012827,2024-05-06,2024-05-06 23:30:00,10100,123,123,0.861
CV00012828,2024-05-07,2024-05-07 23:30:00,10100,123,124,0.923
CV00012829,2024-05-08,2024-05-08 23:30:00,10100,123,123,0.97
CV00012830,2024-05-09,2024-05-09 23:30:00,10100,123,124,0.917
CV00012831,2024-05-10,2024-05-10 23:30:00,10100,123,123,0.96
CV00012832,2024-05-11,2024-05-11 23:30:00,10100,123,123,0.867
CV00012833,2024-05-12,2024-05-12 23:30:00,10100,69,69,0.92
CV00012834,2024-05-13,2024-05-13 23:30:00,10100,96,96,0.979
CV00012835,2024-05-14,2024-05-14 23:30:00,10100,53,50,0.833
CV00012836,2024-05-15,2024-05-15 23:30:00,10100,117,118,0.962
CV00012837,2024-05-16,2024-05-16 23:30:00,10100,101,101,0.867
CV00012838,2024-05-17,2024-05-17 23:30:00,10100,82,81,0.981
CV00012839,2024-05-18,2024-05-18 23:30:00,10100,140,140,0.938
CV00012840,2024-05-19,2024-05-19 23:30:00,10100,131,131,0.958
CV00012841,2024-05-20,2024-05-20 23:30:00,10100,120,121,0.884
CV00012842,2024-05-21,2024-05-21 23:30:00,10100,112,113,0.98
CV00012843,2024-05-22,2024-05-22 23:30:00,10100,101,101,0.938
CV00012844,2024-05-23,2024-05-23 23:30:00,10100,76,76,0.959
CV00012845,2024-05-24,2024-05-24 23:30:00,10100,62,63,0.93
CV00012846,2024-05-25,2024-05-25 23:30:00,10100,141,141,0.937
CV00012847,2024-05-26,2024-05-26 23:30:00,10100,119,119,0.958
CV00012848,2024-05-27,2024-05-27 23:30:00,10100,116,116,0.986
CV00012849,2024-05-28,2024-05-28 23:30:00,10100,100,100,0.977
CV00012850,2024-05-29,2024-05-29 23:30:00,10100,94,95,0.667
CV00012851,2024-05-30,2024-05-30 23:30:00,10100,67,67,0.941
CV00012852,2024-05-31,2024-05-31 23:30:00,10100,54,54,0.97
CV00012853,2024-06-01,2024-06-01 23:30:00,10100,130,131,0.948
CV00012854,2024-06-02,2024-06-02 23:30:00,10100,114,115,0.902
CV00012855,2024-06-03,2024-06-03 23:30:00,10100,92,91,0.887
CV00012856,2024-06-04,2024-06-04 23:30:00,10100,86,87,0.869
CV00012857,2024-06-05,2024-06-05 23:30:00,10100,81,81,0.941
CV00012858,2024-06-06,2024-06-06 23:30:00,10100,60,60,0.908
CV00012859,2024-06-07,2024-06-07 23:30:00,10100,126,126,0.913
CV00012860,2024-06-08,2024-06-08 23:30:00,10100,106,105,0.977
CV00012861,2024-06-09,2024-06-09 23:30:00,10100,89,89,0.984
CV00012862,2024-06-10,2024-06-10 23:30:00,10100,82,81,0.672
CV00012863,2024-06-11,2024-06-11 23:30:00,10100,64,64,0.98
CV00012864,2024-06-12,2024-06-12 23:30:00,10100,129,129,0.984
CV00012865,2024-06-13,2024-06-13 23:30:00,10100,106,105,0.87
CV00012866,2024-06-14,2024-06-14 23:30:00,10100,83,83,0.954
CV00012867,2024-06-15,2024-06-15 23:30:00,10100,61,61,0.875
CV00012868,2024-06-16,2024-06-16 23:30:00,10100,137,137,0.863
CV00012869,2024-06-17,2024-06-17 23:30:00,10100,129,129,0.888
CV00012870,2024-06-18,2024-06-18 23:30:00,10100,112,112,0.87
CV00012871,2024-06-19,2024-06-19 23:30:00,10100,99,99,0.941
CV00012872,2024-06-20,2024-06-20 23:30:00,10100,81,81,0.979
CV00012873,2024-06-21,2024-06-21 23:30:00,10100,58,58,0.954
CV00012874,2024-06-22,2024-06-22 23:30:00,10100,121,121,0.885
CV00012875,2024-06-23,2024-06-23 23:30:00,10100,108,107,0.883
CV00012876,2024-06-24,2024-06-24 23:30:00,10100,100,101,0.904
CV00012877,2024-06-25,2024-06-25 23:30:00,10100,91,90,0.749
CV00012878,2024-06-26,2024-06-26 23:30:00,10100,76,77,0.883
CV00012879,2024-06-27,2024-06-27 23:30:00,10100,130,129,0.925
CV00012880,2024-06-28,2024-06-28 23:30:00,10100,99,99,0.892
CV00012881,2024-06-29,2024-06-29 23:30:00,10100,70,69,0.932
CV00012882,2024-06-30,2024-06-30 23:30:00,10100,53,53,0.902
CV00012883,2024-07-01,2024-07-01 23:30:00,10100,127,127,0.937
CV00012884,2024-07-02,2024-07-02 23:30:00,10100,111,108,0.759
CV00012885,2024-07-03,2024-07-03 23:30:00,10100,87,88,0.686
CV00012886,2024-07-04,2024-07-04 23:30:00,10100,139,140,0.625
CV00012887,2024-07-05,2024-07-05 23:30:00,10100,118,119,0.873
CV00012888,2024-07-06,2024-07-06 23:30:00,10100,92,90,0.767
CV00012889,2024-07-07,2024-07-07 23:30:00,10100,77,77,0.92
CV00012890,2024-07-08,2024-07-08 23:30:00,10100,54,54,0.897
CV00012891,2024-07-09,2024-07-09 23:30:00,10100,133,133,0.915
CV00012892,2024-07-10,2024-07-10 23:30:00,10100,121,121,0.942
CV00012893,2024-07-11,2024-07-11 23:30:00,10100,104,105,0.863
CV00012894,2024-07-12,2024-07-12 23:30:00,10100,66,66,0.92
CV00012895,2024-07-13,2024-07-13 23:30:00,10100,134,131,0.748
CV00012896,2024-07-14,2024-07-14 23:30:00,10100,117,117,0.965
CV00012897,2024-07-15,2024-07-15 23:30:00,10100,104,104,0.861
CV00012898,2024-07-16,2024-07-16 23:30:00,10100,81,81,0.862
CV00012899,2024-07-17,2024-07-17 23:30:00,10100,60,59,0.903
CV00012900,2024-07-18,2024-07-18 23:30:00,10100,60,59,0.616
CV00012901,2024-07-19,2024-07-19 23:30:00,10100,60,56,0.778
CV00012902,2024-07-20,2024-07-20 23:30:00,10100,60,61,0.894
CV00012903,2024-07-21,2024-07-21 23:30:00,10100,60,60,0.905
CV00012904,2024-07-22,2024-07-22 23:30:00,10100,60,60,0.889
CV00012905,2024-07-23,2024-07-23 23:30:00,10100,60,59,0.927
CV00012906,2024-07-24,2024-07-24 23:30:00,10100,60,60,0.877
CV00012907,2024-07-25,2024-07-25 23:30:00,10100,60,60,0.86
CV00012908,2024-07-26,2024-07-26 23:30:00,10100,60,60,0.883
CV00012909,2024-07-27,2024-07-27 23:30:00,10100,60,59,0.91
CV00012910,2024-07-28,2024-07-28 23:30:00,10100,60,60,0.894
CV00012911,2024-07-29,2024-07-29 23:30:00,10100,60,59,0.927
CV00012912,2024-07-30,2024-07-30 23:30:00,10100,60,60,0.95
CV00012913,2024-07-31,2024-07-31 23:30:00,10100,60,60,0.871
CV00012914,2024-08-01,2024-08-01 23:30:00,10100,60,59,0.898
CV00012915,2024-08-02,2024-08-02 23:30:00,10100,60,59,0.922
CV00012916,2024-08-03,2024-08-03 23:30:00,10100,60,60,0.953
CV00012917,2024-08-04,2024-08-04 23:30:00,10100,60,60,0.959
CV00012918,2024-08-05,2024-08-05 23:30:00,10100,60,60,0.909
CV00012919,2024-08-06,2024-08-06 23:30:00,10100,60,61,0.869
CV00012920,2024-08-07,2024-08-07 23:30:00,10100,60,59,0.7
CV00012921,2024-08-08,2024-08-08 23:30:00,10100,60,60,0.981
CV00012922,2024-08-09,2024-08-09 23:30:00,10100,60,59,0.876
CV00012923,2024-08-10,2024-08-10 23:30:00,10100,60,60,0.912
CV00012924,2024-08-11,2024-08-11 23:30:00,10100,60,60,0.927
CV00012925,2024-08-12,2024-08-12 23:30:00,10100,90,86,0.742
CV00012926,2024-08-13,2024-08-13 23:30:00,10100,74,75,0.926
CV00012927,2024-08-14,2024-08-14 23:30:00,10100,56,55,0.904
