date,sku_id,opening_stock,units_sold,restock_qty,closing_stock,expected_stock
2024-03-12,10091,88,20,0,68,68
2024-03-13,10091,68,13,110,165,55
2024-03-14,10091,165,10,0,155,155
2024-03-15,10091,155,12,0,143,143
2024-03-16,10091,143,0,0,143,143
2024-03-17,10091,143,0,0,143,143
2024-03-18,10091,143,0,0,143,143
2024-03-19,10091,143,0,0,143,143
2024-03-20,10091,143,0,0,143,143
2024-03-21,10091,143,0,0,143,143
2024-03-22,10091,143,0,0,143,143
2024-03-23,10091,143,17,0,126,126
2024-03-24,10091,126,19,0,107,107
2024-03-25,10091,107,14,0,93,93
2024-03-26,10091,93,16,0,77,77
2024-03-27,10091,77,13,110,174,64
2024-03-28,10091,174,25,0,149,149
2024-03-29,10091,149,8,0,141,141
2024-03-30,10091,141,29,0,112,112
2024-03-31,10091,112,27,0,85,85
2024-04-01,10091,85,28,110,167,57
2024-04-02,10091,167,13,0,154,154
2024-04-03,10091,154,22,0,132,132
2024-04-04,10091,132,17,0,115,115
2024-04-05,10091,115,37,0,78,78
2024-04-06,10091,78,35,110,153,43
2024-04-07,10091,153,33,0,120,120
2024-04-08,10091,120,31,0,89,89
2024-04-09,10091,89,0,0,89,89
2024-04-10,10091,89,0,0,89,89
2024-04-11,10091,89,0,0,89,89
2024-04-12,10091,89,0,0,89,89
2024-04-13,10091,89,0,0,89,89
2024-04-14,10091,89,0,0,89,89
2024-04-15,10091,89,0,0,89,89
2024-04-16,10091,89,0,0,89,89
2024-04-17,10091,89,6,0,83,83
2024-04-18,10091,83,9,0,74,74
2024-04-19,10091,74,29,110,155,45
2024-04-20,10091,155,18,0,137,137
2024-04-21,10091,137,18,0,119,119
2024-04-22,10091,119,24,0,95,95
2024-04-23,10091,95,7,0,88,88
2024-04-24,10091,88,9,0,79,79
2024-04-25,10091,79,14,0,65,65
2024-04-26,10091,65,29,110,146,36
2024-04-27,10091,146,30,0,116,116
2024-04-28,10091,116,15,0,101,101
2024-04-29,10091,101,7,0,94,94
2024-04-30,10091,94,23,0,71,71
2024-05-01,10091,71,15,110,166,56
2024-05-02,10091,166,16,0,150,150
2024-05-03,10091,150,30,0,120,120
2024-05-04,10091,120,50,0,70,70
2024-05-05,10091,70,33,110,147,37
2024-05-06,10091,147,18,0,129,129
2024-05-07,10091,129,37,0,92,92
2024-05-08,10091,92,19,0,73,73
2024-05-09,10091,73,17,110,166,56
2024-05-10,10091,166,26,0,140,140
2024-05-11,10091,140,23,0,117,117
2024-05-12,10091,117,20,0,97,97
2024-05-13,10091,97,17,0,80,80
2024-05-14,10091,80,16,110,174,64
2024-05-15,10091,174,21,0,153,153
2024-05-16,10091,153,17,0,136,136
2024-05-17,10091,136,27,0,109,109
2024-05-18,10091,109,37,0,72,72
2024-05-19,10091,72,13,110,169,59
2024-05-20,10091,169,17,0,152,152
2024-05-21,10091,152,14,0,138,138
2024-05-22,10091,138,28,0,110,110
2024-05-23,10091,110,17,0,93,93
2024-05-24,10091,93,9,0,84,84
2024-05-25,10091,84,14,0,70,70
2024-05-26,10091,70,26,110,154,44
2024-05-27,10091,154,25,0,129,129
2024-05-28,10091,129,14,0,115,115
2024-05-29,10091,115,15,0,100,100
2024-05-30,10091,100,13,0,87,87
2024-05-31,10091,87,20,0,67,67
2024-06-01,10091,67,40,110,137,27
2024-06-02,10091,137,37,0,100,100
2024-06-03,10091,100,32,0,68,68
2024-06-04,10091,68,20,110,158,48
2024-06-05,10091,158,12,0,146,146
2024-06-06,10091,146,23,0,123,123
2024-06-07,10091,123,35,0,88,88
2024-06-08,10091,88,23,0,65,65
2024-06-09,10091,65,47,110,128,18
2024-06-10,10091,128,12,0,116,116
2024-06-11,10091,116,23,0,93,93
2024-06-12,10091,93,20,0,73,73
2024-06-13,10091,73,21,110,162,52
2024-06-14,10091,162,23,0,139,139
2024-06-15,10091,139,30,0,109,109
2024-06-16,10091,109,27,0,82,82
2024-06-17,10091,82,24,110,168,58
2024-06-18,10091,168,12,0,156,156
2024-06-19,10091,156,31,0,125,125
2024-06-20,10091,125,19,0,106,106
2024-06-21,10091,106,14,0,92,92
2024-06-22,10091,92,20,0,72,72
2024-06-23,10091,72,15,110,167,57
2024-06-24,10091,167,25,0,142,142
2024-06-25,10091,142,19,0,123,123
2024-06-26,10091,123,9,0,114,114
2024-06-27,10091,114,11,0,103,103
2024-06-28,10091,103,16,0,87,87
2024-06-29,10091,87,45,110,152,42
2024-06-30,10091,152,27,0,125,125
2024-07-01,10091,125,7,0,118,118
2024-07-02,10091,118,13,0,105,105
2024-07-03,10091,105,37,0,68,68
2024-07-04,10091,68,19,110,159,49
2024-07-05,10091,159,21,0,138,138
2024-07-06,10091,138,32,0,106,106
2024-07-07,10091,106,20,0,86,86
2024-07-08,10091,86,31,110,165,55
2024-07-09,10091,165,3,0,162,162
2024-07-10,10091,162,0,0,162,162
2024-07-11,10091,162,0,0,162,162
2024-07-12,10091,162,0,0,162,162
2024-07-13,10091,162,51,0,111,111
2024-07-14,10091,111,24,0,87,87
2024-07-15,10091,87,34,110,163,53
2024-07-16,10091,163,25,0,138,138
2024-07-17,10091,138,16,0,122,122
2024-07-18,10091,122,10,0,112,112
2024-07-19,10091,112,27,0,85,85
2024-07-20,10091,85,34,110,161,51
2024-07-21,10091,161,17,0,144,144
2024-07-22,10091,144,23,0,121,121
2024-07-23,10091,121,0,0,121,121
2024-07-24,10091,121,0,0,121,121
2024-07-25,10091,121,17,0,104,104
2024-07-26,10091,104,23,0,81,81
2024-07-27,10091,81,33,110,158,48
2024-07-28,10091,158,36,0,122,122
2024-07-29,10091,122,11,0,111,111
2024-07-30,10091,111,15,0,96,96
2024-07-31,10091,96,17,0,79,79
2024-08-01,10091,79,15,110,174,64
2024-08-02,10091,174,25,0,149,149
2024-08-03,10091,149,33,0,116,116
2024-08-04,10091,116,37,0,79,79
2024-08-05,10091,79,15,110,174,64
2024-08-06,10091,174,32,0,142,142
2024-08-07,10091,142,25,0,117,117
2024-08-08,10091,117,23,0,94,94
2024-08-09,10091,94,21,0,73,73
2024-08-10,10091,73,42,110,141,31
2024-08-11,10091,141,17,0,124,124
2024-08-12,10091,124,36,0,88,88
2024-08-13,10091,88,34,110,164,54
2024-08-14,10091,164,20,0,144,144
2024-08-15,10091,144,21,0,123,123
2024-08-16,10091,123,49,0,74,74
2024-08-17,10091,74,39,110,145,35
2024-08-18,10091,145,25,0,120,120
2024-08-19,10091,120,28,0,92,92
2024-08-20,10091,92,16,0,76,76
2024-08-21,10091,76,16,110,170,60
2024-08-22,10091,170,16,0,154,154
2024-08-23,10091,154,33,0,121,121
2024-08-24,10091,121,38,0,83,83
2024-08-25,10091,83,21,110,172,62
2024-08-26,10091,172,12,0,160,160
2024-08-27,10091,160,24,0,136,136
2024-08-28,10091,136,11,0,125,125
2024-08-29,10091,125,13,0,112,112
2024-08-30,10091,112,17,0,95,95
2024-08-31,10091,95,24,0,71,71
2024-09-01,10091,71,20,110,161,51
2024-09-02,10091,161,23,0,138,138
2024-09-03,10091,138,28,0,110,110
2024-09-04,10091,110,29,0,81,81
2024-09-05,10091,81,25,110,166,56
2024-09-06,10091,166,43,0,123,123
2024-09-07,10091,123,45,0,78,78
2024-09-08,10091,78,34,110,154,44
2024-09-09,10091,154,33,0,121,121
2024-09-10,10091,121,24,0,97,97
2024-09-11,10091,97,18,0,79,79
2024-09-12,10091,79,16,110,173,63
2024-09-13,10091,173,20,0,153,153
2024-09-14,10091,153,30,0,123,123
2024-09-15,10091,123,11,0,112,112
2024-09-16,10091,112,12,0,100,100
2024-09-17,10091,100,20,0,80,80
2024-09-18,10091,80,19,110,171,61
2024-09-19,10091,171,11,0,160,160
2024-09-20,10091,160,26,0,134,134
2024-09-21,10091,134,33,0,101,101
2024-09-22,10091,101,18,0,83,83
2024-09-23,10091,83,19,110,174,64
2024-09-24,10091,174,24,0,150,150
2024-09-25,10091,150,15,0,135,135
2024-09-26,10091,135,24,0,111,111
2024-09-27,10091,111,31,0,80,80
2024-09-28,10091,80,28,110,162,52
2024-09-29,10091,162,17,0,145,145
2024-09-30,10091,145,15,0,130,130
2024-10-01,10091,130,26,0,104,104
2024-10-02,10091,104,16,0,88,88
2024-10-03,10091,88,28,110,170,60
2024-10-04,10091,170,25,0,145,145
2024-10-05,10091,145,37,0,108,108
2024-10-06,10091,108,5,0,103,103
2024-10-07,10091,103,8,0,95,95
2024-10-08,10091,95,0,0,95,95
2024-10-09,10091,95,1,0,94,94
2024-10-10,10091,94,9,0,85,85
2024-10-11,10091,85,22,110,173,63
2024-10-12,10091,173,8,0,165,165
2024-10-13,10091,165,0,0,165,165
2024-10-14,10091,165,0,0,165,165
2024-10-15,10091,165,7,0,158,158
2024-10-16,10091,158,0,0,158,158
2024-10-17,10091,158,0,0,158,158
2024-10-18,10091,158,24,0,134,134
2024-10-19,10091,134,48,0,86,86
2024-10-20,10091,86,22,110,174,64
2024-10-21,10091,174,8,0,166,166
2024-10-22,10091,166,17,0,149,149
2024-10-23,10091,149,19,0,130,130
2024-10-24,10091,130,17,0,113,113
2024-10-25,10091,113,38,0,75,75
2024-10-26,10091,75,28,110,157,47
2024-10-27,10091,157,23,0,134,134
2024-10-28,10091,134,10,0,124,124
2024-10-29,10091,124,19,0,105,105
2024-10-30,10091,105,15,0,90,90
2024-10-31,10091,90,13,0,77,77
2024-11-01,10091,77,23,110,164,54
2024-11-02,10091,164,28,0,136,136
2024-11-03,10091,136,32,0,104,104
2024-11-04,10091,104,33,0,71,71
2024-11-05,10091,71,18,110,163,53
2024-11-06,10091,163,19,0,144,144
2024-11-07,10091,144,14,0,130,130
2024-11-08,10091,130,36,0,94,94
2024-11-09,10091,94,51,110,153,43
2024-11-10,10091,153,28,0,125,125
2024-11-11,10091,125,32,0,93,93
2024-11-12,10091,93,17,0,76,76
2024-11-13,10091,76,16,110,170,60
2024-11-14,10091,170,23,0,147,147
2024-11-15,10091,147,22,0,125,125
2024-11-16,10091,125,43,0,82,82
2024-11-17,10091,82,24,110,168,58
2024-11-18,10091,168,10,0,158,158
2024-11-19,10091,158,10,0,148,148
2024-11-20,10091,148,8,0,140,140
2024-11-21,10091,140,15,0,125,125
2024-11-22,10091,125,17,0,108,108
2024-11-23,10091,108,18,0,90,90
2024-11-24,10091,90,11,0,79,79
2024-11-25,10091,79,20,110,169,59
2024-11-26,10091,169,8,0,161,161
2024-11-27,10091,161,3,0,158,158
2024-11-28,10091,158,12,0,146,146
2024-11-29,10091,146,15,0,131,131
2024-11-30,10091,131,22,0,109,109
2024-12-01,10091,109,16,0,93,93
2024-12-02,10091,93,30,110,173,63
2024-12-03,10091,173,17,0,156,156
2024-12-04,10091,156,31,0,125,125
2024-12-05,10091,125,20,0,105,105
2024-12-06,10091,105,41,110,174,64
2024-12-07,10091,174,41,0,133,133
2024-12-08,10091,133,31,0,102,102
2024-12-09,10091,102,22,0,80,80
2024-12-10,10091,80,29,110,161,51
2024-12-11,10091,161,12,0,149,149
2024-12-12,10091,149,13,0,136,136
2024-12-13,10091,136,13,0,123,123
2024-12-14,10091,123,31,0,92,92
2024-12-15,10091,92,17,0,75,75
2024-12-16,10091,75,16,110,169,59
2024-12-17,10091,169,19,0,150,150
2024-12-18,10091,150,10,0,140,140
2024-12-19,10091,140,9,0,131,131
2024-12-20,10091,131,15,0,116,116
2024-12-21,10091,116,29,0,87,87
2024-12-22,10091,87,14,0,73,73
2024-12-23,10091,73,5,0,68,68
2024-12-24,10091,68,6,110,172,62
2024-12-25,10091,172,0,0,172,172
2024-12-26,10091,172,22,0,150,150
2024-12-27,10091,150,20,0,130,130
2024-12-28,10091,130,18,0,112,112
2024-12-29,10091,112,22,0,90,90
2024-12-30,10091,90,19,0,71,71
2024-12-31,10091,71,4,0,67,67
2025-01-01,10091,67,10,110,167,57
2025-01-02,10091,167,30,0,137,137
2025-01-03,10091,137,27,0,110,110
2025-01-04,10091,110,45,0,65,65
2025-01-05,10091,65,33,110,142,32
2025-01-06,10091,142,18,0,124,124
2025-01-07,10091,124,15,0,109,109
2025-01-08,10091,109,20,0,89,89
2025-01-09,10091,89,32,110,167,57
2025-01-10,10091,167,20,0,147,147
2025-01-11,10091,147,37,0,110,110
2025-01-12,10091,110,31,0,79,79
2025-01-13,10091,79,12,0,67,67
2025-01-14,10091,67,8,110,169,59
2025-01-15,10091,169,20,0,149,149
2025-01-16,10091,149,11,0,138,138
2025-01-17,10091,138,22,0,116,116
2025-01-18,10091,116,34,0,82,82
2025-01-19,10091,82,16,0,66,66
2025-01-20,10091,66,22,110,154,44
2025-01-21,10091,154,13,0,141,141
2025-01-22,10091,141,10,0,131,131
2025-01-23,10091,131,15,0,116,116
2025-01-24,10091,116,16,0,100,100
2025-01-25,10091,100,24,0,76,76
2025-01-26,10091,76,16,110,170,60
2025-01-27,10091,170,11,0,159,159
2025-01-28,10091,159,13,0,146,146
2025-01-29,10091,146,8,0,138,138
2025-01-30,10091,138,15,0,123,123
2025-01-31,10091,123,17,0,106,106
2025-02-01,10091,106,32,0,74,74
2025-02-02,10091,74,17,110,167,57
2025-02-03,10091,167,35,0,132,132
2025-02-04,10091,132,18,0,114,114
2025-02-05,10091,114,26,0,88,88
2025-02-06,10091,88,25,110,173,63
2025-02-07,10091,173,20,0,153,153
2025-02-08,10091,153,44,0,109,109
2025-02-09,10091,109,26,0,83,83
2025-02-10,10091,83,18,0,65,65
2025-02-11,10091,65,17,110,158,48
2025-02-12,10091,158,20,0,138,138
2025-02-13,10091,138,20,0,118,118
2025-02-14,10091,118,16,0,102,102
2025-02-15,10091,102,37,0,65,65
2025-02-16,10091,65,21,110,154,44
2025-02-17,10091,154,18,0,136,136
2025-02-18,10091,136,22,0,114,114
2025-02-19,10091,114,16,0,98,98
2025-02-20,10091,98,22,0,76,76
2025-02-21,10091,76,15,110,171,61
2025-02-22,10091,171,33,0,138,138
2025-02-23,10091,138,13,0,125,125
2025-02-24,10091,125,6,0,119,119
2025-02-25,10091,119,15,0,104,104
2025-02-26,10091,104,15,0,89,89
2025-02-27,10091,89,12,0,77,77
2025-02-28,10091,77,14,110,173,63
2025-03-01,10091,173,27,0,146,146
2025-03-02,10091,146,17,0,129,129
2025-03-03,10091,129,22,0,107,107
2025-03-04,10091,107,31,0,76,76
2025-03-05,10091,76,22,110,164,54
2025-03-06,10091,164,16,0,148,148
2025-03-07,10091,148,15,0,133,133
2025-03-08,10091,133,36,0,97,97
2025-03-09,10091,97,25,0,72,72
2025-03-10,10091,72,20,110,162,52
2025-03-11,10091,162,16,0,146,146
2025-03-12,10091,146,6,0,140,140
2025-03-13,10091,140,10,0,130,130
2025-03-14,10091,130,0,0,130,130
2025-03-15,10091,130,23,0,107,107
2025-03-16,10091,107,20,0,87,87
2025-03-17,10091,87,11,0,76,76
2025-03-18,10091,76,11,0,65,65
2025-03-19,10091,65,4,110,171,61
2025-03-20,10091,171,17,0,154,154
2025-03-21,10091,154,18,0,136,136
2025-03-22,10091,136,18,0,118,118
2025-03-23,10091,118,18,0,100,100
2025-03-24,10091,100,14,0,86,86
2025-03-25,10091,86,8,0,78,78
2025-03-26,10091,78,9,0,69,69
2025-03-27,10091,69,11,110,168,58
2025-03-28,10091,168,23,0,145,145
2025-03-29,10091,145,24,0,121,121
2025-03-30,10091,121,7,0,114,114
2025-03-31,10091,114,7,0,107,107
2025-04-01,10091,107,20,0,87,87
2025-04-02,10091,87,13,0,74,74
2025-04-03,10091,74,42,110,142,32
2025-04-04,10091,142,13,0,129,129
2025-04-05,10091,129,12,0,117,117
2025-04-06,10091,117,18,0,99,99
2025-04-07,10091,99,28,0,71,71
2025-04-08,10091,71,25,110,156,46
2025-04-09,10091,156,23,0,133,133
2025-04-10,10091,133,13,0,120,120
2025-04-11,10091,120,28,0,92,92
2025-04-12,10091,92,24,0,68,68
2025-04-13,10091,68,19,110,159,49
2025-04-14,10091,159,15,0,144,144
2025-04-15,10091,144,18,0,126,126
2025-04-16,10091,126,15,0,111,111
2025-04-17,10091,111,11,0,100,100
2025-04-18,10091,100,22,0,78,78
2025-04-19,10091,78,15,110,173,63
2025-04-20,10091,173,9,0,164,164
2025-04-21,10091,164,10,0,154,154
2025-04-22,10091,154,14,0,140,140
2025-04-23,10091,140,13,0,127,127
2025-04-24,10091,127,9,0,118,118
2025-04-25,10091,118,30,0,88,88
2025-04-26,10091,88,20,0,68,68
2025-04-27,10091,68,14,110,164,54
2025-04-28,10091,164,19,0,145,145
2025-04-29,10091,145,7,0,138,138
2025-04-30,10091,138,9,0,129,129
2025-05-01,10091,129,9,0,120,120
2025-05-02,10091,120,29,0,91,91
2025-05-03,10091,91,39,110,162,52
2025-05-04,10091,162,23,0,139,139
2025-05-05,10091,139,20,0,119,119
2025-05-06,10091,119,11,0,108,108
2025-05-07,10091,108,11,0,97,97
2025-05-08,10091,97,10,0,87,87
2025-05-09,10091,87,19,0,68,68
2025-05-10,10091,68,29,110,149,39
2025-05-11,10091,149,23,0,126,126
2025-05-12,10091,126,10,0,116,116
2025-05-13,10091,116,13,0,103,103
2025-05-14,10091,103,15,0,88,88
2025-05-15,10091,88,9,0,79,79
2025-05-16,10091,79,12,0,67,67
2025-05-17,10091,67,15,110,162,52
2025-05-18,10091,162,12,0,150,150
2025-05-19,10091,150,14,0,136,136
2025-05-20,10091,136,8,0,128,128
2025-05-21,10091,128,7,0,121,121
2025-05-22,10091,121,6,0,115,115
2025-05-23,10091,115,14,0,101,101
2025-05-24,10091,101,22,0,79,79
2025-05-25,10091,79,19,110,170,60
2025-05-26,10091,170,12,0,158,158
2025-05-27,10091,158,10,0,148,148
2025-05-28,10091,148,11,0,137,137
2025-05-29,10091,137,10,0,127,127
2025-05-30,10091,127,17,0,110,110
2025-05-31,10091,110,26,0,84,84
2025-06-01,10091,84,17,0,67,67
2025-06-02,10091,67,7,110,170,60
2025-06-03,10091,170,24,0,146,146
2025-06-04,10091,146,24,0,122,122
2025-06-05,10091,122,19,0,103,103
2025-06-06,10091,103,23,0,80,80
2025-06-07,10091,80,30,110,160,50
2025-06-08,10091,160,16,0,144,144
2025-06-09,10091,144,27,0,117,117
2025-06-10,10091,117,10,0,107,107
2025-06-11,10091,107,11,0,96,96
2025-06-12,10091,96,7,0,89,89
2025-06-13,10091,89,12,0,77,77
2025-06-14,10091,77,27,110,160,50
2025-06-15,10091,160,21,0,139,139
2025-06-16,10091,139,17,0,122,122
2025-06-17,10091,122,11,0,111,111
2025-06-18,10091,111,21,0,90,90
2025-06-19,10091,90,17,0,73,73
2025-06-20,10091,73,8,0,65,65
2025-06-21,10091,65,30,110,145,35
2025-06-22,10091,145,24,0,121,121
2025-06-23,10091,121,10,0,111,111
2025-06-24,10091,111,3,0,108,108
2025-06-25,10091,108,12,0,96,96
2025-06-26,10091,96,9,0,87,87
2025-06-27,10091,87,22,0,65,65
2025-06-28,10091,65,25,110,150,40
2025-06-29,10091,150,22,0,128,128
2025-06-30,10091,128,5,0,123,123
2025-07-01,10091,123,0,0,123,123
2025-07-02,10091,123,0,0,123,123
2025-07-03,10091,123,0,0,123,123
2025-07-04,10091,123,2,0,121,121
2025-07-05,10091,121,17,0,104,104
2025-07-06,10091,104,18,0,86,86
2025-07-07,10091,86,17,0,69,69
2025-07-08,10091,69,10,110,169,59
2025-07-09,10091,169,17,0,152,152
2025-07-10,10091,152,17,0,135,135
2025-07-11,10091,135,21,0,114,114
2025-07-12,10091,114,23,0,91,91
2025-07-13,10091,91,4,0,87,87
2025-07-14,10091,87,16,0,71,71
2025-07-15,10091,71,10,110,171,61
2025-07-16,10091,171,16,0,155,155
2025-07-17,10091,155,12,0,143,143
2025-07-18,10091,143,15,0,128,128
2025-07-19,10091,128,32,0,96,96
2025-07-20,10091,96,14,0,82,82
2025-07-21,10091,82,23,110,169,59
2025-07-22,10091,169,22,0,147,147
2025-07-23,10091,147,6,0,141,141
2025-07-24,10091,141,16,0,125,125
2025-07-25,10091,125,17,0,108,108
2025-07-26,10091,108,18,0,90,90
2025-07-27,10091,90,29,110,171,61
2025-07-28,10091,171,28,0,143,143
2025-07-29,10091,143,9,0,134,134
2025-07-30,10091,134,9,0,125,125
2025-07-31,10091,125,12,0,113,113
2025-08-01,10091,113,12,0,101,101
2025-08-02,10091,101,27,0,74,74
2025-08-03,10091,74,9,0,65,65
2025-08-04,10091,65,28,110,147,37
2025-08-05,10091,147,28,0,119,119
2025-08-06,10091,119,24,0,95,95
2025-08-07,10091,95,14,0,81,81
2025-08-08,10091,81,26,110,165,55
2025-08-09,10091,165,27,0,138,138
2025-08-10,10091,138,20,0,118,118
2025-08-11,10091,118,12,0,106,106
2025-08-12,10091,106,16,0,90,90
2025-08-13,10091,90,10,0,80,80
2025-08-14,10091,80,13,0,67,67
2025-08-15,10091,67,19,110,158,48
2025-08-16,10091,158,22,0,136,136
2025-08-17,10091,136,21,0,115,115
2025-08-18,10091,115,16,0,99,99
2025-08-19,10091,99,20,0,79,79
2025-08-20,10091,79,14,0,65,65
2025-08-21,10091,65,6,110,169,59
2025-08-22,10091,169,20,0,149,149
2025-08-23,10091,149,31,0,118,118
2025-08-24,10091,118,17,0,101,101
2025-08-25,10091,101,23,0,78,78
2025-08-26,10091,78,4,0,74,74
2025-08-27,10091,74,11,110,173,63
2025-08-28,10091,173,9,0,164,164
2025-08-29,10091,164,14,0,150,150
2025-08-30,10091,150,26,0,124,124
2025-08-31,10091,124,10,0,114,114
2025-09-01,10091,114,24,0,90,90
2025-09-02,10091,90,16,0,74,74
2025-09-03,10091,74,20,110,164,54
2025-09-04,10091,164,28,0,136,136
2025-09-05,10091,136,14,0,122,122
2025-09-06,10091,122,18,0,104,104
2025-09-07,10091,104,16,0,88,88
2025-09-08,10091,88,35,110,163,53
2025-09-09,10091,163,8,0,155,155
2025-09-10,10091,155,23,0,132,132
2025-09-11,10091,132,13,0,119,119
2025-09-12,10091,119,19,0,100,100
2025-09-13,10091,100,41,110,169,59
2025-09-14,10091,169,8,0,161,161
2025-09-15,10091,161,18,0,143,143
2025-09-16,10091,143,17,0,126,126
2025-09-17,10091,126,13,0,113,113
2025-09-18,10091,113,12,0,101,101
2025-09-19,10091,101,29,0,72,72
2025-09-20,10091,72,33,110,149,39
2025-09-21,10091,149,15,0,134,134
2025-09-22,10091,134,23,0,111,111
2025-09-23,10091,111,22,0,89,89
2025-09-24,10091,89,10,0,79,79
2025-09-25,10091,79,17,110,172,62
2025-09-26,10091,172,25,0,147,147
2025-09-27,10091,147,18,0,129,129
2025-09-28,10091,129,30,0,99,99
2025-09-29,10091,99,18,0,81,81
2025-09-30,10091,81,12,0,69,69
2025-10-01,10091,69,17,110,162,52
2025-10-02,10091,162,30,0,132,132
2025-10-03,10091,132,38,0,94,94
2025-10-04,10091,94,34,110,170,60
2025-10-05,10091,170,30,0,140,140
2025-10-06,10091,140,22,0,118,118
2025-10-07,10091,118,12,0,106,106
2025-10-08,10091,106,14,0,92,92
2025-10-09,10091,92,13,0,79,79
2025-10-10,10091,79,24,110,165,55
2025-10-11,10091,165,32,0,133,133
2025-10-12,10091,133,12,0,121,121
2025-10-13,10091,121,14,0,107,107
2025-10-14,10091,107,20,0,87,87
2025-10-15,10091,87,8,0,79,79
2025-10-16,10091,79,14,0,65,65
2025-10-17,10091,65,30,110,145,35
2025-10-18,10091,145,17,0,128,128
2025-10-19,10091,128,9,0,119,119
2025-10-20,10091,119,13,0,106,106
2025-10-21,10091,106,14,0,92,92
2025-10-22,10091,92,5,0,87,87
2025-10-23,10091,87,16,0,71,71
2025-10-24,10091,71,27,110,154,44
2025-10-25,10091,154,27,0,127,127
2025-10-26,10091,127,18,0,109,109
2025-10-27,10091,109,16,0,93,93
2025-10-28,10091,93,8,0,85,85
2025-10-29,10091,85,11,0,74,74
2025-10-30,10091,74,9,0,65,65
2025-10-31,10091,65,17,110,158,48
2025-11-01,10091,158,40,0,118,118
2025-11-02,10091,118,19,0,99,99
2025-11-03,10091,99,29,0,70,70
2025-11-04,10091,70,16,110,164,54
2025-11-05,10091,164,12,0,152,152
2025-11-06,10091,152,8,0,144,144
2025-11-07,10091,144,26,0,118,118
2025-11-08,10091,118,27,0,91,91
2025-11-09,10091,91,16,0,75,75
2025-11-10,10091,75,33,110,152,42
2025-11-11,10091,152,11,0,141,141
2025-11-12,10091,141,9,0,132,132
2025-11-13,10091,132,7,0,125,125
2025-11-14,10091,125,35,0,90,90
2025-11-15,10091,90,25,0,65,65
2025-11-16,10091,65,0,0,65,65
2025-11-17,10091,65,6,110,169,59
2025-11-18,10091,169,5,0,164,164
2025-11-19,10091,164,11,0,153,153
2025-11-20,10091,153,15,0,138,138
2025-11-21,10091,138,11,0,127,127
2025-11-22,10091,127,26,0,101,101
2025-11-23,10091,101,12,0,89,89
2025-11-24,10091,89,16,0,73,73
2025-11-25,10091,73,9,110,174,64
2025-11-26,10091,174,7,0,167,167
2025-11-27,10091,167,6,0,161,161
2025-11-28,10091,161,9,0,152,152
2025-11-29,10091,152,30,0,122,122
2025-11-30,10091,122,12,0,110,110
2025-12-01,10091,110,12,0,98,98
2025-12-02,10091,98,18,0,80,80
2025-12-03,10091,80,22,110,168,58
2025-12-04,10091,168,17,0,151,151
2025-12-05,10091,151,28,0,123,123
2025-12-06,10091,123,34,0,89,89
2025-12-07,10091,89,23,0,66,66
2025-12-08,10091,66,12,110,164,54
2025-12-09,10091,164,11,0,153,153
2025-12-10,10091,153,11,0,142,142
2025-12-11,10091,142,18,0,124,124
2025-12-12,10091,124,17,0,107,107
2025-12-13,10091,107,28,0,79,79
2025-12-14,10091,79,3,0,76,76
2025-12-15,10091,76,13,110,173,63
2025-12-16,10091,173,9,0,164,164
2025-12-17,10091,164,6,0,158,158
2025-12-18,10091,158,17,0,141,141
2025-12-19,10091,141,12,0,129,129
2025-12-20,10091,129,6,0,123,123
2025-12-21,10091,123,17,0,106,106
2025-12-22,10091,106,8,0,98,98
2025-12-23,10091,98,17,0,81,81
2025-12-24,10091,81,6,0,75,75
2025-12-25,10091,75,0,0,75,75
2025-12-26,10091,75,17,110,168,58
2025-12-27,10091,168,17,0,151,151
2025-12-28,10091,151,16,0,135,135
2025-12-29,10091,135,8,0,127,127
2025-12-30,10091,127,7,0,120,120
2025-12-31,10091,120,11,0,109,109
2026-01-01,10091,109,13,0,96,96
2026-01-02,10091,96,16,0,80,80
2026-01-03,10091,80,7,0,73,73
2026-01-04,10091,73,21,110,162,52
2026-01-05,10091,162,24,0,138,138
2026-01-06,10091,138,19,0,119,119
2026-01-07,10091,119,1,0,118,118
2026-01-08,10091,118,21,0,97,97
2026-01-09,10091,97,37,110,170,60
2026-01-10,10091,170,15,0,155,155
2026-01-11,10091,155,18,0,137,137
2026-01-12,10091,137,18,0,119,119
2026-01-13,10091,119,13,0,106,106
2026-01-14,10091,106,15,0,91,91
2026-01-15,10091,91,11,0,80,80
2026-01-16,10091,80,25,110,165,55
2026-01-17,10091,165,28,0,137,137
2026-01-18,10091,137,15,0,122,122
2026-01-19,10091,122,16,0,106,106
2026-01-20,10091,106,20,0,86,86
2026-01-21,10091,86,9,0,77,77
2026-01-22,10091,77,17,110,170,60
2026-01-23,10091,170,16,0,154,154
2026-01-24,10091,154,28,0,126,126
2026-01-25,10091,126,16,0,110,110
2026-01-26,10091,110,21,0,89,89
2026-01-27,10091,89,14,0,75,75
2026-01-28,10091,75,4,0,71,71
2026-01-29,10091,71,10,110,171,61
2026-01-30,10091,171,23,0,148,148
2026-01-31,10091,148,25,0,123,123
2026-02-01,10091,123,16,0,107,107
2026-02-02,10091,107,15,0,92,92
2026-02-03,10091,92,11,0,81,81
2026-02-04,10091,81,12,0,69,69
2026-02-05,10091,69,8,110,171,61
2026-02-06,10091,171,27,0,144,144
2026-02-07,10091,144,19,0,125,125
