anomaly_id,date,sku_id,anomaly_type,demand_anomaly_score,shrinkage_score,severity,reason,status
AN00011585,2022-08-31,10094,normal,0.662,0.005,0.243,No material exception detected.,closed
AN00011586,2022-08-31,10095,normal,0.0,0.0,0.025,No material exception detected.,closed
AN00011587,2022-08-31,10100,normal,0.709,0.0,0.28,No material exception detected.,closed
AN00011588,2022-08-31,35035,normal,0.581,0.0,0.209,No material exception detected.,closed
AN00011589,2022-08-31,35192,normal,0.7,0.0,0.263,No material exception detected.,closed
AN00011590,2022-08-31,45470,restocking_delay,0.439,0.0,0.168,Expected restock may not have reached shelf.,closed
AN00011591,2022-08-31,45657,normal,0.566,0.013,0.254,No material exception detected.,closed
AN00011592,2022-08-31,45678,normal,0.554,0.0,0.211,No material exception detected.,closed
AN00011593,2022-08-31,46019,normal,0.548,0.01,0.213,No material exception detected.,closed
AN00011594,2022-08-31,55845,normal,0.804,0.0,0.292,No material exception detected.,closed
AN00011595,2022-08-31,65044,normal,0.298,0.008,0.196,No material exception detected.,closed
AN00011596,2022-08-31,70133,normal,0.375,0.0,0.151,No material exception detected.,closed
AN00011597,2022-08-31,90130,normal,0.85,0.0,0.32,No material exception detected.,closed
AN00011598,2022-08-31,90143,normal,0.295,0.008,0.109,No material exception detected.,closed
AN00011599,2022-08-31,A10026,normal,0.294,0.0,0.11,No material exception detected.,closed
AN00011600,2022-08-31,A30035,normal,0.429,0.008,0.157,No material exception detected.,closed
AN00011601,2022-09-01,10060,normal,0.263,0.0,0.124,No material exception detected.,closed
AN00011602,2022-09-01,10091,normal,1.0,0.0,0.353,No material exception detected.,closed
AN00011603,2022-09-01,10092,demand_spike,0.999,0.0,0.356,Sales exceeded recent baseline.,closed
AN00011604,2022-09-01,10093,normal,1.0,0.006,0.382,No material exception detected.,closed
AN00011605,2022-09-01,10094,normal,0.838,0.007,0.303,No material exception detected.,closed
AN00011606,2022-09-01,10095,normal,0.0,0.0,0.02,No material exception detected.,closed
AN00011607,2022-09-01,10100,normal,0.545,0.015,0.213,No material exception detected.,closed
AN00011608,2022-09-01,35035,planogram_mismatch,0.465,0.0,0.187,Detected SKU may not match assigned slot.,closed
AN00011609,2022-09-01,35192,normal,0.85,0.0,0.3,No material exception detected.,closed
AN00011610,2022-09-01,45470,normal,0.754,0.011,0.349,No material exception detected.,closed
AN00011611,2022-09-01,45657,cv_error,0.882,0.006,0.377,Low CV confidence may explain stock mismatch.,closed
AN00011612,2022-09-01,45678,normal,0.846,0.0,0.33,No material exception detected.,closed
AN00011613,2022-09-01,46019,normal,0.738,0.014,0.288,No material exception detected.,closed
AN00011614,2022-09-01,55845,normal,1.0,0.007,0.387,No material exception detected.,closed
AN00011615,2022-09-01,65044,normal,0.255,0.009,0.103,No material exception detected.,closed
AN00011616,2022-09-01,70133,normal,0.839,0.015,0.344,No material exception detected.,closed
AN00011617,2022-09-01,90130,normal,1.0,0.0,0.373,No material exception detected.,closed
AN00011618,2022-09-01,90143,normal,0.386,0.009,0.146,No material exception detected.,closed
AN00011619,2022-09-01,A10026,normal,1.0,0.0,0.362,No material exception detected.,closed
AN00011620,2022-09-01,A30035,normal,0.757,0.0,0.297,No material exception detected.,closed
AN00011621,2022-09-02,10060,normal,0.842,0.014,0.32,No material exception detected.,closed
AN00011622,2022-09-02,10091,normal,0.682,0.0,0.267,No material exception detected.,closed
AN00011623,2022-09-02,10092,normal,0.943,0.0,0.344,No material exception detected.,closed
AN00011624,2022-09-02,10093,normal,1.0,0.0,0.38,No material exception detected.,closed
AN00011625,2022-09-02,10094,normal,1.0,0.0,0.363,No material exception detected.,closed
AN00011626,2022-09-02,10095,normal,0.0,0.0,0.017,No material exception detected.,closed
AN00011627,2022-09-02,10100,normal,0.382,0.007,0.165,No material exception detected.,closed
AN00011628,2022-09-02,35035,normal,1.0,0.0,0.375,No material exception detected.,closed
AN00011629,2022-09-02,35192,normal,1.0,0.0,0.366,No material exception detected.,closed
AN00011630,2022-09-02,45470,normal,0.877,0.0,0.332,No material exception detected.,closed
AN00011631,2022-09-02,45657,normal,1.0,0.0,0.376,No material exception detected.,closed
AN00011632,2022-09-02,45678,normal,0.815,0.0,0.303,No material exception detected.,closed
AN00011633,2022-09-02,46019,normal,0.452,0.0,0.189,No material exception detected.,closed
AN00011634,2022-09-02,55845,normal,0.893,0.0,0.317,No material exception detected.,closed
AN00011635,2022-09-02,65044,normal,0.404,0.0,0.146,No material exception detected.,closed
AN00011636,2022-09-02,70133,normal,0.643,0.0,0.25,No material exception detected.,closed
AN00011637,2022-09-02,90130,normal,0.775,0.0,0.288,No material exception detected.,closed
AN00011638,2022-09-02,90143,normal,0.477,0.012,0.188,No material exception detected.,closed
AN00011639,2022-09-02,A10026,normal,0.206,0.0,0.09,No material exception detected.,closed
AN00011640,2022-09-02,A30035,normal,1.0,0.0,0.38,No material exception detected.,closed
AN00011641,2022-09-03,10060,normal,0.737,0.0,0.263,No material exception detected.,closed
AN00011642,2022-09-03,10091,normal,1.0,0.0,0.374,No material exception detected.,closed
AN00011643,2022-09-03,10092,normal,0.798,0.0,0.288,No material exception detected.,closed
AN00011644,2022-09-03,10093,normal,1.0,0.005,0.384,No material exception detected.,closed
AN00011645,2022-09-03,10094,normal,1.0,0.0,0.366,No material exception detected.,closed
AN00011646,2022-09-03,10095,normal,0.0,0.0,0.018,No material exception detected.,closed
AN00011647,2022-09-03,10100,normal,0.436,0.0,0.176,No material exception detected.,closed
AN00011648,2022-09-03,35035,normal,1.0,0.0,0.361,No material exception detected.,closed
AN00011649,2022-09-03,35192,normal,0.325,0.0,0.126,No material exception detected.,closed
AN00011650,2022-09-03,45470,normal,0.895,0.0,0.345,No material exception detected.,closed
AN00011651,2022-09-03,45657,demand_spike,1.0,0.006,0.365,Sales exceeded recent baseline.,closed
AN00011652,2022-09-03,45678,cv_error,0.631,0.0,0.234,Low CV confidence may explain stock mismatch.,closed
AN00011653,2022-09-03,46019,normal,0.714,0.0,0.278,No material exception detected.,closed
AN00011654,2022-09-03,55845,normal,0.821,0.0,0.294,No material exception detected.,closed
AN00011655,2022-09-03,65044,normal,0.319,0.013,0.183,No material exception detected.,closed
AN00011656,2022-09-03,70133,normal,0.839,0.0,0.326,No material exception detected.,closed
AN00011657,2022-09-03,90130,normal,0.675,0.0,0.258,No material exception detected.,closed
AN00011658,2022-09-03,90143,normal,0.977,0.0,0.368,No material exception detected.,closed
AN00011659,2022-09-03,A10026,normal,0.118,0.0,0.045,No material exception detected.,closed
AN00011660,2022-09-03,A30035,demand_spike,0.957,0.0,0.355,Sales exceeded recent baseline.,closed
AN00011661,2022-09-04,10060,normal,0.868,0.009,0.413,No material exception detected.,closed
AN00011662,2022-09-04,10091,demand_spike,0.932,0.0,0.343,Sales exceeded recent baseline.,closed
AN00011663,2022-09-04,10092,normal,0.698,0.0,0.269,No material exception detected.,closed
AN00011664,2022-09-04,10093,normal,0.645,0.008,0.252,No material exception detected.,closed
AN00011665,2022-09-04,10094,normal,0.486,0.0,0.202,No material exception detected.,closed
AN00011666,2022-09-04,10095,normal,0.0,0.0,0.003,No material exception detected.,closed
AN00011667,2022-09-04,10100,normal,0.182,0.0,0.083,No material exception detected.,closed
AN00011668,2022-09-04,35035,normal,1.0,0.0,0.366,No material exception detected.,closed
AN00011669,2022-09-04,35192,planogram_mismatch,0.775,0.0,0.306,Detected SKU may not match assigned slot.,closed
AN00011670,2022-09-04,45470,normal,0.175,0.013,0.149,No material exception detected.,closed
AN00011671,2022-09-04,45657,normal,0.474,0.0,0.2,No material exception detected.,closed
AN00011672,2022-09-04,45678,normal,0.446,0.005,0.193,No material exception detected.,closed
AN00011673,2022-09-04,46019,normal,0.31,0.022,0.164,No material exception detected.,closed
AN00011674,2022-09-04,55845,normal,0.321,0.0,0.142,No material exception detected.,closed
AN00011675,2022-09-04,65044,normal,0.213,0.0,0.103,No material exception detected.,closed
AN00011676,2022-09-04,70133,normal,0.196,0.0,0.076,No material exception detected.,closed
AN00011677,2022-09-04,90130,normal,0.325,0.0,0.145,No material exception detected.,closed
AN00011678,2022-09-04,90143,normal,0.523,0.0,0.217,No material exception detected.,closed
AN00011679,2022-09-04,A10026,normal,0.5,0.019,0.207,No material exception detected.,closed
AN00011680,2022-09-04,A30035,normal,0.914,0.009,0.347,No material exception detected.,closed
AN00011681,2022-09-05,10060,normal,0.842,0.0,0.326,No material exception detected.,closed
AN00011682,2022-09-05,10091,normal,0.455,0.0,0.182,No material exception detected.,closed
AN00011683,2022-09-05,10092,normal,0.616,0.005,0.226,No material exception detected.,closed
AN00011684,2022-09-05,10093,normal,0.989,0.0,0.358,No material exception detected.,closed
AN00011685,2022-09-05,10094,normal,0.311,0.0,0.126,No material exception detected.,closed
AN00011686,2022-09-05,10095,normal,0.0,0.0,0.1,No material exception detected.,closed
AN00011687,2022-09-05,10100,normal,0.164,0.0,0.138,No material exception detected.,closed
AN00011688,2022-09-05,35035,normal,0.953,0.0,0.366,No material exception detected.,closed
AN00011689,2022-09-05,35192,normal,0.525,0.0,0.219,No material exception detected.,closed
AN00011690,2022-09-05,45470,normal,0.561,0.0,0.22,No material exception detected.,closed
AN00011691,2022-09-05,45657,normal,0.618,0.0,0.25,No material exception detected.,closed
AN00011692,2022-09-05,45678,normal,0.0,0.0,0.032,No material exception detected.,closed
AN00011693,2022-09-05,46019,normal,0.143,0.0,0.08,No material exception detected.,closed
AN00011694,2022-09-05,55845,normal,0.589,0.0,0.214,No material exception detected.,closed
AN00011695,2022-09-05,65044,normal,0.404,0.0,0.175,No material exception detected.,closed
AN00011696,2022-09-05,70133,normal,0.321,0.0,0.116,No material exception detected.,closed
AN00011697,2022-09-05,90130,planogram_mismatch,0.275,0.0,0.112,Detected SKU may not match assigned slot.,closed
AN00011698,2022-09-05,90143,normal,0.091,0.0,0.036,No material exception detected.,closed
AN00011699,2022-09-05,A10026,normal,0.0,0.019,0.031,No material exception detected.,closed
AN00011700,2022-09-05,A30035,normal,0.529,0.0,0.213,No material exception detected.,closed
AN00011701,2022-09-06,10060,normal,0.763,0.0,0.291,No material exception detected.,closed
AN00011702,2022-09-06,10091,normal,0.682,0.0,0.273,No material exception detected.,closed
AN00011703,2022-09-06,10092,normal,0.446,0.0,0.177,No material exception detected.,closed
AN00011704,2022-09-06,10093,planogram_mismatch,0.57,0.0,0.214,Detected SKU may not match assigned slot.,closed
AN00011705,2022-09-06,10094,normal,0.392,0.0,0.171,No material exception detected.,closed
AN00011706,2022-09-06,10095,normal,0.0,0.0,0.015,No material exception detected.,closed
AN00011707,2022-09-06,10100,normal,0.182,0.0,0.08,No material exception detected.,closed
AN00011708,2022-09-06,35035,normal,0.721,0.012,0.316,No material exception detected.,closed
AN00011709,2022-09-06,35192,normal,0.425,0.011,0.167,No material exception detected.,closed
AN00011710,2022-09-06,45470,normal,0.246,0.0,0.091,No material exception detected.,closed
AN00011711,2022-09-06,45657,normal,0.461,0.0,0.169,No material exception detected.,closed
AN00011712,2022-09-06,45678,normal,0.277,0.0,0.102,No material exception detected.,closed
AN00011713,2022-09-06,46019,normal,0.31,0.014,0.145,No material exception detected.,closed
AN00011714,2022-09-06,55845,normal,0.482,0.0,0.172,No material exception detected.,closed
AN00011715,2022-09-06,65044,normal,0.468,0.0,0.174,No material exception detected.,closed
AN00011716,2022-09-06,70133,normal,0.321,0.005,0.192,No material exception detected.,closed
AN00011717,2022-09-06,90130,normal,0.4,0.0,0.158,No material exception detected.,closed
AN00011718,2022-09-06,90143,normal,0.25,0.0,0.109,No material exception detected.,closed
AN00011719,2022-09-06,A10026,normal,0.235,0.0,0.112,No material exception detected.,closed
AN00011720,2022-09-06,A30035,normal,0.586,0.0,0.225,No material exception detected.,closed
AN00011721,2022-09-07,10060,cv_error,0.395,0.0,0.15,Low CV confidence may explain stock mismatch.,closed
AN00011722,2022-09-07,10091,normal,0.773,0.0,0.281,No material exception detected.,closed
AN00011723,2022-09-07,10092,normal,0.817,0.0,0.304,No material exception detected.,closed
AN00011724,2022-09-07,10093,normal,0.925,0.004,0.339,No material exception detected.,closed
AN00011725,2022-09-07,10094,normal,0.568,0.0,0.202,No material exception detected.,closed
AN00011726,2022-09-07,10095,normal,0.0,0.0,0.018,No material exception detected.,closed
AN00011727,2022-09-07,10100,normal,0.4,0.016,0.173,No material exception detected.,closed
AN00011728,2022-09-07,35035,normal,0.535,0.052,0.273,No material exception detected.,closed
AN00011729,2022-09-07,35192,normal,0.575,0.014,0.219,No material exception detected.,closed
AN00011730,2022-09-07,45470,normal,0.526,0.0,0.201,No material exception detected.,closed
AN00011731,2022-09-07,45657,normal,0.513,0.0,0.211,No material exception detected.,closed
AN00011732,2022-09-07,45678,normal,0.385,0.0,0.148,No material exception detected.,closed
AN00011733,2022-09-07,46019,normal,0.381,0.018,0.168,No material exception detected.,closed
AN00011734,2022-09-07,55845,normal,0.518,0.0,0.185,No material exception detected.,closed
AN00011735,2022-09-07,65044,normal,0.468,0.0,0.187,No material exception detected.,closed
AN00011736,2022-09-07,70133,normal,0.286,0.0,0.121,No material exception detected.,closed
AN00011737,2022-09-07,90130,normal,0.825,0.0,0.307,No material exception detected.,closed
AN00011738,2022-09-07,90143,normal,0.773,0.0,0.304,No material exception detected.,closed
AN00011739,2022-09-07,A10026,restocking_delay,0.382,0.0,0.148,Expected restock may not have reached shelf.,closed
AN00011740,2022-09-07,A30035,normal,0.714,0.0,0.282,No material exception detected.,closed
AN00011741,2022-09-08,10060,normal,0.684,0.0,0.252,No material exception detected.,closed
AN00011742,2022-09-08,10091,normal,1.0,0.0,0.381,No material exception detected.,closed
AN00011743,2022-09-08,10092,normal,0.685,0.0,0.265,No material exception detected.,closed
AN00011744,2022-09-08,10093,normal,1.0,0.0,0.378,No material exception detected.,closed
AN00011745,2022-09-08,10094,demand_spike,0.946,0.005,0.42,Sales exceeded recent baseline.,closed
AN00011746,2022-09-08,10095,normal,0.0,0.0,0.032,No material exception detected.,closed
AN00011747,2022-09-08,10100,normal,0.655,0.0,0.248,No material exception detected.,closed
AN00011748,2022-09-08,35035,demand_spike,0.93,0.01,0.356,Sales exceeded recent baseline.,closed
AN00011749,2022-09-08,35192,normal,1.0,0.0,0.375,No material exception detected.,closed
AN00011750,2022-09-08,45470,normal,0.456,0.0,0.189,No material exception detected.,closed
AN00011751,2022-09-08,45657,normal,1.0,0.007,0.366,No material exception detected.,closed
AN00011752,2022-09-08,45678,normal,0.554,0.0,0.223,No material exception detected.,closed
AN00011753,2022-09-08,46019,restocking_delay,0.262,0.0,0.122,Expected restock may not have reached shelf.,closed
AN00011754,2022-09-08,55845,normal,0.304,0.0,0.129,No material exception detected.,closed
AN00011755,2022-09-08,65044,normal,0.489,0.014,0.193,No material exception detected.,closed
AN00011756,2022-09-08,70133,normal,0.589,0.0,0.225,No material exception detected.,closed
AN00011757,2022-09-08,90130,normal,0.9,0.0,0.326,No material exception detected.,closed
AN00011758,2022-09-08,90143,normal,0.409,0.0,0.167,No material exception detected.,closed
AN00011759,2022-09-08,A10026,normal,1.0,0.028,0.414,No material exception detected.,closed
AN00011760,2022-09-08,A30035,normal,0.4,0.0,0.162,No material exception detected.,closed
AN00011761,2022-09-09,10060,normal,1.0,0.0,0.373,No material exception detected.,closed
AN00011762,2022-09-09,10091,normal,1.0,0.0,0.376,No material exception detected.,closed
AN00011763,2022-09-09,10092,normal,1.0,0.002,0.367,No material exception detected.,closed
AN00011764,2022-09-09,10093,normal,1.0,0.0,0.355,No material exception detected.,closed
AN00011765,2022-09-09,10094,normal,0.676,0.0,0.248,No material exception detected.,closed
AN00011766,2022-09-09,10095,normal,0.0,0.0,0.019,No material exception detected.,closed
AN00011767,2022-09-09,10100,normal,0.491,0.011,0.18,No material exception detected.,closed
AN00011768,2022-09-09,35035,normal,1.0,0.0,0.377,No material exception detected.,closed
AN00011769,2022-09-09,35192,normal,0.4,0.0,0.173,No material exception detected.,closed
AN00011770,2022-09-09,45470,normal,0.579,0.007,0.24,No material exception detected.,closed
AN00011771,2022-09-09,45657,normal,1.0,0.003,0.356,No material exception detected.,closed
AN00011772,2022-09-09,45678,normal,0.754,0.0,0.294,No material exception detected.,closed
AN00011773,2022-09-09,46019,normal,0.976,0.0,0.376,No material exception detected.,closed
AN00011774,2022-09-09,55845,normal,0.304,0.009,0.113,No material exception detected.,closed
AN00011775,2022-09-09,65044,normal,0.638,0.015,0.279,No material exception detected.,closed
AN00011776,2022-09-09,70133,normal,0.839,0.0,0.323,No material exception detected.,closed
AN00011777,2022-09-09,90130,shrinkage,0.875,0.059,0.356,CV count lower than expected stock.,closed
AN00011778,2022-09-09,90143,normal,0.523,0.0,0.214,No material exception detected.,closed
AN00011779,2022-09-09,A10026,planogram_mismatch,0.265,0.0,0.101,Detected SKU may not match assigned slot.,closed
AN00011780,2022-09-09,A30035,normal,0.957,0.0,0.369,No material exception detected.,closed
AN00011781,2022-09-10,10060,normal,0.711,0.0,0.253,No material exception detected.,closed
AN00011782,2022-09-10,10091,normal,0.75,0.0,0.266,No material exception detected.,closed
AN00011783,2022-09-10,10092,restocking_delay,0.421,0.0,0.173,Expected restock may not have reached shelf.,closed
AN00011784,2022-09-10,10093,normal,0.215,0.006,0.086,No material exception detected.,closed
AN00011785,2022-09-10,10094,normal,0.459,0.0,0.183,No material exception detected.,closed
AN00011786,2022-09-10,10095,normal,0.0,0.0,0.02,No material exception detected.,closed
AN00011787,2022-09-10,10100,normal,0.255,0.0,0.111,No material exception detected.,closed
AN00011788,2022-09-10,35035,normal,0.93,0.0,0.346,No material exception detected.,closed
AN00011789,2022-09-10,35192,cv_error,0.525,0.015,0.2,Low CV confidence may explain stock mismatch.,closed
AN00011790,2022-09-10,45470,normal,0.579,0.0,0.208,No material exception detected.,closed
AN00011791,2022-09-10,45657,normal,0.513,0.012,0.217,No material exception detected.,closed
AN00011792,2022-09-10,45678,planogram_mismatch,0.538,0.006,0.195,Detected SKU may not match assigned slot.,closed
AN00011793,2022-09-10,46019,normal,0.548,0.0,0.226,No material exception detected.,closed
AN00011794,2022-09-10,55845,normal,0.018,0.0,0.017,No material exception detected.,closed
AN00011795,2022-09-10,65044,planogram_mismatch,0.532,0.0,0.208,Detected SKU may not match assigned slot.,closed
AN00011796,2022-09-10,70133,normal,0.357,0.0,0.132,No material exception detected.,closed
AN00011797,2022-09-10,90130,normal,0.625,0.01,0.256,No material exception detected.,closed
AN00011798,2022-09-10,90143,normal,0.227,0.0,0.114,No material exception detected.,closed
AN00011799,2022-09-10,A10026,normal,0.088,0.0,0.047,No material exception detected.,closed
AN00011800,2022-09-10,A30035,cv_error,0.214,0.0,0.095,Low CV confidence may explain stock mismatch.,closed
AN00011801,2022-09-11,10060,normal,0.579,0.0,0.228,No material exception detected.,closed
AN00011802,2022-09-11,10091,normal,0.636,0.007,0.245,No material exception detected.,closed
AN00011803,2022-09-11,10092,normal,0.321,0.003,0.142,No material exception detected.,closed
AN00011804,2022-09-11,10093,normal,0.968,0.0,0.369,No material exception detected.,closed
AN00011805,2022-09-11,10094,normal,0.446,0.0,0.173,No material exception detected.,closed
AN00011806,2022-09-11,10095,normal,0.0,0.0,0.004,No material exception detected.,closed
AN00011807,2022-09-11,10100,normal,0.127,0.0,0.072,No material exception detected.,closed
AN00011808,2022-09-11,35035,normal,0.488,0.016,0.239,No material exception detected.,closed
AN00011809,2022-09-11,35192,normal,0.325,0.019,0.142,No material exception detected.,closed
AN00011810,2022-09-11,45470,normal,0.316,0.0,0.125,No material exception detected.,closed
AN00011811,2022-09-11,45657,normal,0.618,0.0,0.23,No material exception detected.,closed
AN00011812,2022-09-11,45678,normal,0.477,0.0,0.181,No material exception detected.,closed
AN00011813,2022-09-11,46019,normal,0.286,0.0,0.107,No material exception detected.,closed
AN00011814,2022-09-11,55845,cv_error,0.911,0.0,0.414,Low CV confidence may explain stock mismatch.,closed
AN00011815,2022-09-11,65044,normal,0.213,0.0,0.108,No material exception detected.,closed
AN00011816,2022-09-11,70133,normal,0.321,0.0,0.147,No material exception detected.,closed
AN00011817,2022-09-11,90130,normal,0.3,0.0,0.12,No material exception detected.,closed
AN00011818,2022-09-11,90143,normal,0.795,0.0,0.295,No material exception detected.,closed
AN00011819,2022-09-11,A10026,normal,0.176,0.019,0.104,No material exception detected.,closed
AN00011820,2022-09-11,A30035,normal,0.329,0.034,0.156,No material exception detected.,closed
AN00011821,2022-09-12,10060,normal,0.553,0.0,0.221,No material exception detected.,closed
AN00011822,2022-09-12,10091,normal,0.636,0.028,0.288,No material exception detected.,closed
AN00011823,2022-09-12,10092,planogram_mismatch,0.559,0.005,0.216,Detected SKU may not match assigned slot.,closed
AN00011824,2022-09-12,10093,normal,0.688,0.005,0.266,No material exception detected.,closed
AN00011825,2022-09-12,10094,normal,0.486,0.0,0.204,No material exception detected.,closed
AN00011826,2022-09-12,10095,normal,0.0,0.004,0.026,No material exception detected.,closed
AN00011827,2022-09-12,10100,normal,0.455,0.008,0.275,No material exception detected.,closed
AN00011828,2022-09-12,35035,normal,0.767,0.011,0.284,No material exception detected.,closed
AN00011829,2022-09-12,35192,normal,0.475,0.0,0.171,No material exception detected.,closed
AN00011830,2022-09-12,45470,normal,0.491,0.0,0.193,No material exception detected.,closed
AN00011831,2022-09-12,45657,normal,0.5,0.0,0.206,No material exception detected.,closed
AN00011832,2022-09-12,45678,planogram_mismatch,0.646,0.01,0.258,Detected SKU may not match assigned slot.,closed
AN00011833,2022-09-12,46019,normal,0.214,0.0,0.078,No material exception detected.,closed
AN00011834,2022-09-12,55845,normal,0.429,0.007,0.181,No material exception detected.,closed
AN00011835,2022-09-12,65044,normal,0.468,0.0,0.191,No material exception detected.,closed
AN00011836,2022-09-12,70133,normal,0.321,0.0,0.136,No material exception detected.,closed
AN00011837,2022-09-12,90130,normal,0.25,0.0,0.119,No material exception detected.,closed
AN00011838,2022-09-12,90143,normal,0.364,0.0,0.148,No material exception detected.,closed
AN00011839,2022-09-12,A10026,normal,0.529,0.009,0.195,No material exception detected.,closed
AN00011840,2022-09-12,A30035,normal,0.543,0.0,0.201,No material exception detected.,closed
AN00011841,2022-09-13,10060,normal,0.421,0.0,0.171,No material exception detected.,closed
AN00011842,2022-09-13,10091,normal,0.591,0.0,0.242,No material exception detected.,closed
AN00011843,2022-09-13,10092,normal,0.547,0.0,0.215,No material exception detected.,closed
AN00011844,2022-09-13,10093,normal,0.688,0.0,0.252,No material exception detected.,closed
AN00011845,2022-09-13,10094,normal,0.568,0.005,0.208,No material exception detected.,closed
AN00011846,2022-09-13,10095,normal,0.0,0.004,0.013,No material exception detected.,closed
AN00011847,2022-09-13,10100,normal,0.309,0.0,0.124,No material exception detected.,closed
AN00011848,2022-09-13,35035,normal,0.698,0.0,0.276,No material exception detected.,closed
AN00011849,2022-09-13,35192,normal,0.925,0.0,0.346,No material exception detected.,closed
AN00011850,2022-09-13,45470,normal,0.211,0.0,0.106,No material exception detected.,closed
AN00011851,2022-09-13,45657,normal,0.539,0.0,0.196,No material exception detected.,closed
AN00011852,2022-09-13,45678,normal,0.415,0.0,0.163,No material exception detected.,closed
AN00011853,2022-09-13,46019,normal,0.31,0.0,0.128,No material exception detected.,closed
AN00011854,2022-09-13,55845,normal,0.286,0.0,0.127,No material exception detected.,closed
AN00011855,2022-09-13,65044,normal,0.34,0.0,0.148,No material exception detected.,closed
AN00011856,2022-09-13,70133,normal,0.232,0.005,0.109,No material exception detected.,closed
AN00011857,2022-09-13,90130,normal,0.35,0.0,0.155,No material exception detected.,closed
AN00011858,2022-09-13,90143,normal,0.341,0.007,0.142,No material exception detected.,closed
AN00011859,2022-09-13,A10026,normal,0.294,0.01,0.127,No material exception detected.,closed
AN00011860,2022-09-13,A30035,normal,0.529,0.0,0.191,No material exception detected.,closed
AN00011861,2022-09-14,10060,normal,0.421,0.0,0.155,No material exception detected.,closed
AN00011862,2022-09-14,10091,normal,0.659,0.0,0.247,No material exception detected.,closed
AN00011863,2022-09-14,10092,normal,0.673,0.003,0.247,No material exception detected.,closed
AN00011864,2022-09-14,10093,normal,0.785,0.0,0.304,No material exception detected.,closed
AN00011865,2022-09-14,10094,normal,0.608,0.0,0.237,No material exception detected.,closed
AN00011866,2022-09-14,10095,normal,0.0,0.0,0.012,No material exception detected.,closed
AN00011867,2022-09-14,10100,normal,0.509,0.0,0.181,No material exception detected.,closed
AN00011868,2022-09-14,35035,normal,1.0,0.0,0.369,No material exception detected.,closed
AN00011869,2022-09-14,35192,normal,0.7,0.021,0.275,No material exception detected.,closed
AN00011870,2022-09-14,45470,normal,0.719,0.009,0.282,No material exception detected.,closed
AN00011871,2022-09-14,45657,normal,0.776,0.0,0.292,No material exception detected.,closed
AN00011872,2022-09-14,45678,normal,0.415,0.0,0.153,No material exception detected.,closed
AN00011873,2022-09-14,46019,normal,0.31,0.0,0.139,No material exception detected.,closed
AN00011874,2022-09-14,55845,normal,0.661,0.012,0.246,No material exception detected.,closed
AN00011875,2022-09-14,65044,normal,0.468,0.0,0.193,No material exception detected.,closed
AN00011876,2022-09-14,70133,normal,0.571,0.0,0.226,No material exception detected.,closed
AN00011877,2022-09-14,90130,normal,0.425,0.0,0.172,No material exception detected.,closed
AN00011878,2022-09-14,90143,normal,0.273,0.0,0.127,No material exception detected.,closed
AN00011879,2022-09-14,A10026,normal,0.118,0.0,0.047,No material exception detected.,closed
AN00011880,2022-09-14,A30035,normal,0.886,0.0,0.325,No material exception detected.,closed
AN00011881,2022-09-15,10060,normal,0.684,0.0,0.261,No material exception detected.,closed
AN00011882,2022-09-15,10091,normal,0.636,0.0,0.25,No material exception detected.,closed
AN00011883,2022-09-15,10092,normal,0.622,0.004,0.226,No material exception detected.,closed
AN00011884,2022-09-15,10093,normal,0.892,0.0,0.321,No material exception detected.,closed
AN00011885,2022-09-15,10094,normal,1.0,0.004,0.366,No material exception detected.,closed
AN00011886,2022-09-15,10095,normal,0.0,0.0,0.018,No material exception detected.,closed
AN00011887,2022-09-15,10100,normal,0.345,0.0,0.137,No material exception detected.,closed
AN00011888,2022-09-15,35035,normal,0.93,0.0,0.346,No material exception detected.,closed
AN00011889,2022-09-15,35192,normal,0.875,0.0,0.32,No material exception detected.,closed
AN00011890,2022-09-15,45470,normal,0.667,0.0,0.251,No material exception detected.,closed
AN00011891,2022-09-15,45657,normal,0.737,0.0,0.262,No material exception detected.,closed
AN00011892,2022-09-15,45678,normal,0.538,0.0,0.202,No material exception detected.,closed
AN00011893,2022-09-15,46019,normal,0.714,0.0,0.256,No material exception detected.,closed
AN00011894,2022-09-15,55845,normal,0.821,0.007,0.389,No material exception detected.,closed
AN00011895,2022-09-15,65044,normal,0.66,0.0,0.241,No material exception detected.,closed
AN00011896,2022-09-15,70133,normal,0.732,0.0,0.263,No material exception detected.,closed
AN00011897,2022-09-15,90130,normal,0.725,0.01,0.277,No material exception detected.,closed
AN00011898,2022-09-15,90143,normal,0.705,0.0,0.25,No material exception detected.,closed
AN00011899,2022-09-15,A10026,normal,0.765,0.0,0.278,No material exception detected.,closed
AN00011900,2022-09-15,A30035,normal,0.757,0.0,0.292,No material exception detected.,closed
AN00011901,2022-09-16,10060,normal,0.5,0.009,0.19,No material exception detected.,closed
AN00011902,2022-09-16,10091,normal,1.0,0.0,0.376,No material exception detected.,closed
AN00011903,2022-09-16,10092,normal,0.742,0.002,0.266,No material exception detected.,closed
AN00011904,2022-09-16,10093,normal,1.0,0.0,0.378,No material exception detected.,closed
AN00011905,2022-09-16,10094,normal,0.797,0.0,0.282,No material exception detected.,closed
AN00011906,2022-09-16,10095,normal,0.0,0.0,0.014,No material exception detected.,closed
AN00011907,2022-09-16,10100,normal,0.382,0.0,0.148,No material exception detected.,closed
AN00011908,2022-09-16,35035,normal,1.0,0.0,0.368,No material exception detected.,closed
