validation_id,date,sku_id,semantic_check,stock_audit,constraint_check,final_result,retry_count
VA00000477,2023-01-02,10100,pass,review,fail,block,0
VA00000478,2023-01-17,10100,pass,pass,pass,pass,0
VA00000479,2023-01-30,10100,pass,review,fail,block,1
VA00000480,2023-02-22,10100,pass,review,fail,block,1
VA00000481,2023-03-20,10100,pass,pass,pass,pass,0
VA00000482,2023-04-18,10100,pass,review,pass,review,2
VA00000483,2023-05-11,10100,pass,pass,pass,pass,0
VA00000484,2023-06-06,10100,pass,pass,pass,pass,0
VA00000485,2023-07-01,10100,pass,review,pass,review,1
VA00000486,2023-07-27,10100,pass,review,fail,block,1
VA00000487,2023-08-10,10100,pass,pass,pass,pass,0
VA00000488,2023-08-16,10100,pass,pass,pass,pass,0
VA00000489,2023-08-23,10100,pass,pass,pass,pass,0
VA00000490,2023-08-31,10100,pass,pass,pass,pass,0
VA00000491,2023-09-08,10100,pass,pass,pass,pass,0
VA00000492,2023-09-15,10100,pass,pass,pass,pass,0
VA00000493,2023-09-24,10100,pass,pass,pass,pass,0
VA00000494,2023-10-07,10100,pass,pass,pass,pass,0
VA00000495,2023-11-01,10100,pass,pass,pass,pass,0
VA00000496,2023-11-19,10100,pass,pass,pass,pass,0
VA00000497,2023-11-25,10100,pass,pass,pass,pass,0
VA00000498,2023-12-11,10100,pass,pass,pass,pass,0
VA00000499,2024-01-11,10100,pass,review,pass,review,1
VA00000500,2024-02-12,10100,pass,pass,pass,pass,0
VA00000501,2024-03-18,10100,pass,pass,pass,pass,0
VA00000502,2024-05-13,10100,pass,review,fail,block,2
VA00000503,2024-06-07,10100,pass,review,pass,review,1
VA00000504,2024-07-01,10100,pass,pass,pass,pass,0
VA00000505,2024-08-15,10100,pass,pass,pass,pass,0
VA00000506,2024-09-12,10100,pass,review,fail,block,1
VA00000507,2024-10-12,10100,pass,pass,pass,pass,0
VA00000508,2025-01-12,10100,pass,review,fail,block,2
VA00000509,2025-02-10,10100,pass,review,fail,block,0
VA00000510,2025-05-03,10100,pass,review,pass,review,2
VA00000511,2025-06-14,10100,pass,pass,pass,pass,0
VA00000512,2025-08-17,10100,pass,review,pass,review,1
VA00000513,2025-09-22,10100,pass,pass,pass,pass,0
VA00000514,2026-02-10,10100,pass,pass,pass,pass,0
VA00000515,2026-03-10,10100,pass,pass,pass,pass,0
VA00000516,2026-04-15,10100,pass,pass,pass,pass,0
VA00000517,2021-02-20,35035,pass,pass,pass,pass,0
VA00000518,2021-04-07,35035,pass,pass,pass,pass,0
VA00000519,2021-05-13,35035,pass,review,fail,block,1
VA00000520,2021-06-14,35035,pass,pass,pass,pass,0
VA00000521,2021-07-02,35035,pass,review,pass,review,0
VA00000522,2021-07-24,35035,pass,pass,pass,pass,0
VA00000523,2021-08-24,35035,pass,pass,pass,pass,0
VA00000524,2021-12-10,35035,pass,review,fail,block,2
VA00000525,2022-01-28,35035,pass,pass,pass,pass,0
VA00000526,2022-02-26,35035,pass,pass,pass,pass,0
VA00000527,2022-03-20,35035,pass,pass,pass,pass,0
VA00000528,2022-04-18,35035,pass,pass,pass,pass,0
VA00000529,2022-05-11,35035,pass,pass,pass,pass,0
VA00000530,2022-06-07,35035,pass,pass,pass,pass,0
VA00000531,2022-06-19,35035,pass,pass,pass,pass,0
VA00000532,2022-07-09,35035,pass,pass,pass,pass,0
VA00000533,2022-07-26,35035,pass,review,pass,review,2
VA00000534,2022-08-10,35035,pass,pass,pass,pass,0
VA00000535,2022-08-18,35035,pass,pass,pass,pass,0
VA00000536,2022-09-02,35035,pass,pass,pass,pass,0
VA00000537,2022-09-11,35035,pass,pass,pass,pass,0
VA00000538,2022-09-23,35035,pass,pass,pass,pass,0
VA00000539,2022-10-04,35035,pass,pass,pass,pass,0
VA00000540,2022-10-22,35035,pass,pass,pass,pass,0
VA00000541,2022-11-12,35035,pass,review,pass,review,1
VA00000542,2022-12-29,35035,pass,review,fail,block,1
VA00000543,2023-02-10,35035,pass,review,pass,review,1
VA00000544,2023-02-26,35035,pass,pass,pass,pass,0
VA00000545,2023-03-18,35035,pass,review,pass,review,1
VA00000546,2023-04-07,35035,pass,pass,pass,pass,0
VA00000547,2023-04-21,35035,pass,pass,pass,pass,0
VA00000548,2023-05-08,35035,pass,review,pass,review,0
VA00000549,2023-05-24,35035,pass,review,fail,block,0
VA00000550,2023-06-09,35035,pass,review,fail,block,1
VA00000551,2023-06-22,35035,pass,pass,pass,pass,0
VA00000552,2023-07-01,35035,pass,pass,pass,pass,0
VA00000553,2023-07-11,35035,pass,pass,pass,pass,0
VA00000554,2023-07-23,35035,pass,pass,pass,pass,0
VA00000555,2023-08-08,35035,pass,pass,pass,pass,0
VA00000556,2023-08-21,35035,pass,pass,pass,pass,0
VA00000557,2023-09-05,35035,pass,review,fail,block,1
VA00000558,2023-09-23,35035,pass,review,fail,block,1
VA00000559,2023-10-28,35035,pass,review,pass,review,2
VA00000560,2023-11-27,35035,pass,pass,pass,pass,0
VA00000561,2023-12-27,35035,pass,pass,pass,pass,0
VA00000562,2024-01-13,35035,pass,review,pass,review,2
VA00000563,2024-02-03,35035,pass,review,pass,review,0
VA00000564,2024-03-01,35035,pass,pass,pass,pass,0
VA00000565,2024-03-15,35035,pass,pass,pass,pass,0
VA00000566,2024-03-30,35035,pass,review,fail,block,2
VA00000567,2024-04-10,35035,pass,pass,pass,pass,0
VA00000568,2024-04-25,35035,pass,pass,pass,pass,0
VA00000569,2024-05-09,35035,pass,pass,pass,pass,0
VA00000570,2024-05-22,35035,pass,review,pass,review,2
VA00000571,2024-06-08,35035,pass,pass,pass,pass,0
VA00000572,2024-06-21,35035,pass,pass,pass,pass,0
VA00000573,2024-07-06,35035,pass,pass,pass,pass,0
VA00000574,2024-07-22,35035,pass,review,pass,review,0
VA00000575,2024-08-04,35035,pass,review,pass,review,0
VA00000576,2024-08-18,35035,pass,review,fail,block,0
VA00000577,2024-09-05,35035,pass,pass,pass,pass,0
VA00000578,2024-09-24,35035,pass,review,pass,review,1
VA00000579,2025-01-12,35035,pass,review,pass,review,2
VA00000580,2025-03-13,35035,pass,pass,pass,pass,0
VA00000581,2025-07-07,35035,pass,pass,pass,pass,0
VA00000582,2025-09-25,35035,pass,review,fail,block,0
VA00000583,2026-02-08,35035,pass,pass,pass,pass,0
VA00000584,2026-03-26,35035,pass,pass,pass,pass,0
VA00000585,2021-10-01,35192,pass,pass,pass,pass,0
VA00000586,2021-10-15,35192,pass,pass,pass,pass,0
VA00000587,2021-10-29,35192,pass,pass,pass,pass,0
VA00000588,2021-11-10,35192,pass,pass,pass,pass,0
VA00000589,2021-11-22,35192,pass,pass,pass,pass,0
VA00000590,2021-12-07,35192,pass,pass,pass,pass,0
VA00000591,2021-12-19,35192,pass,pass,pass,pass,0
VA00000592,2021-12-30,35192,pass,review,pass,review,2
VA00000593,2022-01-14,35192,pass,review,pass,review,0
VA00000594,2022-01-29,35192,pass,pass,pass,pass,0
VA00000595,2022-02-13,35192,pass,pass,pass,pass,0
VA00000596,2022-03-07,35192,pass,review,fail,block,1
VA00000597,2022-03-31,35192,pass,review,fail,block,0
VA00000598,2022-04-25,35192,pass,pass,pass,pass,0
VA00000599,2022-05-19,35192,pass,review,fail,block,1
VA00000600,2022-06-09,35192,pass,review,pass,review,1
VA00000601,2022-06-30,35192,pass,pass,pass,pass,0
VA00000602,2022-07-20,35192,pass,pass,pass,pass,0
VA00000603,2022-08-04,35192,pass,pass,pass,pass,0
VA00000604,2022-08-18,35192,pass,pass,pass,pass,0
VA00000605,2022-09-02,35192,pass,pass,pass,pass,0
VA00000606,2022-09-18,35192,pass,review,fail,block,2
VA00000607,2022-10-09,35192,pass,pass,pass,pass,0
VA00000608,2022-10-29,35192,pass,review,pass,review,0
VA00000609,2022-11-14,35192,pass,review,fail,block,2
VA00000610,2022-11-27,35192,pass,pass,pass,pass,0
VA00000611,2022-12-13,35192,pass,pass,pass,pass,0
VA00000612,2022-12-28,35192,pass,pass,pass,pass,0
VA00000613,2023-01-16,35192,pass,review,fail,block,0
VA00000614,2023-02-11,35192,pass,review,pass,review,1
VA00000615,2023-03-02,35192,pass,review,fail,block,2
VA00000616,2023-03-22,35192,pass,review,pass,review,2
VA00000617,2023-04-07,35192,pass,review,pass,review,2
VA00000618,2023-04-28,35192,pass,pass,pass,pass,0
VA00000619,2023-05-17,35192,pass,review,pass,review,1
VA00000620,2023-06-08,35192,pass,review,pass,review,2
VA00000621,2023-06-25,35192,pass,pass,pass,pass,0
VA00000622,2023-07-14,35192,pass,review,pass,review,0
VA00000623,2023-08-06,35192,pass,pass,pass,pass,0
VA00000624,2023-08-17,35192,pass,review,pass,review,2
VA00000625,2023-08-28,35192,pass,review,fail,block,0
VA00000626,2023-09-06,35192,pass,review,fail,block,2
VA00000627,2023-09-17,35192,pass,review,pass,review,0
VA00000628,2023-09-29,35192,pass,pass,pass,pass,0
VA00000629,2023-10-18,35192,pass,pass,pass,pass,0
VA00000630,2023-11-07,35192,pass,pass,pass,pass,0
VA00000631,2023-12-28,35192,pass,pass,pass,pass,0
VA00000632,2024-01-18,35192,pass,pass,pass,pass,0
VA00000633,2024-02-06,35192,pass,pass,pass,pass,0
VA00000634,2024-04-05,35192,pass,pass,pass,pass,0
VA00000635,2024-05-02,35192,pass,pass,pass,pass,0
VA00000636,2024-06-25,35192,pass,pass,pass,pass,0
VA00000637,2024-07-23,35192,pass,pass,pass,pass,0
VA00000638,2024-08-19,35192,pass,pass,pass,pass,0
VA00000639,2024-09-15,35192,pass,pass,pass,pass,0
VA00000640,2024-10-09,35192,pass,pass,pass,pass,0
VA00000641,2024-10-31,35192,pass,pass,pass,pass,0
VA00000642,2024-11-24,35192,pass,review,pass,review,2
VA00000643,2025-01-23,35192,pass,pass,pass,pass,0
VA00000644,2025-03-14,35192,pass,pass,pass,pass,0
VA00000645,2025-04-07,35192,pass,review,fail,block,2
VA00000646,2025-05-02,35192,pass,review,pass,review,0
VA00000647,2025-06-30,35192,pass,review,pass,review,0
VA00000648,2025-08-01,35192,pass,pass,pass,pass,0
VA00000649,2025-08-30,35192,pass,review,pass,review,1
VA00000650,2025-09-25,35192,pass,pass,pass,pass,0
VA00000651,2025-10-22,35192,pass,pass,pass,pass,0
VA00000652,2025-11-17,35192,pass,pass,pass,pass,0
VA00000653,2026-01-22,35192,pass,pass,pass,pass,0
VA00000654,2026-02-22,35192,pass,pass,pass,pass,0
VA00000655,2026-03-24,35192,pass,pass,pass,pass,0
VA00000656,2026-04-28,35192,pass,pass,pass,pass,0
VA00000657,2021-03-02,45470,pass,review,fail,block,1
VA00000658,2021-04-01,45470,pass,pass,pass,pass,0
VA00000659,2021-04-21,45470,pass,pass,pass,pass,0
VA00000660,2021-05-15,45470,pass,pass,pass,pass,0
VA00000661,2021-05-31,45470,pass,review,fail,block,1
VA00000662,2021-06-16,45470,pass,review,pass,review,0
VA00000663,2021-07-02,45470,pass,review,fail,block,2
VA00000664,2021-07-11,45470,pass,pass,pass,pass,0
VA00000665,2021-08-09,45470,pass,pass,pass,pass,0
VA00000666,2021-11-26,45470,pass,pass,pass,pass,0
VA00000667,2022-01-17,45470,pass,pass,pass,pass,0
VA00000668,2022-02-01,45470,pass,pass,pass,pass,0
VA00000669,2022-02-26,45470,pass,review,pass,review,0
VA00000670,2022-03-09,45470,pass,pass,pass,pass,0
VA00000671,2022-03-24,45470,pass,review,pass,review,1
VA00000672,2022-04-06,45470,pass,pass,pass,pass,0
VA00000673,2022-04-20,45470,pass,review,pass,review,1
VA00000674,2022-05-06,45470,pass,pass,pass,pass,0
VA00000675,2022-05-19,45470,pass,pass,pass,pass,0
VA00000676,2022-06-03,45470,pass,review,fail,block,1
VA00000677,2022-06-17,45470,pass,pass,pass,pass,0
VA00000678,2022-06-27,45470,pass,pass,pass,pass,0
VA00000679,2022-07-09,45470,pass,review,pass,review,0
VA00000680,2022-07-24,45470,pass,review,pass,review,2
VA00000681,2022-08-07,45470,pass,review,fail,block,2
VA00000682,2022-08-17,45470,pass,pass,pass,pass,0
VA00000683,2022-08-28,45470,pass,pass,pass,pass,0
VA00000684,2022-09-13,45470,pass,review,pass,review,1
VA00000685,2022-09-26,45470,pass,pass,pass,pass,0
VA00000686,2022-10-07,45470,pass,review,pass,review,2
VA00000687,2022-10-28,45470,pass,pass,pass,pass,0
VA00000688,2022-12-10,45470,pass,review,pass,review,2
VA00000689,2023-02-11,45470,pass,pass,pass,pass,0
VA00000690,2023-03-05,45470,pass,review,pass,review,1
VA00000691,2023-04-07,45470,pass,review,pass,review,2
VA00000692,2023-05-13,45470,pass,pass,pass,pass,0
VA00000693,2023-06-19,45470,pass,pass,pass,pass,0
VA00000694,2023-06-30,45470,pass,pass,pass,pass,0
VA00000695,2023-07-11,45470,pass,pass,pass,pass,0
VA00000696,2023-07-21,45470,pass,pass,pass,pass,0
VA00000697,2023-08-03,45470,pass,review,pass,review,2
VA00000698,2023-08-16,45470,pass,pass,pass,pass,0
VA00000699,2023-08-25,45470,pass,pass,pass,pass,0
VA00000700,2023-09-08,45470,pass,pass,pass,pass,0
VA00000701,2023-09-26,45470,pass,pass,pass,pass,0
VA00000702,2023-11-05,45470,pass,review,fail,block,2
VA00000703,2023-11-30,45470,pass,review,fail,block,1
VA00000704,2023-12-31,45470,pass,pass,pass,pass,0
VA00000705,2024-01-19,45470,pass,review,fail,block,2
VA00000706,2024-02-13,45470,pass,pass,pass,pass,0
VA00000707,2024-03-19,45470,pass,pass,pass,pass,0
VA00000708,2024-04-02,45470,pass,pass,pass,pass,0
VA00000709,2024-04-18,45470,pass,review,pass,review,2
VA00000710,2024-04-29,45470,pass,review,fail,block,0
VA00000711,2024-05-11,45470,pass,pass,pass,pass,0
VA00000712,2024-05-24,45470,pass,review,pass,review,0
VA00000713,2024-06-09,45470,pass,pass,pass,pass,0
VA00000714,2024-06-29,45470,pass,review,pass,review,0
VA00000715,2024-07-09,45470,pass,pass,pass,pass,0
VA00000716,2024-07-23,45470,pass,review,pass,review,0
VA00000717,2024-08-03,45470,pass,review,pass,review,1
VA00000718,2024-08-16,45470,pass,pass,pass,pass,0
VA00000719,2024-08-31,45470,pass,pass,pass,pass,0
VA00000720,2024-09-13,45470,pass,review,fail,block,0
VA00000721,2024-09-27,45470,pass,review,pass,review,0
VA00000722,2024-12-31,45470,pass,pass,pass,pass,0
VA00000723,2025-02-07,45470,pass,pass,pass,pass,0
VA00000724,2025-03-15,45470,pass,pass,pass,pass,0
VA00000725,2025-06-16,45470,pass,pass,pass,pass,0
VA00000726,2025-07-14,45470,pass,review,fail,block,1
VA00000727,2025-08-23,45470,pass,review,fail,block,0
VA00000728,2025-09-26,45470,pass,pass,pass,pass,0
VA00000729,2021-02-11,45657,pass,review,fail,block,0
VA00000730,2021-03-11,45657,pass,pass,pass,pass,0
VA00000731,2021-04-09,45657,pass,pass,pass,pass,0
VA00000732,2021-05-06,45657,pass,pass,pass,pass,0
VA00000733,2021-06-02,45657,pass,review,fail,block,1
VA00000734,2021-06-26,45657,pass,review,pass,review,2
VA00000735,2021-07-17,45657,pass,pass,pass,pass,0
VA00000736,2021-08-09,45657,pass,review,fail,block,0
VA00000737,2021-09-02,45657,pass,review,pass,review,0
VA00000738,2021-09-25,45657,pass,review,fail,block,1
VA00000739,2021-10-18,45657,pass,pass,pass,pass,0
VA00000740,2021-11-09,45657,pass,pass,pass,pass,0
VA00000741,2021-11-30,45657,pass,pass,pass,pass,0
VA00000742,2021-12-18,45657,pass,pass,pass,pass,0
VA00000743,2022-01-09,45657,pass,review,pass,review,0
VA00000744,2022-02-06,45657,pass,pass,pass,pass,0
VA00000745,2022-03-04,45657,pass,pass,pass,pass,0
VA00000746,2022-03-30,45657,pass,review,fail,block,0
VA00000747,2022-04-19,45657,pass,pass,pass,pass,0
VA00000748,2022-05-12,45657,pass,pass,pass,pass,0
VA00000749,2022-06-03,45657,pass,pass,pass,pass,0
VA00000750,2022-06-26,45657,pass,review,fail,block,2
VA00000751,2022-07-21,45657,pass,review,fail,block,0
VA00000752,2022-08-13,45657,pass,review,pass,review,0
VA00000753,2022-09-04,45657,pass,pass,pass,pass,0
VA00000754,2022-09-28,45657,pass,review,fail,block,2
VA00000755,2022-10-20,45657,pass,review,pass,review,0
VA00000756,2022-11-14,45657,pass,review,fail,block,2
VA00000757,2022-12-08,45657,pass,review,pass,review,1
VA00000758,2022-12-29,45657,pass,review,fail,block,1
VA00000759,2023-01-30,45657,pass,pass,pass,pass,0
VA00000760,2023-03-01,45657,pass,review,pass,review,2
VA00000761,2023-03-28,45657,pass,review,fail,block,0
VA00000762,2023-04-23,45657,pass,review,fail,block,2
VA00000763,2023-05-19,45657,pass,pass,pass,pass,0
VA00000764,2023-06-13,45657,pass,pass,pass,pass,0
VA00000765,2023-07-05,45657,pass,pass,pass,pass,0
VA00000766,2023-07-27,45657,pass,pass,pass,pass,0
VA00000767,2023-08-17,45657,pass,pass,pass,pass,0
VA00000768,2023-09-06,45657,pass,review,fail,block,0
VA00000769,2023-10-01,45657,pass,pass,pass,pass,0
VA00000770,2023-10-25,45657,pass,pass,pass,pass,0
VA00000771,2023-11-17,45657,pass,review,fail,block,1
VA00000772,2023-12-12,45657,pass,pass,pass,pass,0
VA00000773,2024-01-05,45657,pass,pass,pass,pass,0
VA00000774,2024-02-08,45657,pass,pass,pass,pass,0
VA00000775,2024-03-11,45657,pass,pass,pass,pass,0
VA00000776,2024-04-12,45657,pass,review,fail,block,0
VA00000777,2024-05-11,45657,pass,pass,pass,pass,0
VA00000778,2024-06-09,45657,pass,pass,pass,pass,0
VA00000779,2024-07-05,45657,pass,review,pass,review,1
VA00000780,2024-07-25,45657,pass,pass,pass,pass,0
VA00000781,2024-08-12,45657,pass,pass,pass,pass,0
VA00000782,2024-09-01,45657,pass,pass,pass,pass,0
VA00000783,2024-09-24,45657,pass,pass,pass,pass,0
VA00000784,2024-10-18,45657,pass,review,pass,review,0
VA00000785,2024-11-12,45657,pass,review,pass,review,2
VA00000786,2024-12-06,45657,pass,pass,pass,pass,0
VA00000787,2024-12-28,45657,pass,review,fail,block,1
VA00000788,2025-01-27,45657,pass,review,pass,review,0
VA00000789,2025-02-28,45657,pass,review,fail,block,2
VA00000790,2025-03-29,45657,pass,review,pass,review,1
VA00000791,2025-04-24,45657,pass,pass,pass,pass,0
VA00000792,2025-05-18,45657,pass,pass,pass,pass,0
VA00000793,2025-06-08,45657,pass,review,pass,review,1
VA00000794,2025-06-28,45657,pass,review,pass,review,0
VA00000795,2025-07-20,45657,pass,review,fail,block,1
VA00000796,2025-08-11,45657,pass,review,pass,review,0
VA00000797,2025-09-02,45657,pass,review,pass,review,1
VA00000798,2025-09-28,45657,pass,pass,pass,pass,0
VA00000799,2025-10-27,45657,pass,pass,pass,pass,0
VA00000800,2025-11-25,45657,pass,review,fail,block,2
VA00000801,2025-12-21,45657,pass,pass,pass,pass,0
VA00000802,2026-01-26,45657,pass,pass,pass,pass,0
VA00000803,2026-02-28,45657,pass,review,pass,review,0
VA00000804,2026-03-31,45657,pass,review,fail,block,2
VA00000805,2026-04-30,45657,pass,review,pass,review,2
VA00000806,2021-02-01,45678,pass,pass,pass,pass,0
VA00000807,2021-02-11,45678,pass,pass,pass,pass,0
VA00000808,2021-02-20,45678,pass,review,fail,block,1
VA00000809,2021-03-01,45678,pass,review,pass,review,2
VA00000810,2021-03-13,45678,pass,pass,pass,pass,0
VA00000811,2021-03-27,45678,pass,pass,pass,pass,0
VA00000812,2021-04-07,45678,pass,review,fail,block,1
VA00000813,2021-04-18,45678,pass,pass,pass,pass,0
VA00000814,2021-04-27,45678,pass,review,fail,block,1
VA00000815,2021-05-05,45678,pass,pass,pass,pass,0
VA00000816,2021-05-14,45678,pass,pass,pass,pass,0
VA00000817,2021-05-26,45678,pass,review,pass,review,1
VA00000818,2021-06-10,45678,pass,pass,pass,pass,0
VA00000819,2021-06-26,45678,pass,review,pass,review,2
VA00000820,2021-07-13,45678,pass,pass,pass,pass,0
VA00000821,2021-07-29,45678,pass,pass,pass,pass,0
VA00000822,2021-08-14,45678,pass,pass,pass,pass,0
VA00000823,2021-08-30,45678,pass,pass,pass,pass,0
VA00000824,2021-09-11,45678,pass,review,fail,block,2
VA00000825,2021-09-30,45678,pass,pass,pass,pass,0
VA00000826,2021-10-16,45678,pass,review,pass,review,1
VA00000827,2021-11-08,45678,pass,review,pass,review,0
VA00000828,2021-11-30,45678,pass,pass,pass,pass,0
VA00000829,2021-12-20,45678,pass,pass,pass,pass,0
VA00000830,2022-01-09,45678,pass,pass,pass,pass,0
VA00000831,2022-01-29,45678,pass,review,pass,review,0
VA00000832,2022-02-18,45678,pass,pass,pass,pass,0
VA00000833,2022-03-07,45678,pass,pass,pass,pass,0
VA00000834,2022-03-27,45678,pass,review,pass,review,0
VA00000835,2022-04-13,45678,pass,review,fail,block,2
VA00000836,2022-05-01,45678,pass,pass,pass,pass,0
VA00000837,2022-05-17,45678,pass,review,fail,block,1
VA00000838,2022-06-06,45678,pass,pass,pass,pass,0
VA00000839,2022-07-01,45678,pass,pass,pass,pass,0
VA00000840,2022-07-22,45678,pass,review,pass,review,2
VA00000841,2022-08-14,45678,pass,pass,pass,pass,0
VA00000842,2022-09-03,45678,pass,pass,pass,pass,0
VA00000843,2022-09-26,45678,pass,pass,pass,pass,0
VA00000844,2022-10-15,45678,pass,pass,pass,pass,0
VA00000845,2022-11-03,45678,pass,review,fail,block,2
VA00000846,2022-11-21,45678,pass,review,pass,review,0
VA00000847,2022-12-14,45678,pass,pass,pass,pass,0
VA00000848,2023-01-04,45678,pass,pass,pass,pass,0
VA00000849,2023-01-26,45678,pass,review,pass,review,1
VA00000850,2024-02-15,45678,pass,review,pass,review,2
VA00000851,2024-03-10,45678,pass,pass,pass,pass,0
VA00000852,2024-03-30,45678,pass,pass,pass,pass,0
VA00000853,2024-04-22,45678,pass,review,pass,review,1
VA00000854,2024-05-21,45678,pass,review,fail,block,1
VA00000855,2024-06-13,45678,pass,review,pass,review,2
VA00000856,2024-07-05,45678,pass,pass,pass,pass,0
VA00000857,2024-07-30,45678,pass,review,pass,review,1
VA00000858,2024-10-28,45678,pass,review,fail,block,2
VA00000859,2024-11-15,45678,pass,pass,pass,pass,0
VA00000860,2024-12-07,45678,pass,review,pass,review,2
VA00000861,2025-01-02,45678,pass,pass,pass,pass,0
VA00000862,2025-01-31,45678,pass,pass,pass,pass,0
VA00000863,2025-02-27,45678,pass,pass,pass,pass,0
VA00000864,2025-03-25,45678,pass,pass,pass,pass,0
VA00000865,2025-04-22,45678,pass,review,fail,block,2
VA00000866,2025-05-16,45678,pass,pass,pass,pass,0
VA00000867,2025-06-09,45678,pass,pass,pass,pass,0
VA00000868,2025-07-01,45678,pass,pass,pass,pass,0
VA00000869,2025-07-23,45678,pass,review,fail,block,0
VA00000870,2025-08-13,45678,pass,pass,pass,pass,0
VA00000871,2025-09-06,45678,pass,pass,pass,pass,0
VA00000872,2025-10-02,45678,pass,review,fail,block,0
VA00000873,2025-10-28,45678,pass,pass,pass,pass,0
VA00000874,2025-11-27,45678,pass,pass,pass,pass,0
VA00000875,2025-12-29,45678,pass,review,fail,block,1
VA00000876,2026-01-26,45678,pass,pass,pass,pass,0
VA00000877,2026-02-21,45678,pass,review,pass,review,1
VA00000878,2026-03-19,45678,pass,review,pass,review,1
VA00000879,2026-04-10,45678,pass,review,pass,review,2
VA00000880,2026-05-15,45678,pass,pass,pass,pass,0
VA00000881,2022-02-26,46019,pass,pass,pass,pass,0
VA00000882,2022-03-08,46019,pass,pass,pass,pass,0
VA00000883,2022-03-17,46019,pass,review,fail,block,0
VA00000884,2022-03-26,46019,pass,review,pass,review,1
VA00000885,2022-04-06,46019,pass,pass,pass,pass,0
VA00000886,2022-04-18,46019,pass,pass,pass,pass,0
VA00000887,2022-04-29,46019,pass,review,pass,review,0
VA00000888,2022-05-06,46019,pass,pass,pass,pass,0
VA00000889,2022-05-13,46019,pass,review,fail,block,1
VA00000890,2022-05-22,46019,pass,pass,pass,pass,0
VA00000891,2022-06-03,46019,pass,review,fail,block,1
VA00000892,2022-06-16,46019,pass,pass,pass,pass,0
VA00000893,2022-06-29,46019,pass,pass,pass,pass,0
VA00000894,2022-07-13,46019,pass,pass,pass,pass,0
VA00000895,2022-08-12,46019,pass,review,pass,review,2
VA00000896,2022-09-03,46019,pass,pass,pass,pass,0
VA00000897,2022-09-22,46019,pass,pass,pass,pass,0
VA00000898,2022-10-14,46019,pass,review,fail,block,2
VA00000899,2022-11-04,46019,pass,review,fail,block,2
VA00000900,2022-11-20,46019,pass,pass,pass,pass,0
VA00000901,2022-12-14,46019,pass,pass,pass,pass,0
VA00000902,2023-01-06,46019,pass,pass,pass,pass,0
VA00000903,2023-04-22,46019,pass,pass,pass,pass,0
VA00000904,2023-09-03,46019,pass,pass,pass,pass,0
VA00000905,2023-09-15,46019,pass,review,pass,review,1
VA00000906,2023-10-07,46019,pass,pass,pass,pass,0
VA00000907,2023-11-01,46019,pass,pass,pass,pass,0
VA00000908,2023-11-14,46019,pass,pass,pass,pass,0
VA00000909,2023-12-06,46019,pass,review,pass,review,0
VA00000910,2023-12-31,46019,pass,pass,pass,pass,0
VA00000911,2024-01-25,46019,pass,review,fail,block,0
VA00000912,2024-02-10,46019,pass,review,fail,block,1
VA00000913,2024-03-02,46019,pass,pass,pass,pass,0
VA00000914,2024-03-21,46019,pass,pass,pass,pass,0
VA00000915,2024-04-06,46019,pass,review,pass,review,2
VA00000916,2024-04-17,46019,pass,pass,pass,pass,0
VA00000917,2024-05-02,46019,pass,pass,pass,pass,0
VA00000918,2024-05-16,46019,pass,review,fail,block,2
VA00000919,2024-05-31,46019,pass,review,fail,block,1
VA00000920,2024-06-11,46019,pass,review,pass,review,0
VA00000921,2024-06-25,46019,pass,pass,pass,pass,0
VA00000922,2024-07-08,46019,pass,pass,pass,pass,0
VA00000923,2024-08-02,46019,pass,pass,pass,pass,0
VA00000924,2024-08-17,46019,pass,pass,pass,pass,0
VA00000925,2024-09-01,46019,pass,pass,pass,pass,0
VA00000926,2024-09-15,46019,pass,review,pass,review,2
VA00000927,2024-10-03,46019,pass,pass,pass,pass,0
VA00000928,2024-10-23,46019,pass,review,fail,block,2
VA00000929,2024-11-10,46019,pass,pass,pass,pass,0
VA00000930,2024-12-04,46019,pass,pass,pass,pass,0
VA00000931,2024-12-19,46019,pass,review,fail,block,1
VA00000932,2025-01-09,46019,pass,pass,pass,pass,0
VA00000933,2025-02-08,46019,pass,review,pass,review,0
VA00000934,2025-03-11,46019,pass,pass,pass,pass,0
VA00000935,2025-04-05,46019,pass,pass,pass,pass,0
VA00000936,2025-04-26,46019,pass,review,pass,review,1
VA00000937,2025-06-12,46019,pass,pass,pass,pass,0
VA00000938,2025-07-21,46019,pass,review,fail,block,1
VA00000939,2025-09-03,46019,pass,review,pass,review,2
VA00000940,2025-10-12,46019,pass,pass,pass,pass,0
VA00000941,2025-11-13,46019,pass,pass,pass,pass,0
VA00000942,2025-12-17,46019,pass,pass,pass,pass,0
VA00000943,2026-01-17,46019,pass,review,fail,block,1
VA00000944,2026-02-11,46019,pass,pass,pass,pass,0
VA00000945,2026-03-09,46019,pass,review,pass,review,2
VA00000946,2026-04-07,46019,pass,review,fail,block,0
VA00000947,2026-05-06,46019,pass,review,pass,review,2
VA00000948,2021-02-25,55845,pass,pass,pass,pass,0
VA00000949,2021-04-01,55845,pass,pass,pass,pass,0
VA00000950,2021-04-23,55845,pass,pass,pass,pass,0
VA00000951,2021-05-15,55845,pass,review,fail,block,1
VA00000952,2021-06-01,55845,pass,review,fail,block,2
VA00000953,2021-06-16,55845,pass,pass,pass,pass,0
VA00000954,2021-06-28,55845,pass,pass,pass,pass,0
