draft_id,date,sku_id,suggested_qty,reasoning,confidence
DR00000358,2025-04-26,10094,200,Stock is at or below deterministic reorder point.,0.812
DR00000359,2025-05-22,10094,200,Stock is at or below deterministic reorder point.,0.936
DR00000360,2025-06-14,10094,200,Stock is at or below deterministic reorder point.,0.817
DR00000361,2025-07-05,10094,200,Stock is at or below deterministic reorder point.,0.821
DR00000362,2025-07-26,10094,200,Stock is at or below deterministic reorder point.,0.818
DR00000363,2025-08-15,10094,200,Stock is at or below deterministic reorder point.,0.938
DR00000364,2025-09-06,10094,200,Stock is at or below deterministic reorder point.,0.95
DR00000365,2025-09-27,10094,200,Stock is at or below deterministic reorder point.,0.931
DR00000366,2025-10-25,10094,200,Stock is at or below deterministic reorder point.,0.938
DR00000367,2025-11-25,10094,200,Stock is at or below deterministic reorder point.,0.928
DR00000368,2025-12-21,10094,200,Stock is at or below deterministic reorder point.,0.919
DR00000369,2026-01-26,10094,200,Stock is at or below deterministic reorder point.,0.862
DR00000370,2026-02-25,10094,200,Stock is at or below deterministic reorder point.,0.818
DR00000371,2026-03-26,10094,200,Stock is at or below deterministic reorder point.,0.944
DR00000372,2026-04-22,10094,200,Stock is at or below deterministic reorder point.,0.883
DR00000373,2026-05-17,10094,200,Stock is at or below deterministic reorder point.,0.948
DR00000374,2023-08-18,10095,80,Stock is at or below deterministic reorder point.,0.952
DR00000375,2023-08-29,10095,80,Stock is at or below deterministic reorder point.,0.9
DR00000376,2023-09-08,10095,80,Stock is at or below deterministic reorder point.,0.858
DR00000377,2023-09-21,10095,80,Stock is at or below deterministic reorder point.,0.843
DR00000378,2023-10-06,10095,80,Stock is at or below deterministic reorder point.,0.796
DR00000379,2023-10-19,10095,80,Stock is at or below deterministic reorder point.,0.956
DR00000380,2023-11-02,10095,80,Stock is at or below deterministic reorder point.,0.93
DR00000381,2023-11-09,10095,80,Stock is at or below deterministic reorder point.,0.852
DR00000382,2023-11-18,10095,80,Stock is at or below deterministic reorder point.,0.793
DR00000383,2023-11-29,10095,80,Stock is at or below deterministic reorder point.,0.838
DR00000384,2023-12-06,10095,80,Stock is at or below deterministic reorder point.,0.836
DR00000385,2023-12-12,10095,80,Stock is at or below deterministic reorder point.,0.898
DR00000386,2023-12-19,10095,80,Stock is at or below deterministic reorder point.,0.793
DR00000387,2023-12-29,10095,80,Stock is at or below deterministic reorder point.,0.903
DR00000388,2024-01-12,10095,80,Stock is at or below deterministic reorder point.,0.794
DR00000389,2024-01-26,10095,80,Stock is at or below deterministic reorder point.,0.922
DR00000390,2024-02-07,10095,80,Stock is at or below deterministic reorder point.,0.879
DR00000391,2024-02-19,10095,80,Stock is at or below deterministic reorder point.,0.892
DR00000392,2024-03-12,10095,80,Stock is at or below deterministic reorder point.,0.809
DR00000393,2024-03-30,10095,80,Stock is at or below deterministic reorder point.,0.859
DR00000394,2024-04-15,10095,80,Stock is at or below deterministic reorder point.,0.801
DR00000395,2024-04-29,10095,80,Stock is at or below deterministic reorder point.,0.866
DR00000396,2024-05-14,10095,80,Stock is at or below deterministic reorder point.,0.862
DR00000397,2024-06-03,10095,80,Stock is at or below deterministic reorder point.,0.83
DR00000398,2024-06-15,10095,80,Stock is at or below deterministic reorder point.,0.864
DR00000399,2024-06-30,10095,80,Stock is at or below deterministic reorder point.,0.91
DR00000400,2024-07-14,10095,80,Stock is at or below deterministic reorder point.,0.909
DR00000401,2024-07-26,10095,80,Stock is at or below deterministic reorder point.,0.797
DR00000402,2024-08-07,10095,80,Stock is at or below deterministic reorder point.,0.801
DR00000403,2024-08-15,10095,80,Stock is at or below deterministic reorder point.,0.798
DR00000404,2024-08-31,10095,80,Stock is at or below deterministic reorder point.,0.908
DR00000405,2024-09-13,10095,80,Stock is at or below deterministic reorder point.,0.865
DR00000406,2024-10-03,10095,80,Stock is at or below deterministic reorder point.,0.904
DR00000407,2024-10-20,10095,80,Stock is at or below deterministic reorder point.,0.829
DR00000408,2024-11-08,10095,80,Stock is at or below deterministic reorder point.,0.904
DR00000409,2024-11-20,10095,80,Stock is at or below deterministic reorder point.,0.948
DR00000410,2024-11-30,10095,80,Stock is at or below deterministic reorder point.,0.83
DR00000411,2024-12-22,10095,80,Stock is at or below deterministic reorder point.,0.917
DR00000412,2024-12-29,10095,80,Stock is at or below deterministic reorder point.,0.955
DR00000413,2025-01-05,10095,80,Stock is at or below deterministic reorder point.,0.789
DR00000414,2025-01-12,10095,80,Stock is at or below deterministic reorder point.,0.785
DR00000415,2025-01-21,10095,80,Stock is at or below deterministic reorder point.,0.844
DR00000416,2025-01-30,10095,80,Stock is at or below deterministic reorder point.,0.799
DR00000417,2025-02-06,10095,80,Stock is at or below deterministic reorder point.,0.83
DR00000418,2025-02-15,10095,80,Stock is at or below deterministic reorder point.,0.825
DR00000419,2025-02-26,10095,80,Stock is at or below deterministic reorder point.,0.848
DR00000420,2025-03-08,10095,80,Stock is at or below deterministic reorder point.,0.807
DR00000421,2025-03-29,10095,80,Stock is at or below deterministic reorder point.,0.926
DR00000422,2025-04-16,10095,80,Stock is at or below deterministic reorder point.,0.838
DR00000423,2025-05-03,10095,80,Stock is at or below deterministic reorder point.,0.802
DR00000424,2025-05-15,10095,80,Stock is at or below deterministic reorder point.,0.938
DR00000425,2025-05-26,10095,80,Stock is at or below deterministic reorder point.,0.927
DR00000426,2025-06-07,10095,80,Stock is at or below deterministic reorder point.,0.846
DR00000427,2025-06-16,10095,80,Stock is at or below deterministic reorder point.,0.837
DR00000428,2025-06-28,10095,80,Stock is at or below deterministic reorder point.,0.887
DR00000429,2025-07-08,10095,80,Stock is at or below deterministic reorder point.,0.848
DR00000430,2025-07-22,10095,80,Stock is at or below deterministic reorder point.,0.846
DR00000431,2025-08-07,10095,80,Stock is at or below deterministic reorder point.,0.897
DR00000432,2025-08-20,10095,80,Stock is at or below deterministic reorder point.,0.838
DR00000433,2025-09-06,10095,80,Stock is at or below deterministic reorder point.,0.87
DR00000434,2025-09-22,10095,80,Stock is at or below deterministic reorder point.,0.793
DR00000435,2025-10-10,10095,80,Stock is at or below deterministic reorder point.,0.8
DR00000436,2025-10-28,10095,80,Stock is at or below deterministic reorder point.,0.826
DR00000437,2025-11-24,10095,80,Stock is at or below deterministic reorder point.,0.93
DR00000438,2025-12-23,10095,80,Stock is at or below deterministic reorder point.,0.874
DR00000439,2026-01-06,10095,80,Stock is at or below deterministic reorder point.,0.93
DR00000440,2026-01-24,10095,80,Stock is at or below deterministic reorder point.,0.781
DR00000441,2026-02-06,10095,80,Stock is at or below deterministic reorder point.,0.836
DR00000442,2026-02-21,10095,80,Stock is at or below deterministic reorder point.,0.928
DR00000443,2026-03-15,10095,80,Stock is at or below deterministic reorder point.,0.781
DR00000444,2026-04-02,10095,80,Stock is at or below deterministic reorder point.,0.87
DR00000445,2026-04-18,10095,80,Stock is at or below deterministic reorder point.,0.847
DR00000446,2026-05-06,10095,80,Stock is at or below deterministic reorder point.,0.802
DR00000447,2021-01-30,10100,90,Stock is at or below deterministic reorder point.,0.792
DR00000448,2021-02-04,10100,90,Stock is at or below deterministic reorder point.,0.856
DR00000449,2021-02-09,10100,90,Stock is at or below deterministic reorder point.,0.947
DR00000450,2021-09-30,10100,90,Stock is at or below deterministic reorder point.,0.841
DR00000451,2021-10-10,10100,90,Stock is at or below deterministic reorder point.,0.792
DR00000452,2021-10-25,10100,90,Stock is at or below deterministic reorder point.,0.827
DR00000453,2021-11-08,10100,90,Stock is at or below deterministic reorder point.,0.83
DR00000454,2021-11-20,10100,90,Stock is at or below deterministic reorder point.,0.888
DR00000455,2021-12-03,10100,90,Stock is at or below deterministic reorder point.,0.829
DR00000456,2021-12-19,10100,90,Stock is at or below deterministic reorder point.,0.89
DR00000457,2021-12-31,10100,90,Stock is at or below deterministic reorder point.,0.792
DR00000458,2022-01-15,10100,90,Stock is at or below deterministic reorder point.,0.808
DR00000459,2022-02-01,10100,90,Stock is at or below deterministic reorder point.,0.908
DR00000460,2022-02-16,10100,90,Stock is at or below deterministic reorder point.,0.916
DR00000461,2022-03-08,10100,90,Stock is at or below deterministic reorder point.,0.792
DR00000462,2022-03-25,10100,90,Stock is at or below deterministic reorder point.,0.877
DR00000463,2022-04-09,10100,90,Stock is at or below deterministic reorder point.,0.798
DR00000464,2022-05-03,10100,90,Stock is at or below deterministic reorder point.,0.821
DR00000465,2022-05-19,10100,90,Stock is at or below deterministic reorder point.,0.932
DR00000466,2022-06-03,10100,90,Stock is at or below deterministic reorder point.,0.926
DR00000467,2022-06-18,10100,90,Stock is at or below deterministic reorder point.,0.833
DR00000468,2022-07-01,10100,90,Stock is at or below deterministic reorder point.,0.856
DR00000469,2022-07-21,10100,90,Stock is at or below deterministic reorder point.,0.835
DR00000470,2022-08-14,10100,90,Stock is at or below deterministic reorder point.,0.866
DR00000471,2022-09-02,10100,90,Stock is at or below deterministic reorder point.,0.904
DR00000472,2022-09-27,10100,90,Stock is at or below deterministic reorder point.,0.8
DR00000473,2022-10-19,10100,90,Stock is at or below deterministic reorder point.,0.8
DR00000474,2022-11-09,10100,90,Stock is at or below deterministic reorder point.,0.912
DR00000475,2022-11-28,10100,90,Stock is at or below deterministic reorder point.,0.784
DR00000476,2022-12-21,10100,90,Stock is at or below deterministic reorder point.,0.895
DR00000477,2023-01-02,10100,90,Stock is at or below deterministic reorder point.,0.882
DR00000478,2023-01-17,10100,90,Stock is at or below deterministic reorder point.,0.784
DR00000479,2023-01-30,10100,90,Stock is at or below deterministic reorder point.,0.872
DR00000480,2023-02-22,10100,90,Stock is at or below deterministic reorder point.,0.782
DR00000481,2023-03-20,10100,90,Stock is at or below deterministic reorder point.,0.902
DR00000482,2023-04-18,10100,90,Stock is at or below deterministic reorder point.,0.921
DR00000483,2023-05-11,10100,90,Stock is at or below deterministic reorder point.,0.891
DR00000484,2023-06-06,10100,90,Stock is at or below deterministic reorder point.,0.811
DR00000485,2023-07-01,10100,90,Stock is at or below deterministic reorder point.,0.936
DR00000486,2023-07-27,10100,90,Stock is at or below deterministic reorder point.,0.781
DR00000487,2023-08-10,10100,90,Stock is at or below deterministic reorder point.,0.93
DR00000488,2023-08-16,10100,90,Stock is at or below deterministic reorder point.,0.914
DR00000489,2023-08-23,10100,90,Stock is at or below deterministic reorder point.,0.831
DR00000490,2023-08-31,10100,90,Stock is at or below deterministic reorder point.,0.898
DR00000491,2023-09-08,10100,90,Stock is at or below deterministic reorder point.,0.815
DR00000492,2023-09-15,10100,90,Stock is at or below deterministic reorder point.,0.819
DR00000493,2023-09-24,10100,90,Stock is at or below deterministic reorder point.,0.87
DR00000494,2023-10-07,10100,90,Stock is at or below deterministic reorder point.,0.803
DR00000495,2023-11-01,10100,90,Stock is at or below deterministic reorder point.,0.85
DR00000496,2023-11-19,10100,90,Stock is at or below deterministic reorder point.,0.895
DR00000497,2023-11-25,10100,90,Stock is at or below deterministic reorder point.,0.883
DR00000498,2023-12-11,10100,90,Stock is at or below deterministic reorder point.,0.935
DR00000499,2024-01-11,10100,90,Stock is at or below deterministic reorder point.,0.879
DR00000500,2024-02-12,10100,90,Stock is at or below deterministic reorder point.,0.897
DR00000501,2024-03-18,10100,90,Stock is at or below deterministic reorder point.,0.782
DR00000502,2024-05-13,10100,90,Stock is at or below deterministic reorder point.,0.915
DR00000503,2024-06-07,10100,90,Stock is at or below deterministic reorder point.,0.821
DR00000504,2024-07-01,10100,90,Stock is at or below deterministic reorder point.,0.929
DR00000505,2024-08-15,10100,90,Stock is at or below deterministic reorder point.,0.879
DR00000506,2024-09-12,10100,90,Stock is at or below deterministic reorder point.,0.891
DR00000507,2024-10-12,10100,90,Stock is at or below deterministic reorder point.,0.927
DR00000508,2025-01-12,10100,90,Stock is at or below deterministic reorder point.,0.917
DR00000509,2025-02-10,10100,90,Stock is at or below deterministic reorder point.,0.907
DR00000510,2025-05-03,10100,90,Stock is at or below deterministic reorder point.,0.816
DR00000511,2025-06-14,10100,90,Stock is at or below deterministic reorder point.,0.819
DR00000512,2025-08-17,10100,90,Stock is at or below deterministic reorder point.,0.806
DR00000513,2025-09-22,10100,90,Stock is at or below deterministic reorder point.,0.958
DR00000514,2026-02-10,10100,90,Stock is at or below deterministic reorder point.,0.92
DR00000515,2026-03-10,10100,90,Stock is at or below deterministic reorder point.,0.898
DR00000516,2026-04-15,10100,90,Stock is at or below deterministic reorder point.,0.806
DR00000517,2021-02-20,35035,84,Stock is at or below deterministic reorder point.,0.923
DR00000518,2021-04-07,35035,84,Stock is at or below deterministic reorder point.,0.9
DR00000519,2021-05-13,35035,84,Stock is at or below deterministic reorder point.,0.89
DR00000520,2021-06-14,35035,84,Stock is at or below deterministic reorder point.,0.802
DR00000521,2021-07-02,35035,84,Stock is at or below deterministic reorder point.,0.824
DR00000522,2021-07-24,35035,84,Stock is at or below deterministic reorder point.,0.88
DR00000523,2021-08-24,35035,84,Stock is at or below deterministic reorder point.,0.848
DR00000524,2021-12-10,35035,84,Stock is at or below deterministic reorder point.,0.829
DR00000525,2022-01-28,35035,84,Stock is at or below deterministic reorder point.,0.843
DR00000526,2022-02-26,35035,84,Stock is at or below deterministic reorder point.,0.806
DR00000527,2022-03-20,35035,84,Stock is at or below deterministic reorder point.,0.869
DR00000528,2022-04-18,35035,84,Stock is at or below deterministic reorder point.,0.869
DR00000529,2022-05-11,35035,84,Stock is at or below deterministic reorder point.,0.952
DR00000530,2022-06-07,35035,84,Stock is at or below deterministic reorder point.,0.891
DR00000531,2022-06-19,35035,84,Stock is at or below deterministic reorder point.,0.941
DR00000532,2022-07-09,35035,84,Stock is at or below deterministic reorder point.,0.895
DR00000533,2022-07-26,35035,84,Stock is at or below deterministic reorder point.,0.925
DR00000534,2022-08-10,35035,84,Stock is at or below deterministic reorder point.,0.895
DR00000535,2022-08-18,35035,84,Stock is at or below deterministic reorder point.,0.817
DR00000536,2022-09-02,35035,84,Stock is at or below deterministic reorder point.,0.925
DR00000537,2022-09-11,35035,84,Stock is at or below deterministic reorder point.,0.938
DR00000538,2022-09-23,35035,84,Stock is at or below deterministic reorder point.,0.888
DR00000539,2022-10-04,35035,84,Stock is at or below deterministic reorder point.,0.855
DR00000540,2022-10-22,35035,84,Stock is at or below deterministic reorder point.,0.947
DR00000541,2022-11-12,35035,84,Stock is at or below deterministic reorder point.,0.788
DR00000542,2022-12-29,35035,84,Stock is at or below deterministic reorder point.,0.832
DR00000543,2023-02-10,35035,84,Stock is at or below deterministic reorder point.,0.857
DR00000544,2023-02-26,35035,84,Stock is at or below deterministic reorder point.,0.798
DR00000545,2023-03-18,35035,84,Stock is at or below deterministic reorder point.,0.943
DR00000546,2023-04-07,35035,84,Stock is at or below deterministic reorder point.,0.801
DR00000547,2023-04-21,35035,84,Stock is at or below deterministic reorder point.,0.798
DR00000548,2023-05-08,35035,84,Stock is at or below deterministic reorder point.,0.826
DR00000549,2023-05-24,35035,84,Stock is at or below deterministic reorder point.,0.795
DR00000550,2023-06-09,35035,84,Stock is at or below deterministic reorder point.,0.892
DR00000551,2023-06-22,35035,84,Stock is at or below deterministic reorder point.,0.8
DR00000552,2023-07-01,35035,84,Stock is at or below deterministic reorder point.,0.831
DR00000553,2023-07-11,35035,84,Stock is at or below deterministic reorder point.,0.822
DR00000554,2023-07-23,35035,84,Stock is at or below deterministic reorder point.,0.799
DR00000555,2023-08-08,35035,84,Stock is at or below deterministic reorder point.,0.807
DR00000556,2023-08-21,35035,84,Stock is at or below deterministic reorder point.,0.791
DR00000557,2023-09-05,35035,84,Stock is at or below deterministic reorder point.,0.907
DR00000558,2023-09-23,35035,84,Stock is at or below deterministic reorder point.,0.867
DR00000559,2023-10-28,35035,84,Stock is at or below deterministic reorder point.,0.881
DR00000560,2023-11-27,35035,84,Stock is at or below deterministic reorder point.,0.886
DR00000561,2023-12-27,35035,84,Stock is at or below deterministic reorder point.,0.785
DR00000562,2024-01-13,35035,84,Stock is at or below deterministic reorder point.,0.94
DR00000563,2024-02-03,35035,84,Stock is at or below deterministic reorder point.,0.822
DR00000564,2024-03-01,35035,84,Stock is at or below deterministic reorder point.,0.878
DR00000565,2024-03-15,35035,84,Stock is at or below deterministic reorder point.,0.8
DR00000566,2024-03-30,35035,84,Stock is at or below deterministic reorder point.,0.863
DR00000567,2024-04-10,35035,84,Stock is at or below deterministic reorder point.,0.809
DR00000568,2024-04-25,35035,84,Stock is at or below deterministic reorder point.,0.914
DR00000569,2024-05-09,35035,84,Stock is at or below deterministic reorder point.,0.889
DR00000570,2024-05-22,35035,84,Stock is at or below deterministic reorder point.,0.815
DR00000571,2024-06-08,35035,84,Stock is at or below deterministic reorder point.,0.797
DR00000572,2024-06-21,35035,84,Stock is at or below deterministic reorder point.,0.943
DR00000573,2024-07-06,35035,84,Stock is at or below deterministic reorder point.,0.843
DR00000574,2024-07-22,35035,84,Stock is at or below deterministic reorder point.,0.87
DR00000575,2024-08-04,35035,84,Stock is at or below deterministic reorder point.,0.907
DR00000576,2024-08-18,35035,84,Stock is at or below deterministic reorder point.,0.868
DR00000577,2024-09-05,35035,84,Stock is at or below deterministic reorder point.,0.917
DR00000578,2024-09-24,35035,84,Stock is at or below deterministic reorder point.,0.865
DR00000579,2025-01-12,35035,84,Stock is at or below deterministic reorder point.,0.826
DR00000580,2025-03-13,35035,84,Stock is at or below deterministic reorder point.,0.897
DR00000581,2025-07-07,35035,84,Stock is at or below deterministic reorder point.,0.797
DR00000582,2025-09-25,35035,84,Stock is at or below deterministic reorder point.,0.886
DR00000583,2026-02-08,35035,84,Stock is at or below deterministic reorder point.,0.807
DR00000584,2026-03-26,35035,84,Stock is at or below deterministic reorder point.,0.944
DR00000585,2021-10-01,35192,80,Stock is at or below deterministic reorder point.,0.866
DR00000586,2021-10-15,35192,80,Stock is at or below deterministic reorder point.,0.802
DR00000587,2021-10-29,35192,80,Stock is at or below deterministic reorder point.,0.819
DR00000588,2021-11-10,35192,80,Stock is at or below deterministic reorder point.,0.953
DR00000589,2021-11-22,35192,80,Stock is at or below deterministic reorder point.,0.9
DR00000590,2021-12-07,35192,80,Stock is at or below deterministic reorder point.,0.807
DR00000591,2021-12-19,35192,80,Stock is at or below deterministic reorder point.,0.844
DR00000592,2021-12-30,35192,80,Stock is at or below deterministic reorder point.,0.857
DR00000593,2022-01-14,35192,80,Stock is at or below deterministic reorder point.,0.907
DR00000594,2022-01-29,35192,80,Stock is at or below deterministic reorder point.,0.844
DR00000595,2022-02-13,35192,80,Stock is at or below deterministic reorder point.,0.891
DR00000596,2022-03-07,35192,80,Stock is at or below deterministic reorder point.,0.852
DR00000597,2022-03-31,35192,80,Stock is at or below deterministic reorder point.,0.782
DR00000598,2022-04-25,35192,80,Stock is at or below deterministic reorder point.,0.894
DR00000599,2022-05-19,35192,80,Stock is at or below deterministic reorder point.,0.805
DR00000600,2022-06-09,35192,80,Stock is at or below deterministic reorder point.,0.842
DR00000601,2022-06-30,35192,80,Stock is at or below deterministic reorder point.,0.929
DR00000602,2022-07-20,35192,80,Stock is at or below deterministic reorder point.,0.844
DR00000603,2022-08-04,35192,80,Stock is at or below deterministic reorder point.,0.856
DR00000604,2022-08-18,35192,80,Stock is at or below deterministic reorder point.,0.93
DR00000605,2022-09-02,35192,80,Stock is at or below deterministic reorder point.,0.861
DR00000606,2022-09-18,35192,80,Stock is at or below deterministic reorder point.,0.81
DR00000607,2022-10-09,35192,80,Stock is at or below deterministic reorder point.,0.841
DR00000608,2022-10-29,35192,80,Stock is at or below deterministic reorder point.,0.902
DR00000609,2022-11-14,35192,80,Stock is at or below deterministic reorder point.,0.936
DR00000610,2022-11-27,35192,80,Stock is at or below deterministic reorder point.,0.922
DR00000611,2022-12-13,35192,80,Stock is at or below deterministic reorder point.,0.916
DR00000612,2022-12-28,35192,80,Stock is at or below deterministic reorder point.,0.858
DR00000613,2023-01-16,35192,80,Stock is at or below deterministic reorder point.,0.889
DR00000614,2023-02-11,35192,80,Stock is at or below deterministic reorder point.,0.876
DR00000615,2023-03-02,35192,80,Stock is at or below deterministic reorder point.,0.937
DR00000616,2023-03-22,35192,80,Stock is at or below deterministic reorder point.,0.873
DR00000617,2023-04-07,35192,80,Stock is at or below deterministic reorder point.,0.844
DR00000618,2023-04-28,35192,80,Stock is at or below deterministic reorder point.,0.874
DR00000619,2023-05-17,35192,80,Stock is at or below deterministic reorder point.,0.822
DR00000620,2023-06-08,35192,80,Stock is at or below deterministic reorder point.,0.933
DR00000621,2023-06-25,35192,80,Stock is at or below deterministic reorder point.,0.935
DR00000622,2023-07-14,35192,80,Stock is at or below deterministic reorder point.,0.91
DR00000623,2023-08-06,35192,80,Stock is at or below deterministic reorder point.,0.838
DR00000624,2023-08-17,35192,80,Stock is at or below deterministic reorder point.,0.781
DR00000625,2023-08-28,35192,80,Stock is at or below deterministic reorder point.,0.845
DR00000626,2023-09-06,35192,80,Stock is at or below deterministic reorder point.,0.915
DR00000627,2023-09-17,35192,80,Stock is at or below deterministic reorder point.,0.877
DR00000628,2023-09-29,35192,80,Stock is at or below deterministic reorder point.,0.96
DR00000629,2023-10-18,35192,80,Stock is at or below deterministic reorder point.,0.814
DR00000630,2023-11-07,35192,80,Stock is at or below deterministic reorder point.,0.831
DR00000631,2023-12-28,35192,80,Stock is at or below deterministic reorder point.,0.816
DR00000632,2024-01-18,35192,80,Stock is at or below deterministic reorder point.,0.865
DR00000633,2024-02-06,35192,80,Stock is at or below deterministic reorder point.,0.9
DR00000634,2024-04-05,35192,80,Stock is at or below deterministic reorder point.,0.912
DR00000635,2024-05-02,35192,80,Stock is at or below deterministic reorder point.,0.929
DR00000636,2024-06-25,35192,80,Stock is at or below deterministic reorder point.,0.867
DR00000637,2024-07-23,35192,80,Stock is at or below deterministic reorder point.,0.864
DR00000638,2024-08-19,35192,80,Stock is at or below deterministic reorder point.,0.925
DR00000639,2024-09-15,35192,80,Stock is at or below deterministic reorder point.,0.897
DR00000640,2024-10-09,35192,80,Stock is at or below deterministic reorder point.,0.935
DR00000641,2024-10-31,35192,80,Stock is at or below deterministic reorder point.,0.952
DR00000642,2024-11-24,35192,80,Stock is at or below deterministic reorder point.,0.849
DR00000643,2025-01-23,35192,80,Stock is at or below deterministic reorder point.,0.902
DR00000644,2025-03-14,35192,80,Stock is at or below deterministic reorder point.,0.797
DR00000645,2025-04-07,35192,80,Stock is at or below deterministic reorder point.,0.956
DR00000646,2025-05-02,35192,80,Stock is at or below deterministic reorder point.,0.917
DR00000647,2025-06-30,35192,80,Stock is at or below deterministic reorder point.,0.928
DR00000648,2025-08-01,35192,80,Stock is at or below deterministic reorder point.,0.788
DR00000649,2025-08-30,35192,80,Stock is at or below deterministic reorder point.,0.958
DR00000650,2025-09-25,35192,80,Stock is at or below deterministic reorder point.,0.924
DR00000651,2025-10-22,35192,80,Stock is at or below deterministic reorder point.,0.884
DR00000652,2025-11-17,35192,80,Stock is at or below deterministic reorder point.,0.938
DR00000653,2026-01-22,35192,80,Stock is at or below deterministic reorder point.,0.897
DR00000654,2026-02-22,35192,80,Stock is at or below deterministic reorder point.,0.876
DR00000655,2026-03-24,35192,80,Stock is at or below deterministic reorder point.,0.944
DR00000656,2026-04-28,35192,80,Stock is at or below deterministic reorder point.,0.794
DR00000657,2021-03-02,45470,100,Stock is at or below deterministic reorder point.,0.904
DR00000658,2021-04-01,45470,100,Stock is at or below deterministic reorder point.,0.793
DR00000659,2021-04-21,45470,100,Stock is at or below deterministic reorder point.,0.891
DR00000660,2021-05-15,45470,100,Stock is at or below deterministic reorder point.,0.907
DR00000661,2021-05-31,45470,100,Stock is at or below deterministic reorder point.,0.883
DR00000662,2021-06-16,45470,100,Stock is at or below deterministic reorder point.,0.891
DR00000663,2021-07-02,45470,100,Stock is at or below deterministic reorder point.,0.95
DR00000664,2021-07-11,45470,100,Stock is at or below deterministic reorder point.,0.828
DR00000665,2021-08-09,45470,100,Stock is at or below deterministic reorder point.,0.92
DR00000666,2021-11-26,45470,100,Stock is at or below deterministic reorder point.,0.797
DR00000667,2022-01-17,45470,100,Stock is at or below deterministic reorder point.,0.944
DR00000668,2022-02-01,45470,100,Stock is at or below deterministic reorder point.,0.824
DR00000669,2022-02-26,45470,100,Stock is at or below deterministic reorder point.,0.793
DR00000670,2022-03-09,45470,100,Stock is at or below deterministic reorder point.,0.859
DR00000671,2022-03-24,45470,100,Stock is at or below deterministic reorder point.,0.822
DR00000672,2022-04-06,45470,100,Stock is at or below deterministic reorder point.,0.951
DR00000673,2022-04-20,45470,100,Stock is at or below deterministic reorder point.,0.899
DR00000674,2022-05-06,45470,100,Stock is at or below deterministic reorder point.,0.802
DR00000675,2022-05-19,45470,100,Stock is at or below deterministic reorder point.,0.87
DR00000676,2022-06-03,45470,100,Stock is at or below deterministic reorder point.,0.785
DR00000677,2022-06-17,45470,100,Stock is at or below deterministic reorder point.,0.784
DR00000678,2022-06-27,45470,100,Stock is at or below deterministic reorder point.,0.824
DR00000679,2022-07-09,45470,100,Stock is at or below deterministic reorder point.,0.821
DR00000680,2022-07-24,45470,100,Stock is at or below deterministic reorder point.,0.906
DR00000681,2022-08-07,45470,100,Stock is at or below deterministic reorder point.,0.938
DR00000682,2022-08-17,45470,100,Stock is at or below deterministic reorder point.,0.953
DR00000683,2022-08-28,45470,100,Stock is at or below deterministic reorder point.,0.932
DR00000684,2022-09-13,45470,100,Stock is at or below deterministic reorder point.,0.843
DR00000685,2022-09-26,45470,100,Stock is at or below deterministic reorder point.,0.807
DR00000686,2022-10-07,45470,100,Stock is at or below deterministic reorder point.,0.897
DR00000687,2022-10-28,45470,100,Stock is at or below deterministic reorder point.,0.913
DR00000688,2022-12-10,45470,100,Stock is at or below deterministic reorder point.,0.876
DR00000689,2023-02-11,45470,100,Stock is at or below deterministic reorder point.,0.943
DR00000690,2023-03-05,45470,100,Stock is at or below deterministic reorder point.,0.922
DR00000691,2023-04-07,45470,100,Stock is at or below deterministic reorder point.,0.891
DR00000692,2023-05-13,45470,100,Stock is at or below deterministic reorder point.,0.871
DR00000693,2023-06-19,45470,100,Stock is at or below deterministic reorder point.,0.823
DR00000694,2023-06-30,45470,100,Stock is at or below deterministic reorder point.,0.867
DR00000695,2023-07-11,45470,100,Stock is at or below deterministic reorder point.,0.848
DR00000696,2023-07-21,45470,100,Stock is at or below deterministic reorder point.,0.788
DR00000697,2023-08-03,45470,100,Stock is at or below deterministic reorder point.,0.885
DR00000698,2023-08-16,45470,100,Stock is at or below deterministic reorder point.,0.804
DR00000699,2023-08-25,45470,100,Stock is at or below deterministic reorder point.,0.944
DR00000700,2023-09-08,45470,100,Stock is at or below deterministic reorder point.,0.873
DR00000701,2023-09-26,45470,100,Stock is at or below deterministic reorder point.,0.822
DR00000702,2023-11-05,45470,100,Stock is at or below deterministic reorder point.,0.906
DR00000703,2023-11-30,45470,100,Stock is at or below deterministic reorder point.,0.82
DR00000704,2023-12-31,45470,100,Stock is at or below deterministic reorder point.,0.813
DR00000705,2024-01-19,45470,100,Stock is at or below deterministic reorder point.,0.915
DR00000706,2024-02-13,45470,100,Stock is at or below deterministic reorder point.,0.878
DR00000707,2024-03-19,45470,100,Stock is at or below deterministic reorder point.,0.781
DR00000708,2024-04-02,45470,100,Stock is at or below deterministic reorder point.,0.885
DR00000709,2024-04-18,45470,100,Stock is at or below deterministic reorder point.,0.808
DR00000710,2024-04-29,45470,100,Stock is at or below deterministic reorder point.,0.918
DR00000711,2024-05-11,45470,100,Stock is at or below deterministic reorder point.,0.937
DR00000712,2024-05-24,45470,100,Stock is at or below deterministic reorder point.,0.872
DR00000713,2024-06-09,45470,100,Stock is at or below deterministic reorder point.,0.952
DR00000714,2024-06-29,45470,100,Stock is at or below deterministic reorder point.,0.894
DR00000715,2024-07-09,45470,100,Stock is at or below deterministic reorder point.,0.784
