date,temperature,weather,is_holiday,is_weekend
2023-01-22,19.6,rainy,1,1
2023-01-23,19.3,cloudy,0,0
2023-01-24,20.0,cloudy,0,0
2023-01-25,17.4,sunny,0,0
2023-01-26,17.2,sunny,0,0
2023-01-27,15.2,sunny,0,0
2023-01-28,16.2,rainy,1,1
2023-01-29,21.6,sunny,1,1
2023-01-30,25.3,sunny,0,0
2023-01-31,20.6,sunny,0,0
2023-02-01,22.0,sunny,0,0
2023-02-02,18.1,sunny,0,0
2023-02-03,16.6,sunny,0,0
2023-02-04,13.0,sunny,1,1
2023-02-05,19.5,snowy,1,1
2023-02-06,19.7,sunny,0,0
2023-02-07,21.6,cloudy,0,0
2023-02-08,24.5,sunny,0,0
2023-02-09,24.4,cloudy,0,0
2023-02-10,19.5,rainy,0,0
2023-02-11,23.9,sunny,1,1
2023-02-12,22.4,sunny,1,1
2023-02-13,24.5,sunny,0,0
2023-02-14,31.0,sunny,0,0
2023-02-15,24.3,cloudy,0,0
2023-02-16,20.9,snowy,0,0
2023-02-17,28.0,sunny,0,0
2023-02-18,22.0,sunny,1,1
2023-02-19,26.0,sunny,1,1
2023-02-20,24.8,sunny,0,0
2023-02-21,19.1,sunny,0,0
2023-02-22,23.7,sunny,0,0
2023-02-23,23.8,sunny,0,0
2023-02-24,25.0,sunny,0,0
2023-02-25,24.3,snowy,1,1
2023-02-26,26.3,sunny,1,1
2023-02-27,22.7,cloudy,0,0
2023-02-28,24.8,rainy,0,0
2023-03-01,26.8,rainy,0,0
2023-03-02,27.0,sunny,0,0
2023-03-03,29.1,sunny,0,0
2023-03-04,22.5,sunny,1,1
2023-03-05,23.9,cloudy,1,1
2023-03-06,29.0,sunny,0,0
2023-03-07,25.5,sunny,0,0
2023-03-08,27.7,sunny,0,0
2023-03-09,24.3,sunny,0,0
2023-03-10,25.8,sunny,0,0
2023-03-11,25.3,sunny,1,1
2023-03-12,25.5,sunny,1,1
2023-03-13,25.9,cloudy,0,0
2023-03-14,26.7,sunny,0,0
2023-03-15,32.5,snowy,0,0
2023-03-16,23.1,sunny,0,0
2023-03-17,28.1,cloudy,0,0
2023-03-18,25.4,rainy,1,1
2023-03-19,33.8,cloudy,1,1
2023-03-20,23.6,cloudy,0,0
2023-03-21,28.6,sunny,0,0
2023-03-22,25.6,sunny,0,0
2023-03-23,22.6,sunny,0,0
2023-03-24,26.9,cloudy,0,0
2023-03-25,23.7,sunny,1,1
2023-03-26,23.1,snowy,1,1
2023-03-27,27.7,sunny,0,0
2023-03-28,27.8,sunny,0,0
2023-03-29,20.9,sunny,0,0
2023-03-30,23.4,sunny,0,0
2023-03-31,22.3,sunny,0,0
2023-04-01,27.4,sunny,1,1
2023-04-02,27.8,cloudy,1,1
2023-04-03,32.4,sunny,0,0
2023-04-04,23.0,rainy,0,0
2023-04-05,25.6,sunny,0,0
2023-04-06,27.6,sunny,0,0
2023-04-07,22.9,sunny,0,0
2023-04-08,20.4,sunny,1,1
2023-04-09,25.9,sunny,1,1
2023-04-10,23.4,cloudy,0,0
2023-04-11,26.1,snowy,0,0
2023-04-12,24.9,cloudy,0,0
2023-04-13,27.6,cloudy,0,0
2023-04-14,28.7,sunny,0,0
2023-04-15,23.1,sunny,1,1
2023-04-16,25.6,sunny,1,1
2023-04-17,23.6,cloudy,0,0
2023-04-18,23.2,rainy,0,0
2023-04-19,22.1,cloudy,0,0
2023-04-20,27.1,cloudy,0,0
2023-04-21,26.8,sunny,0,0
2023-04-22,30.0,sunny,1,1
2023-04-23,22.0,rainy,1,1
2023-04-24,24.8,sunny,0,0
2023-04-25,28.7,cloudy,0,0
2023-04-26,27.8,sunny,0,0
2023-04-27,20.1,sunny,0,0
2023-04-28,28.2,cloudy,0,0
2023-04-29,26.7,sunny,1,1
2023-04-30,27.7,sunny,1,1
2023-05-01,25.5,cloudy,0,0
2023-05-02,26.0,sunny,0,0
2023-05-03,24.7,sunny,0,0
2023-05-04,26.5,cloudy,0,0
2023-05-05,18.5,sunny,0,0
2023-05-06,20.6,sunny,1,1
2023-05-07,26.5,sunny,1,1
2023-05-08,14.5,sunny,0,0
2023-05-09,21.9,cloudy,0,0
2023-05-10,23.5,sunny,0,0
2023-05-11,24.7,rainy,0,0
2023-05-12,30.0,sunny,0,0
2023-05-13,24.4,sunny,1,1
2023-05-14,26.5,sunny,1,1
2023-05-15,26.2,rainy,0,0
2023-05-16,20.4,sunny,0,0
2023-05-17,21.0,sunny,0,0
2023-05-18,21.0,cloudy,0,0
2023-05-19,28.0,snowy,0,0
2023-05-20,22.8,rainy,1,1
2023-05-21,22.7,sunny,1,1
2023-05-22,21.9,cloudy,0,0
2023-05-23,20.7,sunny,0,0
2023-05-24,20.6,sunny,0,0
2023-05-25,24.6,sunny,0,0
2023-05-26,22.6,cloudy,0,0
2023-05-27,21.4,cloudy,1,1
2023-05-28,18.0,sunny,1,1
2023-05-29,21.3,sunny,1,0
2023-05-30,20.6,sunny,0,0
2023-05-31,23.3,cloudy,0,0
2023-06-01,19.4,sunny,0,0
2023-06-02,22.3,sunny,0,0
2023-06-03,17.6,sunny,1,1
2023-06-04,21.7,cloudy,1,1
2023-06-05,21.2,rainy,0,0
2023-06-06,15.5,cloudy,0,0
2023-06-07,19.9,rainy,0,0
2023-06-08,23.4,sunny,0,0
2023-06-09,20.0,sunny,0,0
2023-06-10,21.7,sunny,1,1
2023-06-11,15.5,rainy,1,1
2023-06-12,14.7,cloudy,0,0
2023-06-13,22.5,cloudy,0,0
2023-06-14,19.1,cloudy,0,0
2023-06-15,17.1,cloudy,0,0
2023-06-16,12.6,cloudy,0,0
2023-06-17,15.1,cloudy,1,1
2023-06-18,18.8,sunny,1,1
2023-06-19,16.4,sunny,0,0
2023-06-20,11.4,sunny,0,0
2023-06-21,12.7,sunny,0,0
2023-06-22,14.0,cloudy,0,0
2023-06-23,18.7,cloudy,0,0
2023-06-24,12.9,sunny,1,1
2023-06-25,16.2,sunny,1,1
2023-06-26,8.0,sunny,0,0
2023-06-27,19.7,cloudy,0,0
2023-06-28,18.1,cloudy,0,0
2023-06-29,12.6,rainy,0,0
2023-06-30,8.7,sunny,0,0
2023-07-01,12.8,sunny,1,1
2023-07-02,17.3,sunny,1,1
2023-07-03,12.0,sunny,0,0
2023-07-04,8.9,rainy,0,0
2023-07-05,13.6,rainy,0,0
2023-07-06,10.1,sunny,0,0
2023-07-07,12.5,sunny,0,0
2023-07-08,9.7,sunny,1,1
2023-07-09,14.9,sunny,1,1
2023-07-10,11.1,snowy,0,0
2023-07-11,14.5,sunny,0,0
2023-07-12,13.5,sunny,0,0
2023-07-13,11.9,sunny,0,0
2023-07-14,5.9,sunny,0,0
2023-07-15,7.3,sunny,1,1
2023-07-16,7.5,sunny,1,1
2023-07-17,8.5,cloudy,0,0
2023-07-18,12.6,rainy,0,0
2023-07-19,9.1,rainy,0,0
2023-07-20,7.5,cloudy,0,0
2023-07-21,10.7,sunny,0,0
2023-07-22,15.3,cloudy,1,1
2023-07-23,10.3,sunny,1,1
2023-07-24,9.2,sunny,0,0
2023-07-25,11.8,sunny,0,0
2023-07-26,9.8,snowy,0,0
2023-07-27,6.8,sunny,0,0
2023-07-28,12.0,cloudy,0,0
2023-07-29,2.0,sunny,1,1
2023-07-30,12.0,sunny,1,1
2023-07-31,8.9,sunny,0,0
2023-08-01,11.6,cloudy,0,0
2023-08-02,8.9,sunny,0,0
2023-08-03,5.8,cloudy,0,0
2023-08-04,9.9,cloudy,1,0
2023-08-05,7.3,rainy,1,1
2023-08-06,8.8,cloudy,1,1
2023-08-07,6.3,sunny,0,0
2023-08-08,8.4,rainy,0,0
2023-08-09,12.3,sunny,0,0
2023-08-10,5.3,sunny,0,0
2023-08-11,9.7,cloudy,0,0
2023-08-12,6.6,cloudy,1,1
2023-08-13,9.1,rainy,1,1
2023-08-14,1.0,rainy,0,0
2023-08-15,7.1,cloudy,0,0
2023-08-16,7.9,sunny,0,0
2023-08-17,4.5,sunny,0,0
2023-08-18,6.7,rainy,0,0
2023-08-19,3.8,sunny,1,1
2023-08-20,6.1,sunny,1,1
2023-08-21,-1.5,rainy,0,0
2023-08-22,9.2,rainy,0,0
2023-08-23,8.6,rainy,0,0
2023-08-24,1.6,cloudy,0,0
2023-08-25,-1.1,sunny,0,0
2023-08-26,6.1,sunny,1,1
2023-08-27,4.6,cloudy,1,1
2023-08-28,5.1,sunny,0,0
2023-08-29,7.7,sunny,0,0
2023-08-30,6.7,cloudy,0,0
2023-08-31,5.0,rainy,0,0
2023-09-01,7.8,cloudy,0,0
2023-09-02,0.9,snowy,1,1
2023-09-03,4.8,rainy,1,1
2023-09-04,-1.6,rainy,0,0
2023-09-05,4.0,sunny,0,0
2023-09-06,1.4,sunny,0,0
2023-09-07,3.6,sunny,0,0
2023-09-08,-0.1,sunny,0,0
2023-09-09,-1.2,sunny,1,1
2023-09-10,5.2,sunny,1,1
2023-09-11,1.5,cloudy,0,0
2023-09-12,2.6,rainy,0,0
2023-09-13,7.5,rainy,0,0
2023-09-14,7.1,cloudy,0,0
2023-09-15,2.0,sunny,0,0
2023-09-16,-0.1,sunny,1,1
2023-09-17,2.6,rainy,1,1
2023-09-18,2.1,snowy,0,0
2023-09-19,5.9,sunny,0,0
2023-09-20,4.2,sunny,0,0
2023-09-21,1.9,cloudy,0,0
2023-09-22,6.5,sunny,0,0
2023-09-23,0.6,cloudy,1,1
2023-09-24,9.3,sunny,1,1
2023-09-25,-3.6,sunny,0,0
2023-09-26,2.0,sunny,0,0
2023-09-27,-0.8,rainy,0,0
2023-09-28,-1.0,sunny,0,0
2023-09-29,-2.3,sunny,0,0
2023-09-30,0.8,rainy,1,1
2023-10-01,1.9,sunny,1,1
2023-10-02,4.1,sunny,0,0
2023-10-03,3.5,sunny,0,0
2023-10-04,6.7,sunny,0,0
2023-10-05,3.4,cloudy,0,0
2023-10-06,5.0,sunny,0,0
2023-10-07,2.5,sunny,1,1
2023-10-08,1.4,sunny,1,1
2023-10-09,-3.6,sunny,0,0
2023-10-10,2.0,rainy,0,0
2023-10-11,5.0,sunny,0,0
2023-10-12,3.4,sunny,0,0
2023-10-13,-1.1,rainy,0,0
2023-10-14,2.9,cloudy,1,1
2023-10-15,3.6,snowy,1,1
2023-10-16,3.3,rainy,0,0
2023-10-17,4.6,sunny,0,0
2023-10-18,2.1,sunny,0,0
2023-10-19,3.1,sunny,0,0
2023-10-20,3.2,sunny,0,0
2023-10-21,3.3,cloudy,1,1
2023-10-22,1.7,rainy,1,1
2023-10-23,2.4,sunny,0,0
2023-10-24,-0.6,rainy,0,0
2023-10-25,1.6,sunny,0,0
2023-10-26,0.3,snowy,0,0
2023-10-27,7.4,cloudy,0,0
2023-10-28,0.8,sunny,1,1
2023-10-29,6.4,cloudy,1,1
2023-10-30,6.6,sunny,0,0
2023-10-31,5.8,sunny,0,0
2023-11-01,-1.2,cloudy,0,0
2023-11-02,0.2,sunny,0,0
2023-11-03,6.2,snowy,0,0
2023-11-04,-0.8,cloudy,1,1
2023-11-05,6.8,sunny,1,1
2023-11-06,2.2,sunny,0,0
2023-11-07,6.9,rainy,0,0
2023-11-08,6.2,cloudy,0,0
2023-11-09,3.4,sunny,0,0
2023-11-10,3.4,sunny,0,0
2023-11-11,9.4,sunny,1,1
2023-11-12,6.5,sunny,1,1
2023-11-13,6.3,sunny,0,0
2023-11-14,5.1,rainy,0,0
2023-11-15,9.9,rainy,0,0
2023-11-16,4.1,cloudy,0,0
2023-11-17,4.0,sunny,0,0
2023-11-18,7.6,sunny,1,1
2023-11-19,5.3,sunny,1,1
2023-11-20,8.8,rainy,0,0
2023-11-21,6.7,sunny,0,0
2023-11-22,7.4,sunny,0,0
2023-11-23,4.8,sunny,0,0
2023-11-24,5.3,sunny,1,0
2023-11-25,2.6,sunny,1,1
2023-11-26,9.5,sunny,1,1
2023-11-27,2.7,rainy,1,0
2023-11-28,4.5,sunny,0,0
2023-11-29,13.2,cloudy,0,0
2023-11-30,15.4,snowy,0,0
2023-12-01,11.0,sunny,0,0
2023-12-02,7.9,rainy,1,1
2023-12-03,9.1,snowy,1,1
2023-12-04,8.8,snowy,0,0
2023-12-05,10.5,cloudy,0,0
2023-12-06,5.9,sunny,0,0
2023-12-07,11.5,sunny,0,0
2023-12-08,13.7,sunny,0,0
2023-12-09,7.1,snowy,1,1
2023-12-10,9.6,sunny,1,1
2023-12-11,8.9,cloudy,0,0
2023-12-12,12.0,sunny,0,0
2023-12-13,7.1,sunny,0,0
2023-12-14,15.1,cloudy,0,0
2023-12-15,5.2,sunny,0,0
2023-12-16,5.3,sunny,1,1
2023-12-17,4.4,sunny,1,1
2023-12-18,9.7,sunny,0,0
2023-12-19,12.5,cloudy,0,0
2023-12-20,15.2,sunny,0,0
2023-12-21,13.5,rainy,0,0
2023-12-22,11.2,sunny,0,0
2023-12-23,12.1,sunny,1,1
2023-12-24,10.6,cloudy,1,1
2023-12-25,10.8,cloudy,0,0
2023-12-26,13.2,sunny,0,0
2023-12-27,11.5,sunny,0,0
2023-12-28,11.8,sunny,0,0
2023-12-29,17.0,rainy,0,0
2023-12-30,15.4,cloudy,1,1
2023-12-31,19.7,rainy,1,1
2024-01-01,7.5,sunny,0,0
2024-01-02,19.1,sunny,0,0
2024-01-03,17.4,sunny,0,0
2024-01-04,11.0,rainy,0,0
2024-01-05,17.7,cloudy,0,0
2024-01-06,11.2,cloudy,1,1
2024-01-07,13.2,snowy,1,1
2024-01-08,19.2,cloudy,0,0
2024-01-09,7.6,sunny,0,0
2024-01-10,14.9,sunny,0,0
2024-01-11,20.1,sunny,0,0
2024-01-12,16.1,cloudy,0,0
2024-01-13,17.9,cloudy,1,1
2024-01-14,20.4,sunny,1,1
2024-01-15,19.3,sunny,0,0
2024-01-16,9.7,cloudy,0,0
2024-01-17,19.1,sunny,0,0
2024-01-18,23.5,sunny,0,0
2024-01-19,18.8,sunny,0,0
2024-01-20,13.3,snowy,1,1
2024-01-21,16.2,cloudy,1,1
2024-01-22,18.3,cloudy,0,0
2024-01-23,18.5,cloudy,0,0
2024-01-24,19.8,snowy,0,0
2024-01-25,16.7,rainy,0,0
2024-01-26,26.1,sunny,0,0
2024-01-27,18.8,cloudy,1,1
2024-01-28,15.6,sunny,1,1
2024-01-29,24.0,sunny,0,0
2024-01-30,20.6,sunny,0,0
2024-01-31,25.0,sunny,0,0
2024-02-01,18.8,sunny,0,0
2024-02-02,27.4,sunny,0,0
2024-02-03,24.4,rainy,1,1
2024-02-04,26.7,rainy,1,1
2024-02-05,20.2,cloudy,0,0
2024-02-06,24.3,sunny,0,0
2024-02-07,28.4,cloudy,0,0
2024-02-08,21.8,sunny,0,0
2024-02-09,19.7,rainy,0,0
2024-02-10,15.6,snowy,1,1
2024-02-11,26.4,sunny,1,1
2024-02-12,19.8,sunny,0,0
2024-02-13,20.6,sunny,0,0
2024-02-14,19.9,cloudy,0,0
2024-02-15,24.3,cloudy,0,0
2024-02-16,26.0,sunny,0,0
2024-02-17,22.5,cloudy,1,1
2024-02-18,22.7,sunny,1,1
2024-02-19,22.7,cloudy,0,0
2024-02-20,23.8,sunny,0,0
2024-02-21,24.9,sunny,0,0
2024-02-22,26.5,sunny,0,0
2024-02-23,23.4,rainy,0,0
2024-02-24,22.4,rainy,1,1
2024-02-25,21.8,sunny,1,1
2024-02-26,27.5,rainy,0,0
2024-02-27,24.6,sunny,0,0
2024-02-28,25.0,snowy,0,0
2024-03-01,21.9,cloudy,0,0
2024-03-02,19.8,cloudy,1,1
2024-03-03,28.4,sunny,1,1
2024-03-04,24.7,sunny,0,0
2024-03-05,27.9,sunny,0,0
2024-03-06,25.6,rainy,0,0
2024-03-07,27.2,snowy,0,0
2024-03-08,25.5,cloudy,0,0
2024-03-09,23.1,sunny,1,1
2024-03-10,22.9,sunny,1,1
2024-03-11,21.9,cloudy,0,0
2024-03-12,31.4,cloudy,0,0
2024-03-13,23.8,sunny,0,0
2024-03-14,25.3,rainy,0,0
2024-03-15,25.9,sunny,0,0
2024-03-16,26.3,sunny,1,1
2024-03-17,30.5,rainy,1,1
2024-03-18,26.6,sunny,0,0
2024-03-19,25.3,cloudy,0,0
2024-03-20,26.8,cloudy,0,0
2024-03-21,27.5,rainy,0,0
2024-03-22,25.7,rainy,0,0
2024-03-23,27.0,rainy,1,1
2024-03-24,23.9,sunny,1,1
2024-03-25,24.1,sunny,0,0
2024-03-26,29.7,cloudy,0,0
2024-03-27,31.9,cloudy,0,0
2024-03-28,23.6,sunny,1,0
2024-03-29,24.8,rainy,0,0
2024-03-30,25.7,cloudy,1,1
2024-03-31,26.7,rainy,1,1
2024-04-01,23.3,cloudy,0,0
2024-04-02,24.2,sunny,0,0
2024-04-03,25.2,sunny,0,0
2024-04-04,25.8,sunny,0,0
2024-04-05,28.0,rainy,0,0
2024-04-06,23.3,rainy,1,1
2024-04-07,23.2,sunny,1,1
2024-04-08,29.1,rainy,0,0
2024-04-09,26.0,snowy,0,0
2024-04-10,28.4,sunny,0,0
2024-04-11,26.9,sunny,0,0
2024-04-12,23.6,sunny,0,0
2024-04-13,21.6,cloudy,1,1
2024-04-14,23.5,sunny,1,1
2024-04-15,21.5,sunny,0,0
2024-04-16,25.8,sunny,0,0
2024-04-17,28.7,cloudy,0,0
2024-04-18,28.5,rainy,0,0
2024-04-19,28.9,sunny,0,0
2024-04-20,26.6,cloudy,1,1
2024-04-21,26.7,sunny,1,1
2024-04-22,28.2,cloudy,0,0
2024-04-23,24.9,sunny,0,0
2024-04-24,28.1,cloudy,0,0
2024-04-25,28.6,sunny,0,0
2024-04-26,29.1,sunny,0,0
2024-04-27,19.2,sunny,1,1
2024-04-28,22.9,sunny,1,1
2024-04-29,24.4,cloudy,0,0
2024-04-30,26.3,sunny,0,0
2024-05-01,28.9,rainy,0,0
2024-05-02,22.8,cloudy,0,0
2024-05-03,26.4,cloudy,0,0
2024-05-04,27.4,sunny,1,1
2024-05-05,24.7,sunny,1,1
2024-05-06,25.3,rainy,0,0
2024-05-07,19.6,sunny,0,0
2024-05-08,27.0,sunny,0,0
2024-05-09,26.3,sunny,0,0
2024-05-10,21.4,sunny,0,0
2024-05-11,22.2,rainy,1,1
2024-05-12,19.8,sunny,1,1
2024-05-13,27.7,sunny,0,0
2024-05-14,14.5,cloudy,0,0
2024-05-15,20.2,cloudy,0,0
2024-05-16,21.9,sunny,0,0
2024-05-17,18.9,sunny,0,0
2024-05-18,19.9,cloudy,1,1
2024-05-19,27.2,cloudy,1,1
2024-05-20,20.2,sunny,0,0
2024-05-21,24.7,sunny,0,0
2024-05-22,20.3,cloudy,0,0
2024-05-23,22.2,rainy,0,0
2024-05-24,19.5,sunny,0,0
2024-05-25,20.9,sunny,1,1
2024-05-26,21.3,rainy,1,1
2024-05-27,26.9,sunny,0,0
2024-05-28,29.8,cloudy,0,0
2024-05-29,22.5,sunny,0,0
2024-05-30,18.7,sunny,0,0
2024-05-31,20.4,snowy,0,0
2024-06-01,19.4,cloudy,1,1
2024-06-02,23.1,sunny,1,1
2024-06-03,14.7,cloudy,0,0
2024-06-04,21.6,sunny,0,0
2024-06-05,20.9,rainy,0,0
2024-06-06,18.1,sunny,0,0
2024-06-07,13.1,sunny,0,0
2024-06-08,17.7,sunny,1,1
2024-06-09,19.8,sunny,1,1
2024-06-10,13.3,sunny,0,0
2024-06-11,23.0,sunny,0,0
2024-06-12,17.1,sunny,0,0
2024-06-13,19.2,rainy,0,0
2024-06-14,18.6,cloudy,0,0
2024-06-15,16.1,snowy,1,1
2024-06-16,15.1,cloudy,1,1
2024-06-17,13.7,sunny,0,0
2024-06-18,9.8,sunny,0,0
2024-06-19,17.8,rainy,0,0
2024-06-20,15.3,cloudy,0,0
2024-06-21,15.2,cloudy,0,0
2024-06-22,14.0,sunny,1,1
2024-06-23,13.7,snowy,1,1
2024-06-24,14.5,rainy,0,0
2024-06-25,15.8,sunny,0,0
2024-06-26,12.9,sunny,1,0
2024-06-27,14.7,cloudy,0,0
2024-06-28,13.0,snowy,0,0
2024-06-29,11.9,sunny,1,1
2024-06-30,15.9,sunny,1,1
2024-07-01,11.2,rainy,0,0
2024-07-02,12.2,cloudy,0,0
2024-07-03,11.3,rainy,0,0
2024-07-04,9.5,cloudy,0,0
2024-07-05,12.0,sunny,0,0
2024-07-06,12.7,rainy,1,1
2024-07-07,6.6,sunny,1,1
2024-07-08,11.4,cloudy,0,0
2024-07-09,12.6,sunny,0,0
2024-07-10,15.7,cloudy,1,0
2024-07-11,15.0,sunny,0,0
2024-07-12,12.8,sunny,0,0
2024-07-13,17.1,cloudy,1,1
2024-07-14,6.4,snowy,1,1
2024-07-15,10.0,cloudy,0,0
2024-07-16,12.4,cloudy,0,0
2024-07-17,9.8,sunny,0,0
2024-07-18,10.6,sunny,0,0
2024-07-19,13.6,rainy,0,0
2024-07-20,13.0,sunny,1,1
2024-07-21,9.7,sunny,1,1
2024-07-22,11.8,cloudy,0,0
2024-07-23,13.9,sunny,0,0
2024-07-24,6.4,sunny,0,0
2024-07-25,9.4,sunny,0,0
2024-07-26,4.8,snowy,0,0
2024-07-27,12.8,rainy,1,1
2024-07-28,12.8,cloudy,1,1
2024-07-29,3.7,sunny,0,0
2024-07-30,9.8,rainy,0,0
2024-07-31,1.6,cloudy,0,0
2024-08-01,7.9,sunny,0,0
2024-08-02,10.6,rainy,0,0
2024-08-03,10.7,rainy,1,1
2024-08-04,8.1,cloudy,1,1
2024-08-05,6.4,sunny,0,0
2024-08-06,6.1,rainy,0,0
2024-08-07,6.7,sunny,0,0
2024-08-08,5.9,sunny,0,0
2024-08-09,10.4,rainy,0,0
2024-08-10,6.8,sunny,1,1
2024-08-11,5.6,sunny,1,1
2024-08-12,7.6,rainy,0,0
2024-08-13,1.6,snowy,0,0
2024-08-14,6.8,sunny,0,0
2024-08-15,5.4,sunny,0,0
2024-08-16,3.2,sunny,1,0
2024-08-17,0.5,sunny,1,1
2024-08-18,9.8,cloudy,1,1
2024-08-19,1.0,rainy,0,0
2024-08-20,9.5,sunny,0,0
2024-08-21,5.8,snowy,0,0
2024-08-22,7.4,sunny,0,0
2024-08-23,2.0,cloudy,0,0
2024-08-24,3.9,cloudy,1,1
2024-08-25,3.4,sunny,1,1
2024-08-26,8.9,cloudy,0,0
2024-08-27,5.7,sunny,0,0
2024-08-28,7.0,rainy,0,0
2024-08-29,3.0,sunny,0,0
2024-08-30,5.4,sunny,0,0
2024-08-31,3.9,sunny,1,1
2024-09-01,2.9,sunny,1,1
2024-09-02,8.4,sunny,0,0
2024-09-03,4.7,sunny,0,0
2024-09-04,5.5,sunny,0,0
2024-09-05,2.9,sunny,0,0
2024-09-06,4.0,cloudy,0,0
2024-09-07,-1.1,sunny,1,1
2024-09-08,9.0,sunny,1,1
2024-09-09,2.6,sunny,0,0
2024-09-10,-0.4,sunny,0,0
2024-09-11,1.0,sunny,0,0
2024-09-12,8.0,sunny,0,0
2024-09-13,10.0,sunny,0,0
2024-09-14,-2.9,sunny,1,1
2024-09-15,5.3,sunny,1,1
2024-09-16,-1.8,sunny,0,0
2024-09-17,4.7,sunny,0,0
2024-09-18,4.6,sunny,0,0
2024-09-19,-0.1,sunny,0,0
2024-09-20,-3.4,cloudy,0,0
2024-09-21,0.0,sunny,1,1
2024-09-22,1.3,cloudy,1,1
2024-09-23,0.2,rainy,0,0
2024-09-24,1.9,cloudy,0,0
2024-09-25,-0.7,cloudy,0,0
2024-09-26,4.2,sunny,0,0
2024-09-27,1.6,rainy,0,0
2024-09-28,1.2,rainy,1,1
2024-09-29,2.7,snowy,1,1
2024-09-30,-2.7,cloudy,0,0
2024-10-01,0.1,cloudy,0,0
2024-10-02,6.3,snowy,0,0
2024-10-03,2.2,cloudy,0,0
2024-10-04,4.6,sunny,0,0
2024-10-05,3.1,sunny,1,1
2024-10-06,7.8,cloudy,1,1
2024-10-07,2.1,sunny,0,0
2024-10-08,0.8,sunny,0,0
2024-10-09,-2.6,sunny,0,0
2024-10-10,-3.0,sunny,0,0
2024-10-11,3.8,snowy,0,0
2024-10-12,-1.8,sunny,1,1
2024-10-13,-0.8,sunny,1,1
2024-10-14,0.3,sunny,0,0
2024-10-15,4.1,rainy,0,0
2024-10-16,-0.7,rainy,0,0
2024-10-17,3.8,cloudy,0,0
2024-10-18,4.7,snowy,0,0
2024-10-19,-1.3,rainy,1,1
2024-10-20,0.4,sunny,1,1
2024-10-21,2.3,snowy,0,0
2024-10-22,2.7,cloudy,0,0
2024-10-23,0.6,sunny,0,0
2024-10-24,2.5,cloudy,0,0
2024-10-25,2.3,sunny,0,0
2024-10-26,2.8,sunny,1,1
2024-10-27,1.0,sunny,1,1
2024-10-28,5.7,sunny,1,0
2024-10-29,4.3,rainy,0,0
2024-10-30,6.4,sunny,0,0
2024-10-31,7.9,sunny,0,0
2024-11-01,4.6,sunny,0,0
2024-11-02,6.0,rainy,1,1
2024-11-03,2.9,cloudy,1,1
2024-11-04,2.8,cloudy,0,0
2024-11-05,2.2,sunny,0,0
2024-11-06,2.1,sunny,0,0
2024-11-07,12.9,sunny,0,0
2024-11-08,7.3,cloudy,0,0
2024-11-09,3.9,cloudy,1,1
2024-11-10,4.4,cloudy,1,1
2024-11-11,4.4,cloudy,0,0
2024-11-12,4.7,cloudy,0,0
2024-11-13,-0.0,sunny,0,0
2024-11-14,6.4,sunny,0,0
2024-11-15,9.1,rainy,0,0
2024-11-16,8.5,cloudy,1,1
2024-11-17,4.6,sunny,1,1
2024-11-18,7.3,sunny,0,0
2024-11-19,3.4,cloudy,0,0
2024-11-20,6.2,sunny,0,0
2024-11-21,1.0,sunny,0,0
2024-11-22,12.2,sunny,0,0
2024-11-23,7.0,snowy,1,1
2024-11-24,5.6,sunny,1,1
2024-11-25,11.8,cloudy,0,0
2024-11-26,2.9,sunny,0,0
2024-11-27,2.6,rainy,0,0
2024-11-28,7.6,cloudy,0,0
2024-11-29,7.2,rainy,0,0
2024-11-30,0.2,sunny,1,1
2024-12-01,8.7,sunny,1,1
2024-12-02,9.6,rainy,0,0
2024-12-03,7.0,sunny,0,0
2024-12-04,7.5,rainy,0,0
2024-12-05,9.5,sunny,0,0
2024-12-06,12.1,sunny,0,0
2024-12-07,8.7,sunny,1,1
2024-12-08,8.8,sunny,1,1
2024-12-09,10.4,sunny,0,0
2024-12-10,7.0,rainy,0,0
2024-12-11,7.8,sunny,0,0
2024-12-12,12.1,rainy,0,0
2024-12-13,10.0,sunny,0,0
2024-12-14,11.6,sunny,1,1
2024-12-15,11.2,sunny,1,1
2024-12-16,10.9,sunny,0,0
2024-12-17,8.9,sunny,0,0
2024-12-18,7.5,rainy,0,0
2024-12-19,6.1,rainy,0,0
2024-12-20,10.7,snowy,0,0
2024-12-21,14.3,cloudy,1,1
2024-12-22,17.3,cloudy,1,1
2024-12-23,9.3,sunny,0,0
2024-12-24,13.7,sunny,0,0
2024-12-25,9.9,sunny,0,0
2024-12-26,9.3,sunny,0,0
2024-12-27,10.0,snowy,0,0
2024-12-28,14.5,sunny,1,1
2024-12-29,18.0,sunny,1,1
2024-12-30,17.7,sunny,0,0
2024-12-31,11.3,sunny,0,0
2025-01-01,12.0,sunny,0,0
2025-01-02,7.4,sunny,0,0
2025-01-03,9.8,snowy,0,0
2025-01-04,12.9,sunny,1,1
2025-01-05,17.0,sunny,1,1
2025-01-06,10.7,sunny,1,0
2025-01-07,22.8,sunny,0,0
2025-01-08,12.5,rainy,0,0
2025-01-09,23.1,sunny,0,0
2025-01-10,9.3,sunny,0,0
2025-01-11,14.3,sunny,1,1
2025-01-12,17.6,rainy,1,1
2025-01-13,15.7,sunny,0,0
2025-01-14,16.9,sunny,0,0
2025-01-15,12.8,sunny,0,0
2025-01-16,14.1,cloudy,0,0
